speciesKey,month,obs_count,norm_frequency,mean_lat,mean_lon,individual_sum
2492428,3,2733,0.004933952198614594,18.935667899012067,74.26306087961922,4123
2480905,12,12085,0.015660149487368213,19.203072041373368,74.67194920860504,46695
2495414,9,8767,0.02356815462989099,19.183916347097103,74.26983920702563,107109
7340855,1,7469,0.009972907979261052,19.071229632079042,74.16477020417726,16148
7341597,12,3205,0.004153146802400921,19.852534063650573,74.88994839313546,16450
2493974,1,1165,0.0015555546653955182,19.852583341630915,75.96981832017167,2078
2482451,12,3559,0.0046118719094367785,19.42487811548176,75.71419005872389,7335
5789082,7,2329,0.007877477989399735,19.70029161700295,75.5048574302274,14157
2498404,3,1095,0.0019768304637698426,20.250830936073093,77.03780618082185,23502
2482487,12,9725,0.012601982107129159,18.783821621902252,73.7268000735216,41753
2492752,1,10202,0.013622119052673885,19.31821430248954,74.52653310448905,25018
2482487,2,20171,0.02264969165607413,18.70169823008175,73.76078266269096,122442
2493970,1,13218,0.017649203061972495,19.38161270653622,74.89816080027197,44225
2480905,8,4103,0.012412119892063261,19.425359028759438,74.57743652254453,10901
2486822,10,2346,0.003966878425152647,18.869470967178135,74.5907345801359,6357
5229167,5,6927,0.016496784948797333,18.80244489115019,73.4500227994807,59471
2489362,5,3639,0.008666349130745415,19.23079355344862,75.18953112970544,11846
2480482,11,3374,0.004515838896711227,19.148813619146416,73.68076255512665,6170
2480934,10,2477,0.004188387834229798,19.322462189745604,74.57025490553085,4183
2480767,6,886,0.002398581425883563,19.487035844243778,75.73970260722348,4749
,9,9807,0.026363966288963266,19.489320777709516,74.89792402916233,62704
2486625,7,425,0.001437495983467105,18.757931444705868,74.33158760235291,740
2490310,12,2615,0.003388604957341157,19.287768622179648,74.90559102715065,3439
6101223,1,9322,0.012447107803276411,19.538714470821738,75.50647959858394,34382
2493598,11,7348,0.009834731539132809,19.16862942719119,74.41370011935189,41014
2475410,12,15445,0.020014150503301784,19.19316355195845,74.91518081107108,80645
5788893,10,7203,0.01217963567620397,19.291857744828743,75.13955186797115,17392
2479226,10,10718,0.01812318966785425,19.257907887292546,74.46378939195762,106657
2492752,5,9153,0.021798047154084305,19.42480437266446,74.93436213886082,23402
2480311,11,964,0.0012902396847746364,19.24101317738585,73.73991771161832,23686
2493028,3,8764,0.01582186500865653,19.0638514044956,74.13044403354566,15741
2489005,7,9286,0.03140844165288362,19.264272912448675,74.41707895520057,50145
2492754,9,1196,0.0032151834079331156,18.622823511705697,74.04783235702355,2452
2480905,10,8742,0.01478194850498058,19.281740484786088,74.44013585563917,29221
2498015,10,92,0.00015556385980990773,19.605076141304355,75.82439376086958,331
2480726,11,858,0.001148366856365807,19.23695166433564,74.1560957331002,1162
2492960,1,2478,0.0033087248590987933,19.799376618240426,75.21676453228403,4447
2475410,4,5167,0.012947700511442941,19.17708351867627,74.76666668705174,16705
5788893,11,8799,0.01177678318084235,19.333868175360944,75.18892819263566,22400
2486151,11,6046,0.008092104910941339,18.550479332285676,73.3637789758518,20811
2486822,3,2268,0.004094476248246578,19.05938318077601,74.77651920723068,6286
5793241,3,1825,0.0032947174396164044,19.473463791232945,75.38608030082203,2785
2480637,1,387,0.0005167379017236614,19.272357359173117,74.54975731524534,397
2477102,5,2026,0.004824958323410336,19.13686428479761,73.07249355429413,9768
2492680,7,5442,0.018406713275359966,19.15063704299876,74.60102895222342,10619
11273070,3,1971,0.003558294834785717,19.50331490969051,75.70063379147633,4762
2492428,6,2223,0.00601811118480718,18.891972399460133,74.59696363787633,4120
2486131,11,17466,0.023376894537628423,19.235186205313237,74.66143817411043,83633
7691806,12,8688,0.011258202626913946,19.184507163558877,74.38961995568589,17279
2486687,1,3306,0.004414303625577325,18.846422651240115,73.71274445130004,5865
9523325,1,4716,0.006296992104725548,19.149572274172915,74.09709345229022,8571
2494056,7,3606,0.012196730626782072,19.026192654741998,74.75440351636173,36987
2475410,5,6026,0.014351035960943082,19.262184040159127,75.00576859425783,19623
2481938,6,1011,0.0027369817399190547,19.056556642927777,74.6744359396636,13292
7340608,3,10442,0.018851199728479175,19.06031094704066,74.58878254012548,24088
2484723,3,1747,0.0031539021189095117,18.727945302804866,73.51964917973662,3005
2495414,1,14425,0.019260837809725623,19.10183957906433,74.13394881864676,193390
2494459,2,642,0.0007208914800059289,18.872976200934605,73.70459164797519,2903
2482499,9,9125,0.024530559027917793,19.00512288339716,73.92210276613658,74427
9273219,1,8203,0.010952974180463034,19.296833548945518,74.56839653370729,16834
5788886,3,532,0.0009604327002059876,19.35078898684208,74.51526372932328,648
2492960,11,2872,0.003843950596133564,19.584291930013908,75.10990387778536,5574
6101224,7,2704,0.009145856798341298,19.291733377218826,75.02107246042868,7172
7341597,8,1382,0.004180733534202151,20.02364956512303,75.45458004413881,5512
2492758,3,2994,0.005405141925595351,19.462840091850282,74.6339874251831,6967
2480778,12,2847,0.003689238360822284,19.417012419037505,75.67218488303467,10005
2482499,10,12223,0.02066801150496198,18.999396625787448,73.78916042395429,102874
2484096,10,4625,0.007820465778487209,19.047164579891845,74.52280222356723,9562
2475532,2,4497,0.00504960901181723,19.393078996886835,74.92275766800091,6609
5231190,10,7589,0.012832327522797714,19.188065447621415,74.30191101212253,55058
7340608,11,8942,0.011968177656903318,19.221010395884647,74.83800017881902,18853
5229131,11,10879,0.014560702832638247,19.266164949168267,74.96290757431775,52471
2498404,1,1980,0.002643775311144314,20.086986628787848,76.19918006616153,56361
2475923,3,3386,0.00611282917837871,19.248299843472925,74.84780848109821,7399
2479226,3,10703,0.019322389455459933,19.285383567504443,74.52702959786916,83962
2484723,2,2987,0.003354054284700482,18.786656192165957,73.44309182691586,4879
2480880,2,4701,0.005278677332566778,19.347091456285956,74.7567046781541,14115
2484096,1,4848,0.006473243792135169,19.219997982673327,74.66888359096517,8969
2480437,5,1329,0.003165039295070255,17.579074557562105,73.63007427765245,2393
2479226,12,12587,0.01631065797248686,19.320415137125572,74.60762880630733,100944
2481890,3,693,0.0012510899647420102,20.00199951659449,76.56021013708512,4165
5788823,1,2464,0.003290031498312924,19.526682066152656,75.16061823457764,7151
2486770,2,514,0.0005771623375748402,19.78349403501948,74.97496742801569,924
6101223,4,6138,0.01538087589302047,19.688398839035717,75.90834791397779,21216
5228328,11,14848,0.019872903360512242,19.212501212419085,74.58481320144185,26511
5232083,4,724,0.0018142316954295895,19.515086546961342,75.14201891436478,1199
2493314,2,3214,0.0036089489357306157,19.171277722464083,75.12351462414362,19100
7340278,12,4496,0.005826068026082539,19.240840672375484,74.46843033407443,27551
2480905,9,4597,0.012358025189187737,19.33231931933875,74.52688840656948,12328
2482487,5,7299,0.017382710169087878,18.82621699493049,73.80477374201942,23484
,6,11210,0.03034774016270287,19.66404168492415,75.07560372836787,67574
2495414,2,25260,0.028364047951635142,18.9619084117959,74.11173754027227,275490
2496347,10,7841,0.013258437225755287,19.156417455043968,74.16462051855623,13416
7691806,6,6068,0.016427304844538897,19.34814375098879,74.33842310909723,12786
5230801,12,4824,0.00625110145859034,19.165430113184133,74.83019158250394,23046
2480880,10,2529,0.00427631523325279,19.213247598655503,74.19314419889271,8082
2490277,12,3287,0.0042594051605278705,19.216943908427073,74.85783763249061,9405
5229055,11,3995,0.005346999523521444,19.20264726107618,74.1712914745927,15479
2482499,11,13582,0.018178459957063395,19.04923143719627,73.84837029273999,129434
2493028,6,8692,0.023531004236771933,19.206561668775816,74.20360974102559,16938
5231190,4,7079,0.017738875928102298,19.28582387356954,74.48356256561584,46865
9274012,1,1579,0.002108344048634784,19.31889056871436,74.94805195250166,21181
2486131,1,17094,0.02282459351954591,19.29354730004678,74.75095587211872,82633
11273070,4,1596,0.003999328433571305,19.75611702631587,75.99687227944845,3757
2481890,1,1565,0.0020896506878489147,20.147239984025543,76.3599271207666,13032
2480905,4,5964,0.014944858883345404,19.380441508216,74.80646699312582,21898
2492680,1,8657,0.01155917316594764,19.200885382696008,74.56579323437691,14908
5231190,11,7754,0.010378131240396816,19.255572879159033,74.46636703636794,62979
6100941,9,2819,0.007578262564350713,19.533860379212456,75.6520426371055,10905
5231190,8,6084,0.018404907975460124,19.192830649901218,74.4193563037472,44647
2486151,8,4083,0.01235161723599666,18.506501296840398,73.41741256429049,11499
5228662,6,3509,0.009499573615604315,19.6375175790822,75.29142249273244,23307
6066512,11,9270,0.012407180371224978,19.28880237152113,74.71713334002185,55119
2477102,11,3343,0.0044743477865161925,19.185367786419285,73.01079223302341,32219
2492851,2,1676,0.0018819534587070665,19.76342398269691,76.00297351849647,3212
5229167,2,22789,0.025589401772359986,18.746007157443078,73.70858305933714,194580
5229055,4,2703,0.00677329871926268,19.106462899000984,74.09621431261513,11474
2474377,11,2674,0.003578942860049147,19.420300618174977,75.402200859013,70458
9752617,2,4320,0.0048508585570492405,19.450663885416674,74.76557006157428,13043
9273219,12,8942,0.011587344370380353,19.081196856407892,74.48715503030634,17452
2475923,11,3128,0.004186586860969982,19.324074798912903,75.08835424008923,6825
2496379,11,74,9.904329530427706e-05,17.272834256756752,74.07925840540543,84
5230726,5,639,0.0015217909025958562,18.71276738967137,73.96856464006257,1325
5229167,4,7315,0.018330255320535147,18.799676238277307,73.48574737703372,56150
2492752,7,8132,0.02750521726483411,19.32131852188866,74.7902984026066,22836
5229167,9,6255,0.01681519416105488,18.82145268760981,73.64791560767375,44106
5228662,3,2799,0.005053103623828118,19.59901422293655,75.1479562611642,22211
8250742,10,327,0.0005529280669330416,18.991684403669723,73.73635249847098,2136
11273070,2,2867,0.0032193082136713364,19.697366155214436,75.94602111021977,7216
6101224,12,7009,0.009082497952582855,19.28768323484084,75.00467016578676,20887
2492675,11,607,0.0008124227060769754,18.54811570840201,73.28133392256989,853
5229167,12,11566,0.014987611830442761,18.796137432906743,73.5669848636515,86840
2498310,1,1338,0.0017865511951066122,20.35683576382661,76.98409707847536,22362
5228328,12,13996,0.018136487565180433,19.1631042825089,74.6684941401111,23508
5232005,10,8543,0.01444545711256567,19.14164849713213,74.36482644691559,13021
2480876,3,5120,0.009243262077170406,19.320542470117296,74.77589284179662,24880
2492680,2,15035,0.016882559816026696,18.95738446178949,74.2594118043209,27189
2486625,4,961,0.002408116932745629,18.968596943808574,74.76197373777315,1807
2480433,9,244,0.0006559404277054182,18.568871889344262,74.4146621270492,291
5228328,3,9765,0.017628994957728322,19.13568522467992,74.51075793271865,16098
2481918,11,1478,0.0019781890602665066,19.18767883626527,75.56544711569674,3371
,3,15011,0.027099727937579095,19.32949887609073,74.75037765192131,111082
2480876,11,7775,0.010406238121496677,19.257352261479195,74.63892741170373,37793
7340278,1,4516,0.00602994409349885,19.24528252745779,74.3883436073957,29428
2493598,12,5203,0.006742222406518562,19.054223617720492,74.19549984777994,35685
9616058,10,1171,0.0019800573895369777,18.849339471391968,74.45439194961571,1749
,11,22347,0.029909736758982158,19.36051325658942,74.72363939987574,172470
,5,12786,0.030450107168373423,19.597927279602615,75.33172972000524,89086
2486151,1,6011,0.00802612797741842,18.474464270337513,73.48060258742346,21292
7340608,1,12091,0.01614438751871005,19.123302944504246,74.62977995393145,27731
5228662,10,4700,0.007947284142462678,19.335202158936067,74.8174078361695,42538
2492752,4,8155,0.020435165022414783,19.36502710741877,74.78312099570756,19141
2486131,8,11050,0.03342771747679723,19.140797158823467,74.67590256407166,53097
2492758,10,5096,0.008616885104253149,19.354229162676614,74.35988583791169,12981
2492752,2,14342,0.016104401255833383,19.133406199414807,74.41460260172711,32005
5788816,1,2054,0.0027425830752981924,19.30083527653362,75.01764709785752,9566
2492680,11,9744,0.013041592830336159,19.171836349548396,74.51323911689265,17600
2494459,11,775,0.0010372777548758746,19.062935877419427,74.16219583999997,3783
5230801,6,1544,0.00417992067896639,19.204739753238368,74.687472152202,5903
5846290,12,4494,0.00582347635881115,19.262573282153916,74.49649199621724,12989
9450106,2,4584,0.005147299913313361,19.40054742539273,75.10412106631766,48407
7340537,2,5037,0.005655966331448385,19.49455290430827,75.33746386122775,34079
5846290,1,4360,0.005821646644742025,19.343450990367014,74.42057174288986,13022
2481670,1,25,3.3381001403337296e-05,19.141284040000002,72.96224136000002,25
2495414,4,10988,0.027534223576492167,19.216961450855425,74.21465407253228,153832
2474732,11,4844,0.006483320573701596,19.309793154830746,74.69721563026428,9298
2474732,3,3392,0.006123661126125394,19.340887232016303,74.79022695194557,6945
2495414,12,13636,0.017669987456330406,19.116222367996468,74.14318741038296,175846
2492752,8,8745,0.026454786365121427,19.281096018524813,74.78805918101737,23692
5230801,1,4443,0.005932471569401105,19.351660456898554,74.91460857596209,24113
2490585,10,8,1.352729215738328e-05,20.977197500000003,77.59340999999999,23
2482499,2,18950,0.02127865038335257,19.08475645957792,74.04884796163726,172756
2493970,4,5704,0.014293339213715993,19.655861467742024,75.42993862184397,14677
2480876,1,8375,0.011182635470117995,19.34930025134327,74.76356698280576,39857
6066512,5,4194,0.009988092402953085,19.47752223915107,75.28025649308577,42015
2494056,2,2264,0.00254220920674988,19.623229258833845,74.69691083083035,33676
2496279,6,2879,0.0077940360328654385,19.15142001667248,74.94464706078494,3772
2475410,9,6157,0.016551742677796147,19.1929437672568,74.92590280737305,26168
4408780,2,524,0.000588391176827269,18.797734209923696,73.85009912404581,619
2490310,11,2384,0.003190800216289142,19.184097069630834,74.74727642281856,3202
2474416,3,1772,0.003199035234520695,19.5322346828443,75.48554269751673,13767
2474732,8,2584,0.007816943163804891,19.30064333513921,74.70672683126955,5273
2490277,3,1931,0.0034860818498078233,19.34871662351122,75.12747980321056,5863
7691806,2,16944,0.019026145229315356,18.982998820703433,74.13490761461371,31446
6101223,12,8835,0.01144869017136104,19.456693172609093,75.46368589869782,31860
2475410,11,15981,0.021389336516995296,19.24037739334209,74.87147774651197,99383
6101223,2,11175,0.012548227864589182,19.47175303570494,75.36377755060307,38964
6100941,11,4345,0.005815447541852484,19.476958498964354,75.70933689159936,19200
2480905,3,7655,0.013819760000144427,19.273708223644803,74.58186159255376,30190
5788893,6,5966,0.016151170188285935,19.42305163291992,75.27810667432078,16818
2496347,4,11448,0.028686912222759587,19.105428654524836,74.19913070745888,25003
2495414,6,9105,0.024649078874345195,19.293558314881775,74.23061215683637,159219
9701857,11,3413,0.0045680373901824,19.070423280105416,74.68530265602072,25812
2489005,8,9160,0.027710216478503406,19.237967580785917,74.4043788667023,52408
7340855,4,5465,0.013694442286633572,19.115512253064843,74.16467322927656,10863
2498015,12,2976,0.0038564008998268765,19.3745206155913,75.58595758534953,19333
2493626,1,411,0.0005487836630708652,18.94036395377128,73.92256748175205,4556
2480482,10,2126,0.003594877890824607,19.046747185794853,73.33765112888061,3496
7341580,2,1492,0.0016753428164623767,19.009636324396684,73.90209742560305,10420
7340608,8,3269,0.009889159134085987,19.2579282083204,74.87582657907566,5989
5229044,4,1890,0.004736046829229177,19.529752764550285,75.89060716666626,7390
2486151,5,5705,0.013586568230531079,18.416791468010242,73.3989688629274,19904
2493028,2,13451,0.015103911678441976,18.99069203694953,74.07094069280735,23625
2481938,8,1044,0.0031582386466765893,18.857299872605346,74.34462284770117,7416
2495414,5,10562,0.025153608001905216,19.258533995550085,74.28773648750087,156270
9797180,11,5583,0.007472415103834849,19.17052158857248,74.48231779043508,17183
5230726,2,1363,0.001530490790106045,18.66754043580332,73.35721862068984,2848
6101223,10,9076,0.015346712952551331,19.41287459365365,75.26165159067877,33685
2491585,7,43,0.0001454407700919659,18.420611348837213,74.11686153488371,90
2482499,5,9940,0.023672302929268873,19.10279072957737,73.93745181991933,81651
2480773,1,3286,0.004387598824454654,19.18306519415699,74.26721530858127,60383
2496379,12,90,0.00011662502721250635,17.040952511111108,74.24876926666666,110
2486131,10,16054,0.027145893536828898,19.150913271645695,74.52060436582849,72560
2484887,2,31,3.480940168252927e-05,21.010850709677417,77.61464541935486,70
2481889,2,2972,0.0033372110258218387,19.3657397496635,74.74974686137281,22231
2493598,10,8015,0.013552655830178374,19.1500914976918,74.49854298328104,41298
11273070,5,1880,0.0044772564896403905,19.824213030851098,76.3718262377658,4638
9450106,9,2520,0.006774466712367434,18.907201630555505,74.41337802222235,11365
2482487,7,4921,0.01664451231680382,18.74422261511862,73.74896576915252,16079
5739315,1,1794,0.0023954206607034846,20.329843039018964,76.58461298104805,2526
5788816,5,661,0.0015741843296022862,19.963083912254124,76.3558381104388,2771
2489005,6,10872,0.029432705713550902,19.348291997516373,74.46890665305342,53483
2493145,3,4033,0.007280874210396142,18.73367588618889,73.91515567765931,6578
6101070,4,2137,0.005354990515377117,18.689231359382333,74.30228417079984,4139
2492605,1,3247,0.0043355244622654485,19.326097502925588,74.66244260332512,4975
2493970,7,4647,0.015717750200403852,19.609998518829325,75.28650092317599,12222
2486151,2,10203,0.011456784689253102,18.500838846123504,73.44152516994889,35562
2489005,10,12650,0.02139003072386231,19.198132122529714,74.23088787225252,75638
9451184,3,2374,0.004285840658437997,19.348100437657866,75.86560736646983,8832
2492519,8,1941,0.005871782771263659,18.7535942601752,75.25250198299865,4254
2481019,10,132,0.00022320032059682413,18.96983896212121,74.2544688939394,166
2482487,4,7370,0.0184680767891106,18.790945184803174,73.69912155617371,22837
5789279,9,87,0.00023388039840316143,18.99528655172414,72.98750402298853,299
7691806,10,5252,0.008880667301322124,19.226193890518015,74.36532459253608,11314
2477411,12,447,0.0005792376351554482,19.293336093959724,74.0160376912752,8784
2480801,3,1132,0.0020436274748743947,18.948700487632518,74.41377859894006,12558
2482048,12,3492,0.004525051055845246,19.409692769759285,75.42098949570432,23110
5228328,6,7347,0.019889816857750042,19.23716654226201,74.67971537743334,12057
5788893,12,8222,0.010654344152680302,19.272050077110197,75.14279068863988,19632
2475410,10,13327,0.022534777822680874,19.214669202146,74.77546827523105,77920
2486151,3,7208,0.013012779893016463,18.480556035099934,73.39203905271908,26561
6066512,2,8674,0.00973989516755674,19.36854288217668,74.76317126965655,68433
5788823,9,870,0.002338803984031614,18.69008718620692,74.63596769770102,2257
2486770,5,472,0.001124077161228864,20.032309483050888,76.66509146186438,706
2492519,9,2681,0.007207279863435353,18.76490681238349,75.07364936217834,5983
2480372,10,2104,0.003557677837391803,19.368567736692007,75.24108657699603,2992
2493028,12,8917,0.01155494852948799,19.150254389929223,74.33499640977897,15955
2484857,5,1393,0.003317456537270779,19.415203388370465,75.24707628858548,3060
2481713,5,617,0.001469397475589426,19.843723401944878,75.80706468557537,2245
2492766,3,1788,0.0032279204285118527,19.027841027404985,74.17177241051446,4849
2475379,4,1102,0.0027614410612754247,20.583843980036317,78.09334635662454,2443
2490672,9,662,0.0017796416522171594,17.972432693353518,73.85586339577026,1978
7691806,11,7758,0.010383484932034885,19.213597349059153,74.38806804060324,15606
2498255,12,1059,0.0013722878202004913,20.00650015108598,76.48192509820585,28041
9752617,6,1292,0.0034977056458708393,19.572035111455136,74.79088263312698,3798
7340540,3,183,0.00033037440627386414,19.119399939890712,72.97637499999998,263
6101223,11,9826,0.013151343508916573,19.471703491756703,75.4233509077957,37482
2481850,1,1336,0.0017838807149943453,19.974893867515064,76.32888081736542,4574
5229055,2,8638,0.009699471346247995,18.84058571069688,73.94282888134018,76696
2492519,1,4320,0.005768237042496685,19.161711809027718,74.94198220185119,9012
2481749,11,1761,0.002356962743659891,19.20866840942639,73.76192554344162,50651
2489005,3,11863,0.021416566019818853,19.247682177611043,74.3445917484614,76199
2493028,9,7756,0.02085030310361977,19.133032091799922,74.291368998968,14380
2475923,2,6169,0.006927070934823325,19.034203065649862,74.45407994813118,14394
2481263,10,1009,0.0017061297233499663,19.145695412289413,72.94920433597632,8823
2492605,11,2914,0.0039001643583332886,19.29005778929295,74.56845252848251,4808
2492960,4,92,0.00023053772925348375,20.235834054347826,75.40651692391305,123
9451184,1,2672,0.0035677614299886905,19.665510879490913,76.17336724363743,9936
2479226,1,13724,0.018324834530376043,19.365256659574722,74.72980250429816,105886
2489006,4,1952,0.0048914092119869594,18.29169822182381,73.68106026639305,7694
7340855,5,5631,0.013410335794236722,19.17563894086296,74.36985542567925,11015
2480801,9,628,0.0016882401172090273,18.82046247292994,73.83513645700621,5407
2486131,3,14959,0.027005851057107833,19.134640278761935,74.56480591857691,71354
2492680,4,9194,0.023038737856049235,19.1168727726777,74.50837993136743,18956
2480905,11,12346,0.016524169240900062,19.262794418273128,74.6501629017492,48641
2480372,9,1733,0.004658790004973319,19.26841732890944,75.19259328967101,2500
5230801,4,1644,0.004119608987964427,19.173884044403895,74.94894385827236,5881
2475452,7,352,0.001190584908659814,20.97078140909089,77.50951614488639,2338
2480934,1,3943,0.0052648515413343585,19.565840912249712,75.05368230864819,7960
2486687,12,3362,0.004356592683204959,18.703342432480603,73.63924002617478,5621
2496347,11,9536,0.012763200865156569,19.176304573825472,74.21328299538601,17172
5789082,2,2484,0.0027892436703033136,19.95918130595812,75.89339025442838,13826
8214667,12,1896,0.0024569005732768003,19.270225121308005,74.9079129113924,22980
2493028,8,7471,0.022600767173678926,19.13959213398475,74.19583742604719,13717
7340608,7,3092,0.010458206072659503,19.462485475743645,75.07920492852493,5949
7340278,3,3778,0.006820516431162069,19.12721019825295,74.31146647564785,17031
5788823,11,2782,0.0037234925342770108,19.39254616319201,75.12674004493121,8474
7341597,10,2834,0.004792043246753027,19.709014429781107,74.66166971136202,12944
5232005,4,7498,0.018788824934158926,19.19361701733794,74.62477261643079,11914
2492428,10,2797,0.004729479520525129,18.881511268501843,74.17293194744322,4834
