speciesKey,state,direction,month,obs_count,mean_lat,mean_lon,individual_sum
2475365,gujarat,NW,10,1861,22.650695032240694,70.95000708328851,8495
2492963,gujarat,NW,10,44,23.286104454545455,70.21162797727274,53
2490669,gujarat,NW,1,2800,22.874600105357075,71.0378660099997,15029
2480509,gujarat,NW,11,1105,22.813256626244268,71.67799548235291,1813
2480495,gujarat,NW,10,712,22.650540151685423,71.44204486657281,2365
9687165,gujarat,NW,2,2429,22.547093281185653,71.94639032111986,6541
5788886,gujarat,NW,3,102,21.94465371568627,72.57818487254904,108
2498112,gujarat,NW,2,2485,22.635617544869103,71.67760935130802,402482
2480491,gujarat,NW,10,436,22.61276578669724,71.29434004587162,1069
9566659,gujarat,NW,4,11,22.514785818181817,70.33884045454545,40
9613112,gujarat,NW,12,620,22.557807648387104,72.23683393064515,6931
2492865,gujarat,NW,9,1521,23.37480118934918,69.86599095266297,2398
