speciesKey,state,direction,month,obs_count,mean_lat,mean_lon,individual_sum
2492865,madhya_pradesh,N,1,116,23.1418939051724,77.62604928448276,140
5229132,madhya_pradesh,N,12,621,23.833782291465358,78.42473096296311,2887
6101031,madhya_pradesh,N,4,563,22.22262164120765,80.60298785967997,1689
12210360,madhya_pradesh,N,2,19,23.648273052631577,79.70757284210526,31
2473700,madhya_pradesh,N,3,478,23.675587774058577,79.62970942259426,830
2490274,madhya_pradesh,N,11,113,23.056319451327433,78.09898655752211,267
8012314,madhya_pradesh,N,1,170,23.189102635294113,78.15468179999995,193
2492605,madhya_pradesh,N,3,2570,22.91462215291834,79.0772827525294,3785
7341522,madhya_pradesh,N,2,4933,22.440296580377193,79.50703831542737,9385
2498112,madhya_pradesh,N,12,649,22.632813616332697,79.37959503697968,9849
2493967,madhya_pradesh,N,8,36,22.170673083333337,80.67630444444444,58
2490788,madhya_pradesh,N,2,351,22.605624122507127,79.79273762678051,634
2490246,madhya_pradesh,N,3,871,23.54462736854186,78.68417931687713,2487
8012314,madhya_pradesh,N,11,101,22.969614019801966,77.4411494554455,116
7341522,madhya_pradesh,N,1,2670,22.876691629962554,79.77031836367058,5059
9326020,madhya_pradesh,N,4,1652,22.351994564770223,80.55021836077424,4300
9687165,madhya_pradesh,N,2,1610,23.53335472546587,78.22277405155266,4006
2490246,madhya_pradesh,N,2,1348,22.934099608308617,78.83660218620184,4578
5231904,madhya_pradesh,N,5,3556,22.37276987148505,80.40238793335206,4847
9610931,madhya_pradesh,N,10,90,22.22272275555556,80.71022551111115,186
5846290,madhya_pradesh,N,12,1820,23.02103128461551,78.8435066532965,3816
2492634,madhya_pradesh,N,2,2393,22.623779132887652,78.9493902586713,4571
5231904,madhya_pradesh,N,6,3548,22.317269817643997,80.43974341572756,4964
2492846,madhya_pradesh,N,12,756,22.473178626983998,80.28205415343884,992
5739315,madhya_pradesh,N,11,1216,22.926535535361925,78.9107757491774,1788
5228310,madhya_pradesh,N,1,27,22.45080625925926,79.36869281481482,28
2492634,madhya_pradesh,N,12,1107,22.909739845528485,78.85607608130061,2138
2493062,madhya_pradesh,N,1,361,22.75814894459835,78.86655659556791,547
5229132,madhya_pradesh,N,1,731,23.96662970314638,78.62391659097139,2681
2481909,madhya_pradesh,N,2,827,22.793468841596102,79.25461807376038,1930
9326020,madhya_pradesh,N,10,1008,22.281228588293644,80.58109172817413,2128
2480696,madhya_pradesh,N,1,823,24.182631948967202,78.43973029040123,2574
2493062,madhya_pradesh,N,3,703,22.9443070512091,78.78090868421064,1047
2490246,madhya_pradesh,N,1,804,23.132223116915423,79.01250120522404,3329
9687165,madhya_pradesh,N,1,1269,23.37569120094562,78.1950654405042,3161
2480389,madhya_pradesh,N,2,476,23.55945734453777,78.59050324369746,1815
9362027,madhya_pradesh,N,12,686,22.576332209912415,79.20759119970815,8968
2480696,madhya_pradesh,N,2,1607,24.524282644679477,77.77403997261978,5991
5739315,madhya_pradesh,N,3,2210,23.502319560633516,79.20015468597283,3191
5788886,madhya_pradesh,N,12,1191,22.861781046179733,79.98994760201472,2033
2492846,madhya_pradesh,N,2,870,22.51164072873561,80.22983435057452,1057
9561629,madhya_pradesh,N,1,48,23.60455785416666,79.70387927083333,231
5739315,madhya_pradesh,N,9,247,22.85194156275305,78.42201531578947,342
2492846,madhya_pradesh,N,1,597,22.642584978224416,80.17594437185917,785
2481909,madhya_pradesh,N,1,594,22.688624292929205,79.6599084528618,1802
5232328,madhya_pradesh,N,6,99,22.274808979797978,80.57105458585856,114
2480696,madhya_pradesh,N,3,1493,24.438803941058243,77.3968590716675,4479
9326020,madhya_pradesh,N,5,1814,22.515797463616504,80.49645740793804,4167
5739315,madhya_pradesh,N,4,195,23.34926341025641,79.35384053846153,340
2490246,madhya_pradesh,N,11,383,23.402493078328963,78.22274993733687,1422
2492865,madhya_pradesh,N,10,38,23.218396894736838,78.9671072631579,41
2493091,madhya_pradesh,N,1,709,23.101001668547248,78.46148550211578,1580
2492634,madhya_pradesh,N,9,77,22.45790054545454,78.95877879220781,107
9566476,madhya_pradesh,N,11,44,23.45808129545454,76.75740938636365,92
5846290,madhya_pradesh,N,1,1891,22.863687486515186,78.89091864992068,4280
9701857,madhya_pradesh,N,4,127,22.98023323622048,77.88716496850387,391
2493062,madhya_pradesh,N,2,843,22.788675307236094,78.69534048635835,1392
5229132,madhya_pradesh,N,2,1855,24.131804002156265,78.2596331946091,10530
2480564,madhya_pradesh,N,2,130,25.86852613846156,78.20351444615389,139
2490788,madhya_pradesh,N,3,253,22.961596130434774,80.08894942687736,449
8012314,madhya_pradesh,N,2,158,23.08568948734178,78.67726901265819,190
5788511,madhya_pradesh,N,2,82,22.499857707317084,80.73516454878046,85
2492634,madhya_pradesh,N,1,1249,22.680311450760687,79.14610762850268,2444
5788886,madhya_pradesh,N,1,1210,22.860002181818267,80.18985581487604,1675
5788886,madhya_pradesh,N,2,1778,22.491003543307198,79.86677679077604,2389
7341522,madhya_pradesh,N,12,2159,23.197236429365518,78.96789885270968,5383
2490307,madhya_pradesh,N,1,373,23.01204484450399,77.9483095683645,855
5231904,madhya_pradesh,N,4,1480,22.210570647973125,80.51375317432364,1915
2490246,madhya_pradesh,N,12,885,23.495076632768388,78.96205387231639,2992
2492605,madhya_pradesh,N,10,360,22.869912394444444,78.88513366111106,572
2493068,madhya_pradesh,N,3,58,23.153664051724128,80.52771129310341,77
4408732,madhya_pradesh,N,11,223,23.067195910313895,77.75758059641248,404
7341536,madhya_pradesh,N,12,477,23.29749737526207,79.09655122431865,598
7340331,madhya_pradesh,N,2,334,25.08658700598804,78.13840199401199,3860
9687165,madhya_pradesh,N,12,1227,23.534556044824814,78.25999239608801,3171
9362027,madhya_pradesh,N,2,833,22.593902205282063,79.48226210564191,7190
2493091,madhya_pradesh,N,12,781,23.34321477976955,78.430877314981,1728
6101031,madhya_pradesh,N,2,1691,22.28320379716157,80.35790239089297,4476
9701857,madhya_pradesh,N,10,147,23.02128656462586,77.32094404081629,358
2473700,madhya_pradesh,N,12,206,23.844739233009697,79.84530271844662,409
2480513,madhya_pradesh,N,2,25,24.07873668,78.15451320000001,34
9326020,madhya_pradesh,N,3,2416,22.39686102442078,80.62562444081175,5527
7341522,madhya_pradesh,N,11,859,23.018996196740446,78.73867869150192,1923
2480717,madhya_pradesh,N,6,297,23.789976393939384,80.29921990909078,422
2490244,madhya_pradesh,N,4,31,22.286325516129036,80.45617174193549,127
5846290,madhya_pradesh,N,10,889,22.74786406411698,78.46091173340842,2425
5739357,madhya_pradesh,N,12,174,22.991990270114947,78.58954287356323,230
8012314,madhya_pradesh,N,12,187,23.299736310160412,78.48843568983949,214
2481909,madhya_pradesh,N,3,604,23.32008185761584,79.061716937086,1348
2498180,madhya_pradesh,N,2,339,23.936235339233058,78.38934389380535,9181
5846290,madhya_pradesh,N,9,259,23.03848750965251,77.38257435135132,597
2498255,madhya_pradesh,N,2,176,23.35289946590909,77.47234360227266,1419
2481909,madhya_pradesh,N,10,94,22.853582000000003,79.69800495744683,235
9687165,madhya_pradesh,N,3,1081,23.922728795559635,77.83385721646624,2518
2490274,madhya_pradesh,N,2,299,23.08616780936455,79.03281153846146,602
8214667,madhya_pradesh,N,12,390,22.908182782051295,78.64842046923069,4865
5788886,madhya_pradesh,N,11,803,22.39749478704846,80.26330005230363,1476
2478522,madhya_pradesh,N,4,69,22.86501573913045,80.36476844927539,84
2490317,madhya_pradesh,N,3,47,22.267982744680854,80.31716482978726,58
2492846,madhya_pradesh,N,9,135,22.669751896296287,79.21403849629627,164
2480717,madhya_pradesh,N,3,613,23.885528323001616,79.94533433931494,842
2493967,madhya_pradesh,N,4,94,22.26043597872341,80.63770263829791,164
2498112,madhya_pradesh,N,1,904,22.41713395685841,79.51157233628287,12063
2492865,madhya_pradesh,N,2,168,22.969270041666675,79.17950066071424,183
2480696,madhya_pradesh,N,12,537,24.324044711359388,78.55869139292383,1801
9613112,madhya_pradesh,N,2,58,23.151228017241372,78.8315213275862,339
2473700,madhya_pradesh,N,1,154,23.136427454545437,80.06025400649354,271
2493967,madhya_pradesh,N,2,294,22.28646188775507,80.1927968503401,515
2490244,madhya_pradesh,N,2,820,22.434016899999936,80.32405797926828,3331
8000602,madhya_pradesh,N,2,225,23.4016638222222,78.1511487555555,2390
5846290,madhya_pradesh,N,11,1175,22.854748215319216,78.71463273021259,2654
2493967,madhya_pradesh,N,6,103,22.31110811650485,80.46632092233011,150
5739357,madhya_pradesh,N,1,196,22.878599489795914,78.71277842346935,276
2493091,madhya_pradesh,N,10,208,22.962724514423055,77.65936894711542,352
2480717,madhya_pradesh,N,5,270,23.533564411111108,80.57498974814811,434
6065824,madhya_pradesh,N,2,192,23.524686374999998,78.24618119270833,2416
6065824,madhya_pradesh,N,11,55,23.59166432727272,78.16045038181815,854
9701857,madhya_pradesh,N,11,299,22.920882996655497,77.28173501003347,715
9610931,madhya_pradesh,N,6,331,22.278677673716007,80.72605686404826,744
5229132,madhya_pradesh,N,11,272,23.99328005147061,78.34821072058823,1105
5229261,madhya_pradesh,N,12,267,24.408859333333346,78.12224823595497,467
6101031,madhya_pradesh,N,12,553,22.249985444846196,80.44064014647337,1827
9613112,madhya_pradesh,N,12,110,22.921291745454543,78.43302372727273,452
5846290,madhya_pradesh,N,4,103,23.25179106796118,78.37143487378637,155
5231904,madhya_pradesh,N,7,660,22.33419734242428,79.98415600757599,902
2480389,madhya_pradesh,N,12,159,24.13141638993712,79.70452322641508,657
2493091,madhya_pradesh,N,9,21,23.58921714285714,77.20298023809525,31
5232328,madhya_pradesh,N,2,483,22.256332525879916,80.42231434161467,630
8028588,madhya_pradesh,N,12,145,25.89324313793107,77.89631357931036,331
9610931,madhya_pradesh,N,5,113,22.1908853097345,80.63658699115044,227
2490244,madhya_pradesh,N,3,442,22.61512254298639,80.21169219457012,1936
6101031,madhya_pradesh,N,5,417,22.25577220383692,80.53554008872875,1090
4408732,madhya_pradesh,N,3,90,23.40099676666666,77.90627262222219,117
9362027,madhya_pradesh,N,11,322,22.353600993788813,79.98563315217362,4310
2480717,madhya_pradesh,N,12,448,24.09242894196425,79.96488829687496,780
2493967,madhya_pradesh,N,3,285,22.27712101403507,80.5269462035087,483
5788511,madhya_pradesh,N,10,15,22.188183600000002,80.53543493333335,16
2473700,madhya_pradesh,N,4,251,23.518100322709138,79.69677140239045,523
8012314,madhya_pradesh,N,4,27,23.10195718518518,77.86671962962963,29
9610931,madhya_pradesh,N,8,19,22.227044473684213,80.66723342105263,35
2498259,madhya_pradesh,N,3,54,24.291080296296293,75.84843333333333,137
5232328,madhya_pradesh,N,11,51,22.486955039215683,80.49855501960783,59
2498112,madhya_pradesh,N,3,325,23.822310624615355,77.37705717846156,5186
8214667,madhya_pradesh,N,2,1057,22.84452001513724,79.13604654588453,9585
5231283,madhya_pradesh,N,1,429,22.574165414918404,79.61928210256413,505
5739315,madhya_pradesh,N,10,1063,22.725264339604948,78.80564703951087,1609
2491521,madhya_pradesh,N,9,19,22.84587494736842,76.89312842105262,74
2498180,madhya_pradesh,N,3,143,24.387517251748264,77.3578203076924,1928
5232328,madhya_pradesh,N,9,35,22.3103132,79.95742514285718,36
2490244,madhya_pradesh,N,1,329,22.91201696960488,80.32553094832808,1428
2490955,madhya_pradesh,N,10,97,23.177013917525763,78.38078879381442,131
2498035,madhya_pradesh,N,3,670,23.400135997014903,77.68462807014934,31462
9326020,madhya_pradesh,N,1,1123,22.493122601068606,80.56220738201209,2516
2492846,madhya_pradesh,N,10,452,22.38205099115042,80.18009605752184,599
2473700,madhya_pradesh,N,6,300,23.844893936666665,80.21036561999999,731
2493062,madhya_pradesh,N,4,78,23.14544867948718,78.9906248205128,134
9561629,madhya_pradesh,N,2,132,23.646027022727278,79.67664378030298,1073
2494459,madhya_pradesh,N,1,136,23.16454545588236,79.25449475735296,873
5231283,madhya_pradesh,N,3,256,22.86094676562499,79.06730325390627,305
9610931,madhya_pradesh,N,3,351,22.25879104273503,80.7041459515668,679
2492605,madhya_pradesh,N,4,123,22.86040498373983,79.48374640650407,175
9613112,madhya_pradesh,N,1,91,23.018536879120873,78.19403739560438,463
7340331,madhya_pradesh,N,11,113,24.253720761061967,78.79004439823011,796
2498036,madhya_pradesh,N,2,145,23.57124060689655,79.0125735931034,7125
2478522,madhya_pradesh,N,10,37,22.41429632432433,80.59170118918921,46
2490246,madhya_pradesh,N,10,189,22.994061629629634,77.80288935978831,578
7340331,madhya_pradesh,N,12,224,24.542999142857152,78.22663078571429,3398
7341536,madhya_pradesh,N,11,228,23.142400763157887,79.06129899122804,284
2480717,madhya_pradesh,N,2,519,23.370404919075135,79.64505965125242,754
2478522,madhya_pradesh,N,2,196,22.42387362244896,80.19155080102033,216
2490955,madhya_pradesh,N,1,278,24.069870370503615,78.48051732733816,307
5228310,madhya_pradesh,N,2,8,22.484926749999996,80.01216875,8
2489160,madhya_pradesh,N,2,36,26.117061138888882,77.82919716666667,119
5788886,madhya_pradesh,N,3,593,23.063950188870123,79.62815411129849,800
2473700,madhya_pradesh,N,2,318,23.089734764150933,79.4753001383647,577
2480717,madhya_pradesh,N,9,42,23.702805690476183,79.4177289285714,71
2498255,madhya_pradesh,N,3,99,24.149405191919193,77.08176102020198,1101
2498035,madhya_pradesh,N,1,566,23.74576166254414,78.01759828621915,28099
2480509,madhya_pradesh,N,1,81,22.942448296296284,77.79450443209875,89
2490788,madhya_pradesh,N,12,64,22.895002875000014,79.29282962499998,116
2494459,madhya_pradesh,N,9,47,22.79958440425531,77.77742576595746,184
2480685,madhya_pradesh,N,3,88,23.31120126136364,79.18734588636363,96
2480696,madhya_pradesh,N,5,334,23.451478062874266,79.09956445808376,666
4408732,madhya_pradesh,N,12,393,22.990508664122135,77.97799308905854,614
2490955,madhya_pradesh,N,12,326,23.86728555521473,78.4331531748466,430
6101031,madhya_pradesh,N,10,465,22.215293150537605,80.53329026881671,1467
5229261,madhya_pradesh,N,1,294,24.600266017006824,78.22168563265295,462
5229261,madhya_pradesh,N,11,85,24.86425116470588,78.15374868235291,164
2498180,madhya_pradesh,N,1,383,23.020552939947827,78.89043847519554,10285
2480491,madhya_pradesh,N,12,77,23.418253506493514,78.80480755844154,87
2481909,madhya_pradesh,N,4,154,22.760247584415563,80.02523811688303,282
5231007,madhya_pradesh,N,12,44,22.74979295454546,79.98622761363636,45
2480637,madhya_pradesh,N,4,10,22.788413400000003,79.50968900000001,10
6101031,madhya_pradesh,N,11,482,22.213117251037303,80.55742522614068,1447
2480389,madhya_pradesh,N,11,119,24.23624692436978,79.83188191596639,307
7341522,madhya_pradesh,N,10,260,22.938475957692308,78.63800543461537,414
2490955,madhya_pradesh,N,11,135,23.537130881481488,79.1928228888889,163
5739357,madhya_pradesh,N,2,302,22.63401160927151,79.4335611953642,428
8028588,madhya_pradesh,N,2,288,26.103936069444455,77.70730083333336,926
2498112,madhya_pradesh,N,10,68,22.710740132352942,79.18299572058824,514
2494459,madhya_pradesh,N,12,188,23.614582026595734,79.13489226595738,863
2494459,madhya_pradesh,N,2,232,22.86208702155173,79.77033928879311,1159
2489214,madhya_pradesh,N,1,37,22.52942475675676,79.15445662162163,247
2493055,madhya_pradesh,N,2,65,22.35039955384616,80.57908503076924,68
2480513,madhya_pradesh,N,1,18,23.29079044444444,79.62580994444441,20
2490244,madhya_pradesh,N,12,245,22.518866216326522,80.21018768979572,1137
2492865,madhya_pradesh,N,3,26,23.360133192307693,79.26824415384615,32
9610931,madhya_pradesh,N,12,166,22.20048377108428,80.64814539156605,341
2494459,madhya_pradesh,N,11,81,24.201874888888888,77.7201047407407,260
2474968,madhya_pradesh,N,6,6,22.27093516666667,78.86503233333333,13
8214667,madhya_pradesh,N,1,654,22.868254227828682,79.06109895718639,6148
9561629,madhya_pradesh,N,12,91,24.297933439560452,79.93378212087913,327
2493019,madhya_pradesh,N,11,13,23.152948000000002,79.89757499999999,14
2481909,madhya_pradesh,N,5,18,22.773162666666668,79.608551,25
2480696,madhya_pradesh,N,9,175,23.75514876571429,78.0520291028571,782
5788886,madhya_pradesh,N,4,50,23.18575046000001,79.32779773999998,74
2480509,madhya_pradesh,N,4,5,22.8379854,77.46894619999999,5
2493091,madhya_pradesh,N,3,335,23.294713892537327,78.29453628059697,540
8214667,madhya_pradesh,N,3,351,23.38717936182337,78.20199632193727,3369
2490788,madhya_pradesh,N,1,107,22.973163252336438,79.69522013084115,189
5739357,madhya_pradesh,N,11,188,22.698780015957414,78.30529161170209,288
2480564,madhya_pradesh,N,12,27,25.42650151851851,78.50189629629631,30
2480717,madhya_pradesh,N,1,344,23.537646965116277,79.9046980988372,514
2490307,madhya_pradesh,N,11,142,22.91934696478874,77.18552848591548,273
9610931,madhya_pradesh,N,4,122,22.237234581967193,80.66809401639335,270
2492634,madhya_pradesh,N,11,633,23.054672541864146,78.68328474565573,1256
5788511,madhya_pradesh,N,4,7,22.151567142857143,80.66559285714285,9
4408732,madhya_pradesh,N,2,314,23.00415832484075,78.93328866878973,440
5231244,madhya_pradesh,N,12,53,24.753132075471694,78.12759435849054,71
2490244,madhya_pradesh,N,11,202,22.42701991584156,80.30499745544535,905
2498255,madhya_pradesh,N,12,125,23.106794512000008,77.64451996,1297
8012314,madhya_pradesh,N,3,112,23.775290517857126,78.20038778571428,124
2498180,madhya_pradesh,N,12,267,23.227720059925115,78.47230345692883,8612
5739359,madhya_pradesh,N,12,168,23.472759095238086,78.65109809523808,255
6101031,madhya_pradesh,N,9,133,22.172608481202996,80.60189521804516,262
2493967,madhya_pradesh,N,11,71,22.233615464788727,80.44760721126761,107
7341536,madhya_pradesh,N,1,411,23.066308498783464,79.3522490778589,499
5231904,madhya_pradesh,N,3,142,22.46362052112676,80.50629563380281,180
2480685,madhya_pradesh,N,1,138,23.180096615942038,77.64330144927534,171
2492865,madhya_pradesh,N,11,48,23.432954208333342,77.83058239583333,60
2480717,madhya_pradesh,N,4,252,23.496116559523806,80.29347256746027,382
8000602,madhya_pradesh,N,10,5,22.8198138,77.299101,17
2493062,madhya_pradesh,N,10,96,22.91312371874999,78.05717770833328,163
2490246,madhya_pradesh,N,9,30,23.30704096666667,77.5046258,136
2493967,madhya_pradesh,N,5,115,22.253459869565216,80.54346280869564,219
8028588,madhya_pradesh,N,1,151,26.21099319205301,78.0367851655629,333
5232328,madhya_pradesh,N,5,85,22.244895635294107,80.46491657647059,105
2480999,madhya_pradesh,N,12,11,26.67808190909091,78.03626954545456,13
2494459,madhya_pradesh,N,4,60,22.710580450000002,79.83618094999999,183
2490244,madhya_pradesh,N,10,31,22.741284516129035,80.41163864516133,81
5229132,madhya_pradesh,N,4,208,24.004614677884604,78.18648986538462,691
8028588,madhya_pradesh,N,3,81,25.816160024691357,77.48429050617284,192
5231007,madhya_pradesh,N,1,82,22.59237270731708,80.42890895121953,98
6101031,madhya_pradesh,N,1,519,22.331076614643475,80.6113789113677,1589
2473700,madhya_pradesh,N,10,154,23.297627214285686,80.21722341558443,292
2498112,madhya_pradesh,N,11,294,22.628233693877558,79.8137283809522,3218
2486813,madhya_pradesh,N,3,14,24.37082621428571,79.42785614285715,24
5231283,madhya_pradesh,N,12,224,22.95120789732144,79.75230982142857,263
5229132,madhya_pradesh,N,10,160,23.524550287500013,78.6821866375,458
2498036,madhya_pradesh,N,1,120,23.118040725000004,79.04987132499997,4542
9362027,madhya_pradesh,N,1,704,22.482985012783942,79.49998942329515,7194
7340331,madhya_pradesh,N,6,35,23.1531954,78.07514357142858,86
2490955,madhya_pradesh,N,2,344,23.882187093023273,78.58877989534881,406
7341536,madhya_pradesh,N,10,147,22.850477435374135,79.25375360544223,210
9761484,madhya_pradesh,N,3,18,22.75679616666667,76.10558888888887,36
2490307,madhya_pradesh,N,4,46,23.436783521739127,77.541491,84
9687165,madhya_pradesh,N,11,714,23.259812773109207,77.62747616386568,1692
5229132,madhya_pradesh,N,5,224,23.518473205357136,78.73627389285708,809
2480509,madhya_pradesh,N,10,22,22.829061045454544,77.92891704545453,24
2489160,madhya_pradesh,N,1,29,26.42229686206895,77.8893868965517,145
5229132,madhya_pradesh,N,8,111,22.690672999999983,78.40148887387389,302
2490955,madhya_pradesh,N,4,49,23.10966465306122,78.49196816326531,68
2493055,madhya_pradesh,N,3,58,22.989094017241378,80.48107325862067,78
8000602,madhya_pradesh,N,3,141,23.82096058865247,76.95693864539012,1142
2490264,madhya_pradesh,N,11,27,23.080354777777778,79.57315451851854,42
2489214,madhya_pradesh,N,3,41,22.550512609756098,79.54704753658535,634
5739357,madhya_pradesh,N,10,107,22.831343682242988,78.20191374766354,153
2493062,madhya_pradesh,N,12,380,23.09986385789474,79.07428580789468,671
2473700,madhya_pradesh,N,9,30,23.91873573333333,79.18205649999999,65
8012314,madhya_pradesh,N,10,82,23.020787841463413,78.17227401219509,98
2480564,madhya_pradesh,N,1,88,25.63525972727274,78.31790261363636,101
2486813,madhya_pradesh,N,11,17,23.214491,79.55830088235294,55
5232328,madhya_pradesh,N,1,100,22.126710329999984,80.46208569000005,129
2492634,madhya_pradesh,N,10,173,23.039120485549123,79.20543978034688,326
9566476,madhya_pradesh,N,12,47,23.225527617021275,77.61908048936172,186
9610931,madhya_pradesh,N,11,181,22.215173640883933,80.65047894475119,374
5232328,madhya_pradesh,N,10,116,22.213462474137916,80.47535384482765,140
2498036,madhya_pradesh,N,11,45,23.241789888888892,78.79883644444446,202
5232328,madhya_pradesh,N,3,236,22.35926215254237,80.18722255932201,270
2493062,madhya_pradesh,N,11,238,22.9997944579832,78.63831001680677,403
5232328,madhya_pradesh,N,4,49,22.24826399999999,80.64815704081632,69
2480717,madhya_pradesh,N,11,260,23.82742067692309,80.03848495000001,380
9610931,madhya_pradesh,N,1,112,22.64098992857141,80.7846366517857,246
5739357,madhya_pradesh,N,3,80,23.04019645,79.27932213749997,97
2486813,madhya_pradesh,N,12,69,24.19335113043478,79.94554386956524,202
5231244,madhya_pradesh,N,1,70,24.67363482857144,77.94094415714288,99
9761484,madhya_pradesh,N,5,7,22.535501285714282,78.52079928571428,8
9761484,madhya_pradesh,N,10,6,23.03053083333333,77.94361416666665,8
5739359,madhya_pradesh,N,1,84,23.45640636904762,78.61144663095234,123
2490955,madhya_pradesh,N,3,336,23.68098027678571,78.39846741369053,412
2493967,madhya_pradesh,N,10,69,22.189952710144933,80.5901171014493,111
2498261,madhya_pradesh,N,2,41,23.71755814634146,79.0303016097561,696
2493055,madhya_pradesh,N,11,10,23.004152100000002,79.833045,13
9362027,madhya_pradesh,N,10,72,22.827493597222233,79.7662001111111,626
2491521,madhya_pradesh,N,10,30,23.115040199999996,78.16638246666669,105
9362027,madhya_pradesh,N,3,322,23.136812298136633,78.49271286024836,2855
9687165,madhya_pradesh,N,9,54,23.287317518518513,78.760663,110
2497295,madhya_pradesh,N,1,8,23.085393625000002,78.86314624999999,16
6065824,madhya_pradesh,N,1,77,23.626226090909093,78.63882794805198,522
2475365,madhya_pradesh,N,9,37,22.80763578378379,76.72895416216217,64
2494459,madhya_pradesh,N,3,293,22.57612669965867,80.22505547781586,2768
5231245,madhya_pradesh,N,12,12,24.038176916666668,77.57378866666666,12
2490669,madhya_pradesh,N,5,13,25.929028384615382,77.76353923076924,22
2498259,madhya_pradesh,N,12,69,22.818116449275347,76.49323339130433,215
5231238,madhya_pradesh,N,12,9,26.607446111111113,78.00982,10
2480637,madhya_pradesh,N,12,33,23.853568151515148,78.17015754545453,33
2498259,madhya_pradesh,N,1,68,22.72993267647058,76.92654745588237,298
5229132,madhya_pradesh,N,6,178,23.678514185393247,79.09091057303364,450
5231244,madhya_pradesh,N,2,114,24.668422640350876,76.77603636842105,225
2495776,madhya_pradesh,N,2,80,22.5006398625,79.33319663750001,282
5229132,madhya_pradesh,N,9,191,22.73870502094239,78.5201889424083,680
9701857,madhya_pradesh,N,12,542,23.148655208487085,77.83943091512918,1366
2493137,madhya_pradesh,N,11,11,22.84047045454545,76.88096681818182,14
2480696,madhya_pradesh,N,8,63,23.517213285714284,77.79239682539682,354
5231007,madhya_pradesh,N,10,52,22.84163419230769,79.97420998076922,67
7340331,madhya_pradesh,N,5,20,22.9551145,78.05660580000001,138
2481207,madhya_pradesh,N,12,113,26.585226292035447,78.05698242477877,2151
2477342,madhya_pradesh,N,1,18,21.942235722222225,79.83794722222223,56
2480509,madhya_pradesh,N,3,61,23.281068639344248,77.59059667213116,70
2494459,madhya_pradesh,N,10,43,23.329229720930233,78.95570534883718,119
2490669,madhya_pradesh,N,11,15,24.92450939999999,78.85241186666667,17
2480491,madhya_pradesh,N,3,42,23.608104809523812,78.50242980952376,50
8000602,madhya_pradesh,N,11,26,23.02955161538462,78.0598946923077,88
2480637,madhya_pradesh,N,3,62,23.56228796774194,78.92171006451612,70
2490274,madhya_pradesh,N,1,205,23.24807734146341,78.62120696097563,334
9326020,madhya_pradesh,N,9,142,22.31341187323945,80.53985580281692,316
9561629,madhya_pradesh,N,3,99,24.53420581818184,78.95577695959595,496
2480637,madhya_pradesh,N,2,90,23.166340977777786,78.53621497777776,98
2480495,madhya_pradesh,N,10,24,22.866670499999998,77.020345625,37
5231238,madhya_pradesh,N,3,30,24.73169686666666,75.77190906666668,43
2480509,madhya_pradesh,N,11,33,23.135013272727274,77.68382139393938,34
2480513,madhya_pradesh,N,3,10,22.683680099999997,80.2508546,11
2493137,madhya_pradesh,N,1,19,23.165460157894742,79.07789294736844,22
2478522,madhya_pradesh,N,3,109,22.609749458715605,80.04674475229353,125
9610931,madhya_pradesh,N,9,33,22.155731272727277,80.65803287878789,58
5231238,madhya_pradesh,N,2,36,24.785331999999997,75.76828147222224,56
2481207,madhya_pradesh,N,1,180,26.038030827777817,78.02218905555557,5266
9687165,madhya_pradesh,N,4,77,23.356174675324674,77.66165744155848,190
2480491,madhya_pradesh,N,2,58,22.85765768965517,78.70821870689655,63
2481828,madhya_pradesh,N,2,11,23.048370363636362,78.26048736363637,35
2478522,madhya_pradesh,N,11,47,22.486378914893624,80.65052629787236,55
2478522,madhya_pradesh,N,12,38,22.435633342105266,80.26963131578948,46
9566476,madhya_pradesh,N,1,27,22.791524222222225,77.95923566666667,74
5232328,madhya_pradesh,N,8,8,22.140303249999995,80.658858125,10
2481909,madhya_pradesh,N,11,220,22.97671980909091,79.84468756818171,654
2490317,madhya_pradesh,N,10,37,22.319958891891883,80.7049912702703,37
8000602,madhya_pradesh,N,12,132,23.073575378787886,77.20939841666663,1059
2480717,madhya_pradesh,N,10,125,23.327991951999998,80.12270479199998,180
2490274,madhya_pradesh,N,3,106,23.771914518867913,77.600121245283,245
5788886,madhya_pradesh,N,10,189,22.718851423280423,79.8435137354497,255
2480696,madhya_pradesh,N,10,230,23.678023260869573,78.57529652173916,755
2490246,madhya_pradesh,N,4,90,22.95229124444446,78.24141690000003,298
2480696,madhya_pradesh,N,7,88,23.17988220454546,76.90254673863636,161
2490669,madhya_pradesh,N,1,27,25.908821666666658,77.98463455555556,56
2490307,madhya_pradesh,N,3,202,23.692697445544564,77.29627861386135,373
2486789,madhya_pradesh,N,2,120,22.445016008333326,80.02079884999995,140
9701857,madhya_pradesh,N,9,34,22.623335117647066,77.5847033529412,72
7340331,madhya_pradesh,N,1,231,24.25397134199137,78.39604375757567,2693
5788511,madhya_pradesh,N,3,22,22.236047090909096,80.74285454545455,27
2473700,madhya_pradesh,N,11,147,23.26078721088433,80.16706733333338,275
2490274,madhya_pradesh,N,12,270,23.72899951851852,79.06538763333337,702
2480998,madhya_pradesh,N,5,19,22.579382999999996,78.72550178947367,43
2498255,madhya_pradesh,N,1,176,23.066401482954547,77.78051259090905,1333
2490681,madhya_pradesh,N,12,37,23.758586891891888,77.76583991891893,218
4408732,madhya_pradesh,N,10,99,23.047337565656562,78.02170674747474,198
