district,town_name,display_name,year,census_count,first_census,No_HH,TOT_P,TOT_M,TOT_F,P_06,P_SC,P_ST,P_LIT,TOT_WORK_P,MAINWORK_P,MARGWORK_P,NON_WORK_P,literacy_rate,workforce_rate,dependency_ratio,child_ratio,sc_st_share,household_size,sex_ratio
Dhule,akkalkuwa,Akkalkuwa (Ct),2013,1,1991,1183.0,7711.0,4464.0,3247.0,1360.0,612.0,955.0,4846.0,1932.0,1821.0,111.0,5668.0,0.6284528595512904,0.2505511606795487,2.9337474120082816,0.17637141745558294,0.20321618467124886,6.518174133558749,0.7273745519713262
Dhule,dhule,Dhule (M),2013,3,1991,74217.4,382319.8,196580.8,185739.0,44367.4,29746.0,15550.0,298361.0,117433.6,108996.0,8437.6,264886.2,0.7803964115905062,0.30716065450965396,2.2556253065562157,0.1160478740572683,0.11847673073693803,5.151349952975987,0.9448481235196927
Dhule,dondaicha,Dondaicha (M),2013,1,1991,5949.0,33641.0,17380.0,16261.0,5903.0,2314.0,4450.0,18684.0,10479.0,10058.0,421.0,22741.0,0.5553937160013079,0.3114949020540412,2.1701498234564367,0.17547040813293302,0.2010641776403793,5.654899983190452,0.9356156501726122
Dhule,nandurbar,Nandurbar (M),2013,1,1991,12977.0,78378.0,40808.0,37570.0,12393.0,5869.0,7665.0,50298.0,20366.0,19675.0,691.0,57321.0,0.6417362014851106,0.25984332338156113,2.814543847589119,0.15811834953685983,0.17267600602209804,6.039762657008554,0.9206528131738875
Dhule,nawapur,Nawapur (M),2013,1,1991,4223.0,23958.0,12353.0,11605.0,4110.0,1217.0,6677.0,13676.0,6959.0,6777.0,182.0,16817.0,0.5708322898405543,0.2904666499707822,2.4165828423624083,0.17155021287252692,0.32949327990650307,5.673218091404215,0.9394479073909172
Dhule,shahade,Shahade (M),2013,1,1991,5293.0,31890.0,16460.0,15430.0,5842.0,2094.0,3243.0,18860.0,8699.0,8671.0,28.0,23163.0,0.5914079648792725,0.27278143618689243,2.6627198528566502,0.18319222326748197,0.1673565380997178,6.024938598148498,0.9374240583232077
Dhule,shirpur,Shirpur (M),2013,1,1991,7532.0,44246.0,22888.0,21358.0,7726.0,3282.0,2711.0,25703.0,13367.0,12937.0,430.0,30449.0,0.5809112688152601,0.302106405098766,2.2779232438093815,0.17461465443203905,0.13544727206979162,5.874402549123738,0.9331527437958755
Dhule,talode,Talode (M),2013,1,1991,3876.0,21700.0,11066.0,10634.0,3582.0,1161.0,5381.0,11650.0,7163.0,6868.0,295.0,14242.0,0.5368663594470046,0.3300921658986175,1.9882730699427613,0.16506912442396313,0.3014746543778802,5.598555211558308,0.9609615037050425
Jalgaon,amalner,Amalner (M),2013,3,1991,20259.6,96894.8,49978.6,46916.2,9972.4,7249.0,6400.2,74542.4,34051.2,27784.4,6266.8,62843.6,0.7693126978950366,0.3514244314452375,1.8455619772577767,0.10291986773284015,0.1408661765130843,4.782661059448361,0.9387257746315423
Jalgaon,bhusawal,Bhusawal (M),2013,3,1991,39750.2,190430.8,97534.8,92896.0,19654.4,31122.800000000003,6303.2,151313.4,55796.6,48329.2,7467.4,134634.2,0.794584699533899,0.2930019723700158,2.4129463085564358,0.103210194989466,0.19653333389346683,4.790687845595746,0.9524395395284555
Jalgaon,chalisgaon,Chalisgaon (M),2013,3,1991,20570.4,98839.2,51358.6,47480.6,10919.4,10353.6,3622.6,75957.8,32204.4,27931.6,4272.8,66634.8,0.7684987332961012,0.3258261904183765,2.069120989678429,0.11047641016924459,0.14140341079247912,4.804923579512309,0.9244917112226579
Jalgaon,chopda,Chopda (M),2013,3,1991,14403.8,75166.6,38799.4,36367.2,9039.0,5808.2,6225.4,56031.6,24586.2,20220.6,4365.6,50580.4,0.745432146724742,0.3270894253564748,2.057267898251865,0.12025287827306276,0.16009238145665758,5.218525666837919,0.9373134636102619
Jalgaon,dharangaon,Dharangaon (M),2013,3,1991,6908.0,35725.0,18398.2,17326.8,4350.6,2012.8,1809.8,25498.2,13356.0,11886.4,1469.6,22369.0,0.7137354793561932,0.37385584324702587,1.674827792752321,0.12178026592022394,0.10700069979006298,5.1715402431962945,0.9417660423302279
Jalgaon,erandol,Erandol (M),2013,2,1991,6366.2,31405.1,16170.4,15234.7,3848.9,1764.1,1791.9,21352.2,11868.9,10469.4,1399.5,19543.6,0.679895940468268,0.3779290624771136,1.646622686179848,0.12255652744299493,0.11323001678071397,4.9330998083629165,0.9421350121209123
Jalgaon,faizpur,Faizpur (M),2013,3,1991,5774.0,27183.6,13945.6,13238.0,3470.6,1861.8000000000002,2279.8,20421.4,8393.6,7236.8,1156.8,18790.0,0.7512397180653042,0.3087744080990009,2.238610369805566,0.12767256728321488,0.1523565679306641,4.707932109456182,0.9492599816429554
Jalgaon,fekari,Fekari (Ct),2013,1,1991,991.0,4531.0,2463.0,2068.0,669.0,595.0,105.0,2906.0,1228.0,1220.0,8.0,3295.0,0.6413595232840432,0.2710218494813507,2.683224755700326,0.14764952549106158,0.15449128227764292,4.5721493440968715,0.8396264717823793
Jalgaon,jalgaon,Jalgaon (M),2013,3,1991,104436.6,478550.0,250008.8,228541.2,53574.4,35467.2,25889.6,371188.6,156071.4,144108.6,11962.8,322478.6,0.775652700867203,0.3261339462961028,2.0662248176155273,0.11195152021732317,0.1282139797304357,4.582205855035495,0.9141326225316869
Jalgaon,kandari,Kandari (Ct),2013,3,1991,3633.6,16585.2,8677.0,7908.2,1869.8,4139.4,1456.6,13170.8,5764.6,4813.4,951.2,10820.6,0.7941297060029423,0.3475749463376987,1.877077334073483,0.11273906856715625,0.3374092564455056,4.56439894319683,0.9113979485997464
Jalgaon,nimbhore bk.,Nimbhore Bk. (Ct),2013,1,1991,1862.0,8714.0,4587.0,4127.0,1606.0,1692.0,507.0,5956.0,2138.0,2138.0,0.0,6576.0,0.6834978196006426,0.24535230663300436,3.0757717492984096,0.18430112462703696,0.2523525361487262,4.679914070891514,0.8997165903640724
Jalgaon,pachora,Pachora (M),2013,3,1991,13139.6,62464.2,32447.4,30016.8,7489.4,6283.4,2194.6,45433.8,20914.6,17249.2,3665.4,41549.6,0.7273574303360966,0.3348253879822362,1.9866313484360207,0.11989907819198838,0.1357257437059948,4.753889007275716,0.9250910704709776
Jalgaon,parola,Parola (M),2013,3,1991,7541.2,38239.4,19859.6,18379.8,4332.2,2247.8,820.8,29086.4,13238.0,11723.8,1514.1999999999998,25001.4,0.7606395497837309,0.3461874401795007,1.8886085511406558,0.11329152654068839,0.08024707500640701,5.070731448575824,0.925486918165522
Jalgaon,raver,Raver (M),2013,3,1991,5063.2,27248.2,13926.2,13322.0,3592.0,2133.8,279.0,19153.6,8572.2,7816.8,755.4,18676.0,0.7029308357983279,0.3145969275034681,2.178670586313898,0.13182522148251993,0.08854896837222276,5.381616369094644,0.9566141517427582
Jalgaon,savda,Savda (M),2013,3,1991,4472.8,20834.4,10765.2,10069.2,2613.2,2154.2,999.8,15186.0,6757.8,6431.8,326.0,14076.6,0.7288906807971431,0.32435779288100447,2.0830151824558287,0.1254271781284798,0.15138424912644471,4.658021820783402,0.9353472299632148
