district,town_name,display_name,year,census_count,first_census,No_HH,TOT_P,TOT_M,TOT_F,P_06,P_SC,P_ST,P_LIT,TOT_WORK_P,MAINWORK_P,MARGWORK_P,NON_WORK_P,literacy_rate,workforce_rate,dependency_ratio,child_ratio,sc_st_share,household_size,sex_ratio
Dhule,akkalkuwa,Akkalkuwa (Ct),2021,1,1991,1183.0,7711.0,4464.0,3247.0,1360.0,612.0,955.0,4846.0,1932.0,1821.0,111.0,5668.0,0.6284528595512904,0.2505511606795487,2.9337474120082816,0.17637141745558294,0.20321618467124886,6.518174133558749,0.7273745519713262
Dhule,dhule,Dhule (M),2021,3,1991,82783.0,409363.0,209120.0,200243.0,42493.0,31750.0,16802.0,329529.0,131468.0,123492.0,7976.0,277895.0,0.8049799322361816,0.321152620046267,2.1137843429579823,0.1038027374237535,0.11860378197345632,4.945012864960197,0.9575506885998469
Dhule,dondaicha,Dondaicha (M),2021,1,1991,5949.0,33641.0,17380.0,16261.0,5903.0,2314.0,4450.0,18684.0,10479.0,10058.0,421.0,22741.0,0.5553937160013079,0.3114949020540412,2.1701498234564367,0.17547040813293302,0.2010641776403793,5.654899983190452,0.9356156501726122
Dhule,nandurbar,Nandurbar (M),2021,1,1991,12977.0,78378.0,40808.0,37570.0,12393.0,5869.0,7665.0,50298.0,20366.0,19675.0,691.0,57321.0,0.6417362014851106,0.25984332338156113,2.814543847589119,0.15811834953685983,0.17267600602209804,6.039762657008554,0.9206528131738875
Dhule,nawapur,Nawapur (M),2021,1,1991,4223.0,23958.0,12353.0,11605.0,4110.0,1217.0,6677.0,13676.0,6959.0,6777.0,182.0,16817.0,0.5708322898405543,0.2904666499707822,2.4165828423624083,0.17155021287252692,0.32949327990650307,5.673218091404215,0.9394479073909172
Dhule,shahade,Shahade (M),2021,1,1991,5293.0,31890.0,16460.0,15430.0,5842.0,2094.0,3243.0,18860.0,8699.0,8671.0,28.0,23163.0,0.5914079648792725,0.27278143618689243,2.6627198528566502,0.18319222326748197,0.1673565380997178,6.024938598148498,0.9374240583232077
Dhule,shirpur,Shirpur (M),2021,1,1991,7532.0,44246.0,22888.0,21358.0,7726.0,3282.0,2711.0,25703.0,13367.0,12937.0,430.0,30449.0,0.5809112688152601,0.302106405098766,2.2779232438093815,0.17461465443203905,0.13544727206979162,5.874402549123738,0.9331527437958755
Dhule,talode,Talode (M),2021,1,1991,3876.0,21700.0,11066.0,10634.0,3582.0,1161.0,5381.0,11650.0,7163.0,6868.0,295.0,14242.0,0.5368663594470046,0.3300921658986175,1.9882730699427613,0.16506912442396313,0.3014746543778802,5.598555211558308,0.9609615037050425
Jalgaon,amalner,Amalner (M),2021,3,1991,22330.0,100498.0,51637.0,48861.0,9150.0,7265.0,7457.0,80256.0,38980.0,31162.0,7818.0,61518.0,0.7985830563792314,0.3878684152918466,1.5781939456131349,0.09104658799180083,0.14649047742243626,4.5005821764442455,0.9462400991537077
Jalgaon,bhusawal,Bhusawal (M),2021,3,1991,44079.0,202470.0,103086.0,99384.0,19072.0,41446.0,7016.0,164019.0,62523.0,52522.0,10001.0,139947.0,0.8100903837605571,0.3088013038968736,2.238328295187371,0.09419667111176964,0.23935397836716552,4.593343769141768,0.964088237005995
Jalgaon,chalisgaon,Chalisgaon (M),2021,3,1991,23092.0,103992.0,53845.0,50147.0,10249.0,11084.0,4241.0,82781.0,35674.0,31166.0,4508.0,68318.0,0.7960323871067005,0.34304561889376106,1.9150641924090375,0.09855565812754827,0.14736710516193555,4.503377793175126,0.9313213854582598
Jalgaon,chopda,Chopda (M),2021,3,1991,16759.0,84701.0,43593.0,41108.0,9391.0,7285.0,7735.0,66702.0,27995.0,23039.0,4956.0,56706.0,0.787499557266148,0.3305155783284731,2.0255759957135204,0.11087236278202146,0.1773296655293326,5.054060504803389,0.9429954350469112
Jalgaon,dharangaon,Dharangaon (M),2021,3,1991,7528.0,37125.0,19147.0,17978.0,4105.0,2160.0,2069.0,27919.0,14580.0,13156.0,1424.0,22545.0,0.752026936026936,0.3927272727272727,1.5462962962962963,0.11057239057239057,0.11391245791245791,4.931588735387885,0.9389460489893978
Jalgaon,erandol,Erandol (M),2021,2,1991,6891.0,32741.5,16852.0,15889.5,3580.5,1840.5,1907.5,23485.0,12524.5,10643.0,1881.5,20254.0,0.717285402318159,0.38252676267122765,1.61715038524492,0.10935662691080128,0.11447245850067957,4.751342330576114,0.9428851174934726
Jalgaon,faizpur,Faizpur (M),2021,3,1991,6686.0,29510.0,15036.0,14474.0,3685.0,2497.0,2979.0,22391.0,9068.0,7756.0,1312.0,20442.0,0.758759742460183,0.3072856658759742,2.254300838112042,0.1248729244323958,0.18556421552016267,4.413700269219264,0.9626230380420324
Jalgaon,fekari,Fekari (Ct),2021,1,1991,991.0,4531.0,2463.0,2068.0,669.0,595.0,105.0,2906.0,1228.0,1220.0,8.0,3295.0,0.6413595232840432,0.2710218494813507,2.683224755700326,0.14764952549106158,0.15449128227764292,4.5721493440968715,0.8396264717823793
