district,norm_name,display_name,No_HH_1991,TOT_P_1991,TOT_M_1991,TOT_F_1991,P_06_1991,P_SC_1991,P_ST_1991,P_LIT_1991,TOT_WORK_P_1991,MAINWORK_P_1991,MARGWORK_P_1991,NON_WORK_P_1991,first_census,census_count,census_years_str,No_HH_2001,TOT_P_2001,TOT_M_2001,TOT_F_2001,P_06_2001,P_SC_2001,P_ST_2001,P_LIT_2001,TOT_WORK_P_2001,MAINWORK_P_2001,MARGWORK_P_2001,NON_WORK_P_2001,No_HH_2011,TOT_P_2011,TOT_M_2011,TOT_F_2011,P_06_2011,P_SC_2011,P_ST_2011,P_LIT_2011,TOT_WORK_P_2011,MAINWORK_P_2011,MARGWORK_P_2011,NON_WORK_P_2011
Nagpur,kamptee,Kamptee (Cantt.),12210.0,78612.0,40153.0,38459.0,13059.0,22639.0,2165.0,51465.0,21746.0,20270.0,1476.0,55390.0,1991,6,"1991,1991,2001,2001,2011,2011",2338.0,13125.0,8333.0,4792.0,1417.0,1752.0,456.0,10673.0,6332.0,5203.0,1129.0,6793.0,2276.0,12457.0,8039.0,4418.0,1259.0,1588.0,170.0,10579.0,6272.0,5852.0,420.0,6185.0
Nagpur,kandri,Kandri (Ct),1093.0,4763.0,2468.0,2295.0,775.0,540.0,2039.0,2630.0,1716.0,1678.0,38.0,3009.0,1991,5,"1991,2001,2001,2011,2011",1165.0,5295.0,2683.0,2612.0,696.0,827.0,2272.0,3565.0,1670.0,1431.0,239.0,3625.0,1152.0,5099.0,2516.0,2583.0,486.0,817.0,2313.0,3678.0,2082.0,1150.0,932.0,3017.0
Nagpur,kanhan (pipri),Kanhan (Pipri) (Ct),4109.0,18693.0,9679.0,9014.0,3615.0,6120.0,1412.0,11167.0,4880.0,4637.0,243.0,13570.0,1991,3,"1991,2001,2011",4347.0,21842.0,11167.0,10675.0,2675.0,6946.0,1223.0,15936.0,6157.0,4539.0,1618.0,15685.0,4778.0,22945.0,11669.0,11276.0,2568.0,7765.0,901.0,17144.0,7853.0,6586.0,1267.0,15092.0
Nagpur,katol,Katol (M),5403.0,27332.0,14293.0,13039.0,3873.0,3886.0,3057.0,19073.0,8527.0,8287.0,240.0,18565.0,1991,3,"1991,2001,2011",7705.0,37435.0,19304.0,18131.0,4442.0,5565.0,3440.0,28793.0,12795.0,11515.0,1280.0,24640.0,9866.0,43267.0,22064.0,21203.0,4174.0,6086.0,3425.0,35231.0,14919.0,14012.0,907.0,28348.0
Nagpur,khapa,Khapa (M),2577.0,14278.0,7256.0,7022.0,2070.0,1684.0,4984.0,9113.0,4847.0,4286.0,561.0,8870.0,1991,3,"1991,2001,2011",2974.0,14972.0,7599.0,7373.0,1868.0,1720.0,4460.0,10801.0,5290.0,3738.0,1552.0,9682.0,3202.0,14659.0,7449.0,7210.0,1551.0,1762.0,3158.0,11133.0,5826.0,4741.0,1085.0,8833.0
Nagpur,koradi,Koradi (Ct),699.0,2462.0,1271.0,1191.0,463.0,922.0,70.0,1237.0,1236.0,1231.0,5.0,1221.0,1991,2,"1991,2011",,,,,,,,,,,,,1419.0,6321.0,3265.0,3056.0,662.0,1049.0,197.0,5097.0,2086.0,1799.0,287.0,4235.0
Nagpur,mahadula,Mahadula (Ct),4118.0,17145.0,8888.0,8257.0,3316.0,4220.0,905.0,10468.0,5237.0,5175.0,62.0,11846.0,1991,3,"1991,2001,2011",3973.0,18252.0,9432.0,8820.0,2231.0,5038.0,558.0,13829.0,5580.0,4990.0,590.0,12672.0,5026.0,21481.0,11145.0,10336.0,2264.0,7143.0,985.0,16718.0,7976.0,6886.0,1090.0,13505.0
Nagpur,mohpa,Mohpa (M),1388.0,6793.0,3450.0,3343.0,1018.0,777.0,227.0,4326.0,2313.0,1683.0,630.0,3850.0,1991,3,"1991,2001,2011",1541.0,7068.0,3583.0,3485.0,780.0,801.0,130.0,5194.0,3191.0,2293.0,898.0,3877.0,1637.0,6987.0,3520.0,3467.0,615.0,744.0,142.0,5625.0,2769.0,2365.0,404.0,4218.0
Nagpur,mowad,Mowad (M),1640.0,7854.0,4011.0,3843.0,1120.0,566.0,1562.0,5060.0,3075.0,2537.0,538.0,4241.0,1991,3,"1991,2001,2011",1823.0,8737.0,4489.0,4248.0,1081.0,523.0,1276.0,6404.0,3842.0,3171.0,671.0,4895.0,2021.0,8777.0,4444.0,4333.0,923.0,620.0,1031.0,6928.0,3744.0,3458.0,286.0,5033.0
Nagpur,nagpur,Nagpur (M.Corp.),314091.0,1624752.0,846992.0,777760.0,240980.0,315640.0,180885.0,1134481.0,454953.0,445514.0,9439.0,1160360.0,1991,3,"1991,2001,2011",409945.0,2052066.0,1059765.0,992301.0,249827.0,343031.0,181975.0,1609126.0,627481.0,568283.0,59198.0,1424585.0,527634.0,2405665.0,1225405.0,1180260.0,247078.0,475425.0,185281.0,1984123.0,843771.0,779259.0,64512.0,1561894.0
Nagpur,narkhed,Narkhed (M),3767.0,19423.0,10021.0,9402.0,3144.0,3252.0,1260.0,12000.0,6867.0,6214.0,653.0,11903.0,1991,3,"1991,2001,2011",4200.0,21537.0,11060.0,10477.0,2652.0,3439.0,1504.0,15460.0,8196.0,6608.0,1588.0,13341.0,4739.0,21127.0,10807.0,10320.0,2029.0,3210.0,1627.0,16792.0,8572.0,7280.0,1292.0,12555.0
Nagpur,ramtek,Ramtek (M),4011.0,20072.0,10436.0,9636.0,3258.0,2824.0,1863.0,13054.0,6287.0,5555.0,732.0,13053.0,1991,3,"1991,2001,2011",4601.0,22516.0,11554.0,10962.0,2827.0,3132.0,1684.0,16769.0,7521.0,6451.0,1070.0,14995.0,4929.0,22310.0,11321.0,10989.0,2193.0,3040.0,1387.0,18010.0,8433.0,7196.0,1237.0,13877.0
Nagpur,savner,Savner (M),3845.0,19768.0,10383.0,9385.0,3117.0,2596.0,1493.0,13139.0,6768.0,6421.0,347.0,12653.0,1991,3,"1991,2001,2011",5627.0,26712.0,13766.0,12946.0,3932.0,3305.0,1442.0,19346.0,8775.0,7392.0,1383.0,17937.0,7423.0,32498.0,16570.0,15928.0,3343.0,4342.0,1555.0,26102.0,11326.0,10243.0,1083.0,21172.0
Nagpur,sillewada,Sillewada (Ct),1807.0,9682.0,5224.0,4458.0,1941.0,2685.0,665.0,5218.0,2578.0,2497.0,81.0,7023.0,1991,3,"1991,2001,2011",1573.0,8503.0,4530.0,3973.0,1054.0,2063.0,495.0,6315.0,2180.0,1979.0,201.0,6323.0,1457.0,7290.0,3867.0,3423.0,783.0,1828.0,392.0,5473.0,2420.0,2011.0,409.0,4870.0
Nagpur,tekadi,Tekadi (Ct),3815.0,17612.0,9647.0,7965.0,3671.0,2629.0,1234.0,9319.0,4596.0,4048.0,548.0,12468.0,1991,3,"1991,2001,2011",3166.0,17180.0,9144.0,8036.0,2018.0,2008.0,971.0,12641.0,4320.0,3768.0,552.0,12860.0,2498.0,13741.0,7077.0,6664.0,1536.0,1859.0,862.0,10239.0,4075.0,3182.0,893.0,9666.0
Nagpur,totaladoh,Totaladoh (Ct),1409.0,5658.0,2968.0,2690.0,1205.0,1146.0,868.0,3256.0,1674.0,1647.0,27.0,3957.0,1991,2,"1991,2001",530.0,2336.0,1188.0,1148.0,286.0,427.0,464.0,1509.0,721.0,614.0,107.0,1615.0,,,,,,,,,,,,
Nagpur,umred,Umred (M),8510.0,43578.0,22645.0,20933.0,6412.0,5702.0,9457.0,28335.0,13588.0,11795.0,1793.0,28197.0,1991,3,"1991,2001,2011",10046.0,49577.0,25454.0,24123.0,6100.0,7001.0,8506.0,36775.0,17786.0,14155.0,3631.0,31791.0,12277.0,53971.0,27456.0,26515.0,5538.0,8034.0,7723.0,42679.0,19943.0,17236.0,2707.0,34028.0
Nagpur,wadi,Wadi (Ct),5167.0,21878.0,11759.0,10119.0,4161.0,6178.0,1728.0,14345.0,6605.0,6455.0,150.0,15123.0,1991,3,"1991,2001,2011",9394.0,40418.0,21607.0,18811.0,5884.0,11435.0,1879.0,31424.0,12555.0,11578.0,977.0,27863.0,12842.0,54048.0,28143.0,25905.0,6398.0,14658.0,2232.0,44188.0,18728.0,16574.0,2154.0,35320.0
Nagpur,walani,Walani (Ct),2164.0,11230.0,6095.0,5135.0,2475.0,2719.0,601.0,6023.0,2890.0,2831.0,59.0,8281.0,1991,3,"1991,2001,2011",1963.0,10716.0,5644.0,5072.0,1402.0,2579.0,575.0,8011.0,2638.0,2343.0,295.0,8078.0,1762.0,9393.0,4939.0,4454.0,1039.0,2419.0,422.0,7269.0,2840.0,2590.0,250.0,6553.0
Bhandara,bhandara,Bhandara (M),13931.0,71813.0,37034.0,34779.0,10656.0,11598.0,7425.0,51783.0,20124.0,19338.0,786.0,50903.0,1991,3,"1991,2001,2011",17380.0,85213.0,43553.0,41660.0,9992.0,13814.0,7679.0,68031.0,25511.0,22315.0,3196.0,59702.0,20429.0,91845.0,46409.0,45436.0,8783.0,15072.0,4707.0,76378.0,30067.0,26278.0,3789.0,61778.0
Bhandara,chikhala,Chikhala (Ct),1248.0,4168.0,2107.0,2061.0,565.0,794.0,869.0,2220.0,1551.0,1484.0,67.0,2550.0,1991,2,"1991,2011",,,,,,,,,,,,,1004.0,4352.0,2147.0,2205.0,436.0,757.0,776.0,3120.0,1707.0,1232.0,475.0,2645.0
Bhandara,gondiya,Gondiya (M),20387.0,109470.0,56202.0,53268.0,15222.0,20712.0,5795.0,78436.0,31904.0,31302.0,602.0,76964.0,1991,1,1991,,,,,,,,,,,,,,,,,,,,,,,,
Bhandara,pauni,Pauni (M),4006.0,20182.0,10303.0,9879.0,2841.0,3897.0,2802.0,12691.0,6215.0,5479.0,736.0,13231.0,1991,3,"1991,2001,2011",4585.0,22587.0,11497.0,11090.0,2951.0,4032.0,2148.0,15991.0,8359.0,5799.0,2560.0,14228.0,5213.0,22821.0,11514.0,11307.0,2285.0,3674.0,907.0,17675.0,9228.0,6090.0,3138.0,13593.0
Bhandara,sitasawangi,Sitasawangi (Ct),742.0,3322.0,1744.0,1578.0,555.0,460.0,1042.0,1471.0,921.0,582.0,339.0,2062.0,1991,1,1991,,,,,,,,,,,,,,,,,,,,,,,,
Bhandara,tirora,Tirora (M),3904.0,20509.0,10344.0,10165.0,3074.0,4718.0,1773.0,13533.0,7472.0,7170.0,302.0,12735.0,1991,1,1991,,,,,,,,,,,,,,,,,,,,,,,,
Bhandara,tumsar,Tumsar (M),10358.0,38519.0,19516.0,19003.0,5488.0,6518.0,1405.0,27099.0,12430.0,11757.0,673.0,25416.0,1991,3,"1991,2001,2011",8462.0,42021.0,21250.0,20771.0,4829.0,6908.0,1718.0,33007.0,13561.0,11602.0,1959.0,28460.0,10057.0,44869.0,22568.0,22301.0,4226.0,7064.0,1023.0,37183.0,15054.0,12741.0,2313.0,29815.0
Bhandara,warthi,Warthi (Ct),1727.0,7911.0,4112.0,3799.0,1383.0,2614.0,236.0,5087.0,2837.0,2775.0,62.0,5012.0,1991,2,"1991,2011",,,,,,,,,,,,,3065.0,13058.0,6629.0,6429.0,1443.0,3665.0,265.0,10541.0,4424.0,3486.0,938.0,8634.0
Chandrapur,ballarpur,Ballarpur (M),16503.0,83511.0,43735.0,39776.0,13357.0,22535.0,6560.0,51854.0,21326.0,20515.0,811.0,61374.0,1991,3,"1991,2001,2011",18327.0,89995.0,46575.0,43420.0,10755.0,22523.0,6573.0,65684.0,24490.0,21877.0,2613.0,65505.0,19596.0,89452.0,45877.0,43575.0,9016.0,26026.0,6497.0,70118.0,28339.0,24642.0,3697.0,61113.0
Chandrapur,bhadravati,Bhadravati (Ct),5922.0,27408.0,14217.0,13191.0,4115.0,4434.0,4504.0,18208.0,7660.0,7335.0,325.0,19423.0,1991,3,"1991,2001,2011",12469.0,56903.0,29812.0,27091.0,5819.0,11592.0,4471.0,44718.0,17295.0,15493.0,1802.0,39608.0,14617.0,60565.0,31451.0,29114.0,6211.0,11716.0,5033.0,48519.0,20210.0,17633.0,2577.0,40355.0
Chandrapur,brahmapuri,Brahmapuri (M),6224.0,26631.0,14222.0,12409.0,3819.0,5841.0,2438.0,18488.0,8361.0,7437.0,924.0,17346.0,1991,3,"1991,2001,2011",6831.0,31207.0,15957.0,15250.0,3791.0,6198.0,2471.0,23576.0,10588.0,7966.0,2622.0,20619.0,8575.0,36025.0,18052.0,17973.0,3283.0,7659.0,2276.0,29367.0,13591.0,10587.0,3004.0,22434.0
Chandrapur,chandrapur,Chandrapur (M),50388.0,226105.0,119407.0,106698.0,37313.0,42249.0,22151.0,145154.0,64188.0,62988.0,1200.0,160717.0,1991,3,"1991,2001,2011",63021.0,289450.0,151202.0,138248.0,36738.0,47865.0,25565.0,215824.0,88874.0,78252.0,10622.0,200576.0,74276.0,320379.0,164085.0,156294.0,31345.0,61164.0,25794.0,258463.0,105327.0,92286.0,13041.0,215052.0
Chandrapur,ghugus,Ghugus (Ct),12121.0,54567.0,28961.0,25606.0,8988.0,13149.0,5262.0,31974.0,16742.0,16122.0,620.0,37205.0,1991,3,"1991,2001,2011",6467.0,29945.0,15658.0,14287.0,4021.0,6378.0,1529.0,21669.0,8654.0,7403.0,1251.0,21291.0,7438.0,32654.0,16980.0,15674.0,3381.0,8741.0,1645.0,25285.0,10497.0,9318.0,1179.0,22157.0
Chandrapur,mul,Mul (M),3971.0,18008.0,9109.0,8899.0,2493.0,2730.0,1796.0,10603.0,6780.0,6396.0,384.0,10844.0,1991,3,"1991,2001,2011",4806.0,22330.0,11366.0,10964.0,2964.0,2160.0,1849.0,14806.0,8263.0,5118.0,3145.0,14067.0,6090.0,25449.0,12764.0,12685.0,2600.0,4206.0,2315.0,18763.0,9741.0,7153.0,2588.0,15708.0
Chandrapur,nakoda,Nakoda (Ct),6017.0,26921.0,13804.0,13117.0,4420.0,6469.0,1844.0,15254.0,9152.0,8729.0,423.0,17346.0,1991,3,"1991,2001,2011",1348.0,6002.0,3183.0,2819.0,659.0,1818.0,606.0,4463.0,1850.0,1390.0,460.0,4152.0,1429.0,5634.0,2947.0,2687.0,607.0,1743.0,588.0,4324.0,1810.0,1751.0,59.0,3824.0
Chandrapur,rajura,Rajura (M),4188.0,18969.0,10146.0,8823.0,3231.0,2530.0,1690.0,12202.0,5437.0,5346.0,91.0,13441.0,1991,3,"1991,2001,2011",5574.0,25843.0,13539.0,12304.0,3845.0,3824.0,2220.0,18603.0,7697.0,7002.0,695.0,18146.0,6907.0,29668.0,15337.0,14331.0,2971.0,4311.0,2326.0,23528.0,9776.0,8412.0,1364.0,19892.0
Chandrapur,sasti,Sasti (Ct),1300.0,6398.0,3368.0,3030.0,1025.0,2911.0,338.0,3315.0,1914.0,1782.0,132.0,4352.0,1991,3,"1991,2001,2011",1185.0,5458.0,2887.0,2571.0,736.0,2087.0,336.0,3479.0,1814.0,1296.0,518.0,3644.0,1058.0,4320.0,2251.0,2069.0,508.0,1408.0,370.0,3104.0,1720.0,1503.0,217.0,2600.0
Chandrapur,shivajinagar,Shivajinagar (Ct),5405.0,24224.0,12938.0,11286.0,4660.0,4676.0,3626.0,12943.0,6595.0,5690.0,905.0,16724.0,1991,1,1991,,,,,,,,,,,,,,,,,,,,,,,,
Chandrapur,visapur,Visapur (Ct),1955.0,8925.0,4560.0,4365.0,1647.0,2135.0,1670.0,4555.0,3559.0,3304.0,255.0,5111.0,1991,2,"1991,2011",,,,,,,,,,,,,2280.0,9398.0,4831.0,4567.0,951.0,2100.0,1457.0,6939.0,3849.0,3197.0,652.0,5549.0
Chandrapur,warora,Warora (M),9653.0,43721.0,22976.0,20745.0,5822.0,6600.0,4328.0,31702.0,12388.0,11810.0,578.0,30755.0,1991,3,"1991,2001,2011",9027.0,41971.0,21684.0,20287.0,5211.0,4817.0,4362.0,32081.0,12539.0,10742.0,1797.0,29432.0,10813.0,46532.0,23424.0,23108.0,4466.0,5184.0,5285.0,37813.0,15398.0,12853.0,2545.0,31134.0
Yavatmal,darwha,Darwha (M),4268.0,23902.0,12359.0,11543.0,4128.0,2181.0,1178.0,15246.0,7022.0,6853.0,169.0,16711.0,1991,3,"1991,2001,2011",4139.0,23366.0,12110.0,11256.0,3092.0,1592.0,663.0,18407.0,6833.0,6379.0,454.0,16533.0,5038.0,25791.0,13341.0,12450.0,3024.0,1895.0,524.0,20693.0,8579.0,8277.0,302.0,17212.0
Yavatmal,digras,Digras (M),5772.0,33052.0,17098.0,15954.0,5382.0,2675.0,2639.0,20260.0,9436.0,9132.0,304.0,23312.0,1991,3,"1991,2001,2011",7047.0,39178.0,20261.0,18917.0,5471.0,3361.0,2591.0,27998.0,11664.0,11020.0,644.0,27514.0,9064.0,44767.0,22780.0,21987.0,5219.0,4377.0,3100.0,34421.0,13773.0,13195.0,578.0,30994.0
Yavatmal,ghatanji,Ghatanji (M),3062.0,15785.0,8323.0,7462.0,2356.0,2030.0,1814.0,9967.0,5333.0,5168.0,165.0,10287.0,1991,3,"1991,2001,2011",4023.0,19347.0,10150.0,9197.0,2444.0,2330.0,2222.0,14296.0,7026.0,6525.0,501.0,12321.0,4848.0,21293.0,11026.0,10267.0,2191.0,2397.0,2222.0,17202.0,8130.0,7707.0,423.0,13163.0
Yavatmal,pandharkaoda,Pandharkaoda (M),4427.0,22813.0,11711.0,11102.0,3461.0,1825.0,3017.0,14679.0,7307.0,6887.0,420.0,15086.0,1991,3,"1991,2001,2011",5405.0,26572.0,13613.0,12959.0,3462.0,2288.0,3393.0,19532.0,8793.0,7921.0,872.0,17779.0,6895.0,31094.0,15681.0,15413.0,3205.0,2744.0,4325.0,25094.0,11099.0,10184.0,915.0,19995.0
Yavatmal,pusad,Pusad (M),9937.0,55931.0,29225.0,26706.0,9548.0,6320.0,3650.0,35382.0,15179.0,14838.0,341.0,40411.0,1991,3,"1991,2001,2011",12547.0,67166.0,34589.0,32577.0,9828.0,7544.0,2888.0,49189.0,18752.0,17854.0,898.0,48414.0,14905.0,73046.0,37366.0,35680.0,8673.0,10194.0,3453.0,58794.0,23433.0,21864.0,1569.0,49613.0
Yavatmal,rajur,Rajur (Ct),2236.0,10890.0,5683.0,5207.0,2463.0,3115.0,1318.0,5352.0,3136.0,3069.0,67.0,7687.0,1991,3,"1991,2001,2011",2273.0,11675.0,6019.0,5656.0,1519.0,2513.0,1187.0,8068.0,3218.0,3026.0,192.0,8457.0,2318.0,10692.0,5639.0,5053.0,1257.0,2617.0,1294.0,7906.0,4141.0,3348.0,793.0,6551.0
Yavatmal,umarkhed,Umarkhed (M),5087.0,30750.0,15917.0,14833.0,5810.0,3698.0,1317.0,17390.0,8802.0,8312.0,490.0,21458.0,1991,3,"1991,2001,2011",5861.0,34059.0,17600.0,16459.0,5141.0,2946.0,1162.0,23578.0,10123.0,9209.0,914.0,23936.0,9220.0,47458.0,24268.0,23190.0,6508.0,5196.0,1407.0,36145.0,14937.0,13166.0,1771.0,32521.0
Yavatmal,umarsara,Umarsara (Ct),2901.0,13238.0,6990.0,6248.0,1670.0,2461.0,1497.0,9861.0,3540.0,3453.0,87.0,9611.0,1991,3,"1991,2001,2011",4327.0,19159.0,10128.0,9031.0,2192.0,3194.0,2056.0,15542.0,5683.0,5136.0,547.0,13476.0,5292.0,21752.0,11138.0,10614.0,1941.0,3986.0,2242.0,18807.0,7637.0,6338.0,1299.0,14115.0
Yavatmal,wani,Wani (M),8283.0,41992.0,21764.0,20228.0,6295.0,4923.0,3148.0,27692.0,10910.0,9888.0,1022.0,30060.0,1991,3,"1991,2001,2011",10893.0,52834.0,27158.0,25676.0,6939.0,5311.0,4051.0,38831.0,16700.0,14392.0,2308.0,36134.0,13308.0,58840.0,29973.0,28867.0,6298.0,6753.0,4361.0,48042.0,20820.0,18070.0,2750.0,38020.0
Yavatmal,yavatmal,Yavatmal (M),20920.0,108578.0,56335.0,52243.0,15162.0,15124.0,8297.0,78070.0,31322.0,30411.0,911.0,76345.0,1991,3,"1991,2001,2011",25079.0,120676.0,61780.0,58896.0,14931.0,16420.0,7645.0,94081.0,38358.0,36492.0,1866.0,82318.0,26173.0,116551.0,58549.0,58002.0,11360.0,19816.0,6543.0,96726.0,39237.0,36500.0,2737.0,77314.0
Nanded,biloli,Biloli (M),1726.0,10392.0,5367.0,5025.0,2163.0,1919.0,2761.0,4837.0,3250.0,3061.0,189.0,6953.0,1991,3,"1991,2001,2011",2355.0,13433.0,6926.0,6507.0,2189.0,2234.0,3279.0,7506.0,4543.0,3651.0,892.0,8890.0,2707.0,14923.0,7569.0,7354.0,1936.0,2863.0,3299.0,9875.0,5143.0,4299.0,844.0,9780.0
Nanded,deglur,Deglur (M),6269.0,37212.0,19327.0,17885.0,6808.0,5146.0,4218.0,19632.0,10930.0,10415.0,515.0,25767.0,1991,3,"1991,2001,2011",8253.0,48028.0,24598.0,23430.0,7413.0,6549.0,4105.0,30261.0,13820.0,11050.0,2770.0,34208.0,10150.0,54493.0,27607.0,26886.0,6547.0,7408.0,5009.0,38013.0,17174.0,15007.0,2167.0,37319.0
Nanded,dharmabad,Dharmabad (M),4248.0,24041.0,12465.0,11576.0,4201.0,2675.0,3251.0,10892.0,8222.0,7737.0,485.0,15334.0,1991,3,"1991,2001,2011",5421.0,29951.0,15212.0,14739.0,4443.0,4742.0,4528.0,17110.0,10699.0,9914.0,785.0,19252.0,6596.0,33741.0,16919.0,16822.0,4170.0,5571.0,4587.0,22290.0,13771.0,12589.0,1182.0,19970.0
Nanded,hadgaon,Hadgaon (M),2847.0,16473.0,8622.0,7851.0,3241.0,1783.0,478.0,7999.0,5478.0,5265.0,213.0,10782.0,1991,3,"1991,2001,2011",4174.0,23339.0,12128.0,11211.0,3886.0,2623.0,526.0,14683.0,7622.0,6500.0,1122.0,15717.0,5217.0,27433.0,14066.0,13367.0,3859.0,4804.0,540.0,18937.0,9418.0,8100.0,1318.0,18015.0
Nanded,kandhar,Kandhar (M),2563.0,16639.0,8964.0,7675.0,3358.0,3437.0,92.0,8842.0,4050.0,3914.0,136.0,12453.0,1991,3,"1991,2001,2011",3263.0,20772.0,11010.0,9762.0,3255.0,3942.0,29.0,13255.0,4991.0,4455.0,536.0,15781.0,4411.0,24843.0,13048.0,11795.0,3205.0,5600.0,82.0,17092.0,7058.0,6513.0,545.0,17785.0
Nanded,kinwat,Kinwat (M),3913.0,21917.0,11433.0,10484.0,4245.0,3721.0,1542.0,11648.0,6232.0,6181.0,51.0,15634.0,1991,3,"1991,2001,2011",4654.0,24878.0,12715.0,12163.0,3630.0,4250.0,1690.0,15972.0,7506.0,6991.0,515.0,17372.0,5871.0,28454.0,14481.0,13973.0,3614.0,3590.0,1844.0,20356.0,9560.0,8343.0,1217.0,18894.0
Nanded,kundalwadi,Kundalwadi (M),2366.0,13148.0,6625.0,6523.0,2355.0,1235.0,3346.0,4651.0,5761.0,5532.0,229.0,7158.0,1991,3,"1991,2001,2011",2524.0,14334.0,7193.0,7141.0,2202.0,1296.0,3815.0,6566.0,5833.0,3703.0,2130.0,8501.0,2888.0,14760.0,7413.0,7347.0,1714.0,1225.0,3798.0,8547.0,6613.0,5678.0,935.0,8147.0
Nanded,loha,Loha (M),2478.0,15065.0,7729.0,7336.0,3245.0,2429.0,72.0,7054.0,4832.0,4456.0,376.0,9857.0,1991,3,"1991,2001,2011",3358.0,20148.0,10378.0,9770.0,3293.0,2932.0,319.0,12632.0,5819.0,4858.0,961.0,14329.0,4426.0,24125.0,12334.0,11791.0,3258.0,3878.0,44.0,16410.0,7947.0,7312.0,635.0,16178.0
Nanded,mudkhed,Mudkhed (M),2184.0,13956.0,7177.0,6779.0,3175.0,2445.0,1302.0,5305.0,4670.0,4430.0,240.0,9046.0,1991,3,"1991,2001,2011",2894.0,18700.0,9856.0,8844.0,3224.0,2153.0,490.0,10530.0,6077.0,5554.0,523.0,12623.0,3902.0,23517.0,12647.0,10870.0,3221.0,3651.0,624.0,15859.0,9135.0,8198.0,937.0,14382.0
Nanded,mukhed,Mukhed (M),3365.0,19646.0,10345.0,9301.0,3853.0,3235.0,1927.0,10407.0,5347.0,4745.0,602.0,13697.0,1991,3,"1991,2001,2011",4451.0,25933.0,13338.0,12595.0,4366.0,4078.0,2370.0,15912.0,7534.0,5948.0,1586.0,18399.0,5081.0,27650.0,14184.0,13466.0,3588.0,4241.0,2416.0,19504.0,9593.0,7891.0,1702.0,18057.0
Nanded,nanded,Nanded (M),43091.0,275083.0,143811.0,131272.0,51724.0,36535.0,4579.0,162678.0,66424.0,64911.0,1513.0,207146.0,1991,1,1991,,,,,,,,,,,,,,,,,,,,,,,,
Nanded,pethumri,Pethumri (M),1520.0,8335.0,4513.0,3822.0,1536.0,1917.0,487.0,4332.0,2475.0,2362.0,113.0,5747.0,1991,1,1991,,,,,,,,,,,,,,,,,,,,,,,,
Nanded,waghala,Waghala (M),6696.0,34233.0,18187.0,16046.0,6764.0,5595.0,1947.0,20254.0,8735.0,6627.0,2108.0,23390.0,1991,1,1991,,,,,,,,,,,,,,,,,,,,,,,,
Parbhani,basmath,Basmath,7123.0,42338.0,22183.0,20155.0,8766.0,2835.0,677.0,21111.0,11090.0,10528.0,562.0,30686.0,1991,1,1991,,,,,,,,,,,,,,,,,,,,,,,,
Parbhani,gangakhed,Gangakhed (M),4740.0,27651.0,14339.0,13312.0,5730.0,3396.0,164.0,14217.0,7583.0,7281.0,302.0,19766.0,1991,3,"1991,2001,2011",7078.0,40428.0,20727.0,19701.0,6720.0,5641.0,816.0,23971.0,10972.0,9882.0,1090.0,29456.0,9316.0,49891.0,25556.0,24335.0,6425.0,7917.0,934.0,33236.0,16439.0,14410.0,2029.0,33452.0
Parbhani,hingoli,Hingoli (M),5523.0,32388.0,16699.0,15689.0,6276.0,2304.0,468.0,16666.0,9935.0,9876.0,59.0,22394.0,1991,2,"1991,1991",,,,,,,,,,,,,,,,,,,,,,,,
Parbhani,jintur,Jintur (M),4497.0,28275.0,14685.0,13590.0,6212.0,1119.0,242.0,13826.0,7805.0,7717.0,88.0,20382.0,1991,3,"1991,2001,2011",5965.0,38112.0,19931.0,18181.0,6567.0,1871.0,708.0,23311.0,10140.0,9094.0,1046.0,27972.0,7722.0,44291.0,22616.0,21675.0,6568.0,3947.0,798.0,29523.0,13188.0,11010.0,2178.0,31103.0
Parbhani,kalamnuri,Kalamnuri (M),3268.0,20466.0,10542.0,9924.0,4490.0,1417.0,483.0,9686.0,6098.0,5886.0,212.0,14156.0,1991,3,"1991,1991,1991",,,,,,,,,,,,,,,,,,,,,,,,
Parbhani,parbhani,Parbhani (M),33341.0,190255.0,99344.0,90911.0,37915.0,22491.0,2749.0,104055.0,49459.0,48714.0,745.0,140051.0,1991,3,"1991,2001,2011",44693.0,259329.0,133959.0,125370.0,40165.0,23047.0,3419.0,170438.0,68312.0,62858.0,5454.0,191017.0,56566.0,307170.0,156520.0,150650.0,41079.0,37667.0,3632.0,217189.0,92709.0,81489.0,11220.0,214461.0
Parbhani,purna,Purna (M),4738.0,28836.0,15032.0,13804.0,5419.0,5771.0,609.0,15396.0,7298.0,7221.0,77.0,21461.0,1991,3,"1991,2001,2011",5386.0,33225.0,17063.0,16162.0,4825.0,3761.0,903.0,22324.0,8842.0,7636.0,1206.0,24383.0,6663.0,36433.0,18497.0,17936.0,4836.0,11157.0,982.0,26216.0,10502.0,9247.0,1255.0,25931.0
Parbhani,sonpeth,Sonpeth (M),1813.0,10701.0,5514.0,5187.0,2257.0,1310.0,44.0,4828.0,3654.0,3420.0,234.0,6813.0,1991,3,"1991,2001,2011",2356.0,13022.0,6726.0,6296.0,2162.0,1387.0,168.0,7671.0,4690.0,4394.0,296.0,8332.0,3031.0,15765.0,8120.0,7645.0,2128.0,1955.0,101.0,10208.0,6295.0,6004.0,291.0,9470.0
