district,norm_name,display_name,No_HH_1991,TOT_P_1991,TOT_M_1991,TOT_F_1991,P_06_1991,P_SC_1991,P_ST_1991,P_LIT_1991,TOT_WORK_P_1991,MAINWORK_P_1991,MARGWORK_P_1991,NON_WORK_P_1991,first_census,census_count,census_years_str,No_HH_2001,TOT_P_2001,TOT_M_2001,TOT_F_2001,P_06_2001,P_SC_2001,P_ST_2001,P_LIT_2001,TOT_WORK_P_2001,MAINWORK_P_2001,MARGWORK_P_2001,NON_WORK_P_2001,No_HH_2011,TOT_P_2011,TOT_M_2011,TOT_F_2011,P_06_2011,P_SC_2011,P_ST_2011,P_LIT_2011,TOT_WORK_P_2011,MAINWORK_P_2011,MARGWORK_P_2011,NON_WORK_P_2011
Jalna,ambad,Ambad (M),3486.0,18007.0,9313.0,8694.0,3741.0,1599.0,210.0,9075.0,4958.0,4802.0,156.0,12893.0,1991,3,"1991,2001,2011",4501.0,26108.0,13727.0,12381.0,4216.0,1786.0,321.0,16569.0,7524.0,7059.0,465.0,18584.0,6174.0,31553.0,15950.0,15603.0,4765.0,3389.0,557.0,20754.0,10069.0,8561.0,1508.0,21484.0
Jalna,bhokardan,Bhokardan (M),2505.0,13918.0,7280.0,6638.0,3219.0,1533.0,72.0,6792.0,4136.0,3877.0,259.0,9523.0,1991,3,"1991,2001,2011",2996.0,16950.0,8888.0,8062.0,3012.0,1899.0,201.0,10378.0,4527.0,3812.0,715.0,12423.0,4544.0,24416.0,12751.0,11665.0,3767.0,2714.0,322.0,16924.0,7630.0,6940.0,690.0,16786.0
Jalna,jalna,Jalna (M),32780.0,174985.0,90600.0,84385.0,34794.0,19295.0,2395.0,95490.0,49787.0,48740.0,1047.0,124151.0,1991,3,"1991,2001,2011",40732.0,235795.0,121922.0,113873.0,36671.0,22519.0,4310.0,155936.0,69423.0,60990.0,8433.0,166372.0,53730.0,285577.0,147092.0,138485.0,38834.0,36024.0,4154.0,201829.0,96449.0,83838.0,12611.0,189128.0
Jalna,partur,Partur (M),4280.0,23818.0,12315.0,11503.0,5096.0,2413.0,491.0,11420.0,6718.0,6264.0,454.0,16646.0,1991,3,"1991,2001,2011",4750.0,29012.0,14925.0,14087.0,4794.0,1644.0,688.0,17803.0,8152.0,7084.0,1068.0,20860.0,6345.0,35883.0,18401.0,17482.0,5069.0,3794.0,1354.0,24502.0,11434.0,9534.0,1900.0,24449.0
Aurangabad,aurangabad,Aurangabad (Cantt.),116486.0,573272.0,305372.0,267900.0,112222.0,109105.0,6373.0,352711.0,159229.0,156426.0,2803.0,411240.0,1991,6,"1991,1991,2001,2001,2011,2011",3362.0,19172.0,9942.0,9230.0,2769.0,2225.0,1115.0,14054.0,5639.0,5269.0,370.0,13533.0,3263.0,18051.0,9639.0,8412.0,2318.0,1468.0,934.0,14163.0,6478.0,6022.0,456.0,11573.0
Aurangabad,gangapur,Gangapur (M),3190.0,17153.0,8915.0,8238.0,3213.0,1847.0,169.0,9251.0,5412.0,5117.0,295.0,11446.0,1991,3,"1991,2001,2011",3890.0,22325.0,11652.0,10673.0,3531.0,2436.0,264.0,14358.0,6842.0,6164.0,678.0,15483.0,5398.0,27745.0,14371.0,13374.0,3939.0,3053.0,457.0,19496.0,9982.0,9289.0,693.0,17763.0
Aurangabad,kannad,Kannad (M),3496.0,19879.0,10290.0,9589.0,3884.0,1392.0,367.0,11416.0,5674.0,5633.0,41.0,14164.0,1991,3,"1991,2001,2011",6129.0,34403.0,17868.0,16535.0,5257.0,2425.0,1039.0,23524.0,9618.0,9179.0,439.0,24785.0,7707.0,40759.0,21144.0,19615.0,5550.0,2932.0,1539.0,29735.0,13285.0,12246.0,1039.0,27474.0
Aurangabad,khuldabad,Khuldabad (M),1637.0,9192.0,4715.0,4477.0,1734.0,737.0,229.0,5115.0,2499.0,2463.0,36.0,6657.0,1991,3,"1991,2001,2011",2150.0,12794.0,6645.0,6149.0,2181.0,1110.0,403.0,8113.0,3938.0,3293.0,645.0,8856.0,2861.0,15749.0,8112.0,7637.0,2447.0,1203.0,510.0,10904.0,4599.0,4284.0,315.0,11150.0
Aurangabad,paithan,Paithan (M),5766.0,27718.0,14091.0,13627.0,5139.0,3386.0,293.0,15991.0,8267.0,8025.0,242.0,19209.0,1991,3,"1991,2001,2011",6445.0,34518.0,17681.0,16837.0,4823.0,4153.0,347.0,22815.0,10733.0,9497.0,1236.0,23785.0,8350.0,41536.0,21269.0,20267.0,5467.0,5891.0,519.0,29428.0,15346.0,13447.0,1899.0,26190.0
Aurangabad,sillod,Sillod (M),4817.0,28888.0,15262.0,13626.0,6699.0,2961.0,896.0,14506.0,8031.0,7399.0,632.0,20225.0,1991,3,"1991,2001,2011",7316.0,43867.0,22873.0,20994.0,7662.0,3886.0,1057.0,27780.0,12038.0,10893.0,1145.0,31829.0,10973.0,58230.0,30074.0,28156.0,9250.0,5498.0,1548.0,40811.0,17421.0,16642.0,779.0,40809.0
Aurangabad,vaijapur,Vaijapur (M),5533.0,29604.0,15316.0,14288.0,5134.0,4095.0,446.0,17866.0,8828.0,8515.0,313.0,20463.0,1991,3,"1991,2001,2011",6525.0,37064.0,19156.0,17908.0,5088.0,5635.0,634.0,25375.0,11892.0,10382.0,1510.0,25172.0,8135.0,41296.0,21243.0,20053.0,5501.0,6279.0,1061.0,30032.0,14368.0,13464.0,904.0,26928.0
Nashik,bhagur,Bhagur (M),2244.0,12078.0,6201.0,5877.0,1884.0,1846.0,497.0,8320.0,3352.0,3208.0,144.0,8582.0,1991,3,"1991,2001,2011",2376.0,12457.0,6381.0,6076.0,1711.0,2181.0,577.0,9284.0,3928.0,3533.0,395.0,8529.0,2545.0,12353.0,6201.0,6152.0,1339.0,2442.0,717.0,10146.0,4048.0,3614.0,434.0,8305.0
Nashik,chandvad,Chandvad (Ct),2602.0,14958.0,8094.0,6864.0,2644.0,1845.0,1564.0,9188.0,4766.0,4712.0,54.0,10138.0,1991,2,"1991,2011",,,,,,,,,,,,,4945.0,25341.0,13284.0,12057.0,3086.0,2930.0,3297.0,19611.0,9946.0,8551.0,1395.0,15395.0
Nashik,deolali,Deolali (Cantt.),9693.0,44331.0,23960.0,20371.0,6696.0,9455.0,1487.0,30857.0,14232.0,14103.0,129.0,29970.0,1991,3,"1991,2001,2011",9612.0,50620.0,27712.0,22908.0,6329.0,10559.0,1263.0,38850.0,17438.0,15910.0,1528.0,33182.0,11696.0,54027.0,28269.0,25758.0,6085.0,11540.0,1982.0,43172.0,18845.0,17283.0,1562.0,35182.0
Nashik,eklahare,Eklahare (Ct),2488.0,12007.0,6252.0,5755.0,2288.0,2663.0,625.0,8024.0,3311.0,3190.0,121.0,8575.0,1991,3,"1991,2001,2011",2549.0,12013.0,6258.0,5755.0,1248.0,2680.0,685.0,9142.0,3795.0,3609.0,186.0,8218.0,2055.0,9376.0,4934.0,4442.0,1021.0,2767.0,953.0,7456.0,3839.0,3520.0,319.0,5537.0
Nashik,ghoti bk.,Ghoti Bk. (Ct),2796.0,15717.0,8112.0,7605.0,2964.0,1233.0,998.0,9483.0,5151.0,4819.0,332.0,10234.0,1991,2,"1991,2011",,,,,,,,,,,,,4933.0,24838.0,12785.0,12053.0,3211.0,2100.0,2427.0,18610.0,9003.0,7508.0,1495.0,15835.0
Nashik,igatpuri,Igatpuri (M),4211.0,22868.0,12081.0,10787.0,3601.0,4439.0,977.0,16220.0,5997.0,5842.0,155.0,16716.0,1991,3,"1991,2001,2011",6047.0,31539.0,16405.0,15134.0,4403.0,7191.0,3059.0,23097.0,9053.0,7481.0,1572.0,22486.0,6297.0,30989.0,15748.0,15241.0,3363.0,6848.0,3383.0,24699.0,9746.0,7763.0,1983.0,21243.0
Nashik,lasalgaon,Lasalgaon (Ct),1713.0,9806.0,5245.0,4561.0,1496.0,686.0,248.0,7066.0,2924.0,2898.0,26.0,6856.0,1991,3,"1991,2001,2011",2279.0,12532.0,6568.0,5964.0,1531.0,1106.0,403.0,9506.0,4489.0,4223.0,266.0,8043.0,3642.0,17360.0,8884.0,8476.0,2078.0,2315.0,625.0,13877.0,6638.0,6124.0,514.0,10722.0
Nashik,malegaon,Malegaon (M),48782.0,342595.0,174667.0,167928.0,74441.0,9843.0,5209.0,188403.0,88431.0,87423.0,1008.0,253156.0,1991,3,"1991,2001,2011",57222.0,409403.0,208864.0,200539.0,74208.0,13061.0,5491.0,265862.0,108610.0,104987.0,3623.0,300793.0,78501.0,471312.0,238868.0,232444.0,76585.0,18106.0,6320.0,345816.0,139904.0,133104.0,6800.0,331408.0
Nashik,manmad,Manmad (M),10987.0,61312.0,31468.0,29844.0,9996.0,14410.0,2322.0,39935.0,15399.0,14941.0,458.0,45455.0,1991,3,"1991,2001,2011",13395.0,72401.0,37002.0,35399.0,9571.0,17155.0,3024.0,53535.0,20540.0,18090.0,2450.0,51861.0,16077.0,80058.0,40816.0,39242.0,9605.0,21331.0,4022.0,63257.0,26151.0,23684.0,2467.0,53907.0
Nashik,nandgaon,Nandgaon (M),3680.0,20434.0,10585.0,9849.0,3659.0,3553.0,883.0,12864.0,5546.0,5301.0,245.0,14643.0,1991,3,"1991,2001,2011",4351.0,23195.0,11981.0,11214.0,3440.0,4093.0,1190.0,16591.0,7580.0,6643.0,937.0,15615.0,4805.0,23604.0,12130.0,11474.0,2824.0,4297.0,1100.0,18482.0,7993.0,7419.0,574.0,15611.0
Nashik,nashik,Nashik (M.Corp.),146688.0,656925.0,347422.0,309503.0,109700.0,81229.0,46390.0,446348.0,201287.0,197890.0,3397.0,452241.0,1991,3,"1991,2001,2011",225190.0,1077236.0,575737.0,501499.0,147919.0,134451.0,72782.0,802695.0,371423.0,347689.0,23734.0,705813.0,336333.0,1486053.0,782517.0,703536.0,174476.0,214620.0,107456.0,1178446.0,534821.0,495978.0,38843.0,951232.0
Nashik,ozar,Ozar (Ct),10036.0,47538.0,24819.0,22719.0,6123.0,7185.0,3693.0,35517.0,14382.0,14297.0,85.0,33071.0,1991,3,"1991,2001,2011",9482.0,45954.0,24249.0,21705.0,5475.0,7274.0,3807.0,36210.0,16029.0,14827.0,1202.0,29925.0,11615.0,51297.0,26671.0,24626.0,6337.0,8948.0,5798.0,40450.0,20101.0,18507.0,1594.0,31196.0
Nashik,ravalgaon,Ravalgaon (Ct),2487.0,12553.0,6494.0,6059.0,2104.0,2287.0,1776.0,6840.0,4386.0,3873.0,513.0,7654.0,1991,1,1991,,,,,,,,,,,,,,,,,,,,,,,,
Nashik,satana,Satana (M),5282.0,27666.0,14379.0,13287.0,4325.0,1791.0,2113.0,19167.0,8352.0,8275.0,77.0,19237.0,1991,3,"1991,2001,2011",6082.0,32561.0,16793.0,15768.0,4085.0,1906.0,2991.0,24148.0,10024.0,8688.0,1336.0,22537.0,7800.0,37701.0,19449.0,18252.0,4257.0,2293.0,4528.0,30008.0,13091.0,12062.0,1029.0,24610.0
Nashik,sinnar,Sinnar (M),5520.0,25864.0,13407.0,12457.0,4201.0,1968.0,1457.0,16570.0,9123.0,8658.0,465.0,16276.0,1991,3,"1991,2001,2011",6117.0,31630.0,16429.0,15201.0,4791.0,2585.0,1847.0,22165.0,11372.0,10268.0,1104.0,20258.0,14398.0,65299.0,34633.0,30666.0,8565.0,5593.0,4517.0,49583.0,25023.0,23056.0,1967.0,40276.0
Nashik,trimbak,Trimbak (M),1518.0,7883.0,4166.0,3717.0,1281.0,442.0,2418.0,4981.0,2724.0,2369.0,355.0,4804.0,1991,3,"1991,2001,2011",1739.0,9804.0,5124.0,4680.0,1405.0,669.0,3124.0,7049.0,3369.0,2732.0,637.0,6435.0,2266.0,12056.0,6170.0,5886.0,1338.0,713.0,4314.0,9604.0,4255.0,3758.0,497.0,7801.0
Nashik,yevla,Yevla (M),5691.0,34550.0,17713.0,16837.0,5552.0,2947.0,1319.0,22956.0,10841.0,9884.0,957.0,22752.0,1991,3,"1991,2001,2011",7439.0,43207.0,22402.0,20805.0,6234.0,3322.0,1435.0,30784.0,14235.0,13288.0,947.0,28972.0,9798.0,49826.0,25582.0,24244.0,6005.0,3917.0,1558.0,39801.0,16947.0,15739.0,1208.0,32879.0
Thane,bhiwandi,Bhiwandi (M),70080.0,379070.0,229894.0,149176.0,66289.0,11243.0,4317.0,196170.0,154411.0,153034.0,1377.0,223282.0,1991,2,"1991,2001",110408.0,598741.0,367565.0,231176.0,86607.0,8563.0,3931.0,388336.0,250227.0,243066.0,7161.0,348514.0,,,,,,,,,,,,
Thane,dahanu,Dahanu (M),6559.0,33599.0,17455.0,16144.0,4846.0,1454.0,7771.0,19835.0,12401.0,12155.0,246.0,20952.0,1991,3,"1991,2001,2011",9356.0,44401.0,22907.0,21494.0,5953.0,1861.0,8228.0,31216.0,16674.0,15267.0,1407.0,27727.0,11397.0,50287.0,25790.0,24497.0,5242.0,2471.0,9323.0,38137.0,19901.0,17921.0,1980.0,30386.0
Thane,gokhivare,Gokhivare (Ct),1464.0,6696.0,3608.0,3088.0,1182.0,253.0,1440.0,3511.0,2554.0,2529.0,25.0,4117.0,1991,2,"1991,2001",4738.0,20075.0,11439.0,8636.0,3543.0,527.0,1910.0,12644.0,7628.0,7099.0,529.0,12447.0,,,,,,,,,,,,
Thane,jawhar,Jawhar (M),1916.0,9325.0,4895.0,4430.0,1425.0,663.0,2791.0,6122.0,2737.0,2580.0,157.0,6431.0,1991,3,"1991,2001,2011",2423.0,11298.0,5977.0,5321.0,1686.0,632.0,3585.0,8028.0,3751.0,3138.0,613.0,7547.0,2724.0,12040.0,6127.0,5913.0,1443.0,929.0,4203.0,9421.0,4137.0,3525.0,612.0,7903.0
Thane,kalyan,Kalyan (M.Corp.),229700.0,1014557.0,540817.0,473740.0,159955.0,73482.0,27091.0,709748.0,335530.0,328718.0,6812.0,672215.0,1991,1,1991,,,,,,,,,,,,,,,,,,,,,,,,
Thane,khoni,Khoni (Ct),2132.0,13144.0,8360.0,4784.0,2355.0,322.0,495.0,6329.0,5802.0,5724.0,78.0,7264.0,1991,3,"1991,2001,2011",3750.0,22686.0,14619.0,8067.0,3177.0,275.0,706.0,14999.0,10424.0,10242.0,182.0,12262.0,4752.0,26016.0,16365.0,9651.0,3303.0,611.0,674.0,17729.0,12571.0,11311.0,1260.0,13445.0
Thane,kon,Kon (Ct),1918.0,9197.0,4873.0,4324.0,1746.0,393.0,273.0,5795.0,3035.0,2668.0,367.0,5795.0,1991,3,"1991,2001,2011",3261.0,15159.0,7998.0,7161.0,2335.0,428.0,427.0,11366.0,4824.0,4152.0,672.0,10335.0,5452.0,24295.0,13083.0,11212.0,3134.0,1864.0,1032.0,18867.0,8555.0,7850.0,705.0,15740.0
Thane,manikpur,Manikpur (Ct),2234.0,10032.0,5273.0,4759.0,1276.0,753.0,162.0,7723.0,3626.0,3602.0,24.0,6382.0,1991,1,1991,,,,,,,,,,,,,,,,,,,,,,,,
Thane,mira-bhayandar,Mira-Bhayandar (M),38361.0,175605.0,94550.0,81055.0,29640.0,3767.0,5407.0,120899.0,59690.0,57659.0,2031.0,113884.0,1991,3,"1991,2001,2011",117276.0,520388.0,286391.0,233997.0,68919.0,5935.0,6629.0,402490.0,193158.0,185934.0,7224.0,327230.0,187059.0,809378.0,429260.0,380118.0,88015.0,30243.0,12596.0,656293.0,316363.0,281675.0,34688.0,493015.0
Thane,murbad,Murbad (Ct),2703.0,11950.0,6571.0,5379.0,2053.0,977.0,946.0,7674.0,4258.0,4128.0,130.0,7562.0,1991,3,"1991,2001,2011",3611.0,15821.0,8592.0,7229.0,2492.0,1486.0,831.0,11392.0,5742.0,5140.0,602.0,10079.0,4458.0,18725.0,9987.0,8738.0,2234.0,1751.0,1177.0,14755.0,6610.0,6098.0,512.0,12115.0
Thane,nalasopara,Nalasopara (M),15102.0,67732.0,36112.0,31620.0,10629.0,2049.0,2513.0,48991.0,23319.0,23022.0,297.0,44116.0,1991,2,"1991,2001",43748.0,184538.0,98870.0,85668.0,25818.0,5267.0,1548.0,144386.0,63871.0,60142.0,3729.0,120667.0,,,,,,,,,,,,
Thane,navghar,Navghar (Ct),5702.0,25080.0,13202.0,11878.0,3737.0,486.0,219.0,19614.0,8553.0,8460.0,93.0,16434.0,1991,1,1991,,,,,,,,,,,,,,,,,,,,,,,,
Thane,new bombay (thane),New Bombay (Thane) (Ct),71573.0,307724.0,168993.0,138731.0,55605.0,28088.0,7483.0,196091.0,105880.0,103912.0,1968.0,199876.0,1991,1,1991,,,,,,,,,,,,,,,,,,,,,,,,
Thane,palghar,Palghar (Ct),2832.0,14700.0,7766.0,6934.0,2074.0,547.0,1100.0,10018.0,4798.0,4765.0,33.0,9869.0,1991,3,"1991,2001,2011",11779.0,52677.0,28645.0,24032.0,6933.0,1897.0,7933.0,37985.0,20233.0,18278.0,1955.0,32444.0,16273.0,68930.0,36523.0,32407.0,8139.0,3419.0,9720.0,53435.0,27786.0,25176.0,2610.0,41144.0
Thane,pasthal,Pasthal (Ct),2791.0,11021.0,6030.0,4991.0,1531.0,880.0,515.0,8304.0,3931.0,3833.0,98.0,6992.0,1991,3,"1991,2001,2011",4080.0,16185.0,8634.0,7551.0,2037.0,1290.0,783.0,13252.0,5728.0,5337.0,391.0,10457.0,4804.0,18194.0,9635.0,8559.0,2037.0,1641.0,965.0,15216.0,7165.0,6789.0,376.0,11029.0
Thane,sandor,Sandor (Ct),1896.0,8841.0,4485.0,4356.0,1046.0,107.0,1235.0,6293.0,3602.0,3456.0,146.0,5093.0,1991,2,"1991,2001",2045.0,8336.0,4262.0,4074.0,852.0,131.0,1412.0,6356.0,3462.0,2707.0,755.0,4874.0,,,,,,,,,,,,
Thane,shahapur,Shahapur (Ct),1851.0,9207.0,4746.0,4461.0,1302.0,347.0,867.0,6613.0,2833.0,2500.0,333.0,6041.0,1991,3,"1991,2001,2011",2267.0,10490.0,5371.0,5119.0,1274.0,397.0,1283.0,8086.0,3620.0,3337.0,283.0,6870.0,2713.0,11623.0,5930.0,5693.0,1224.0,684.0,1498.0,9387.0,4048.0,3336.0,712.0,7575.0
Thane,shirgaon,Shirgaon (Ct),845.0,4462.0,2258.0,2204.0,689.0,209.0,809.0,2988.0,1674.0,1669.0,5.0,2783.0,1991,2,"1991,2011",,,,,,,,,,,,,1378.0,5971.0,3097.0,2874.0,642.0,361.0,1193.0,4699.0,2816.0,2219.0,597.0,3155.0
Thane,thane,Thane (M.Corp.),185966.0,803389.0,432929.0,370460.0,125446.0,48888.0,27099.0,570021.0,259421.0,252406.0,7015.0,536953.0,1991,3,"1991,2001,2011",283567.0,1262551.0,675147.0,587404.0,161698.0,57584.0,31134.0,973195.0,419827.0,393643.0,26184.0,842724.0,435341.0,1841488.0,975399.0,866089.0,209879.0,126003.0,42698.0,1458796.0,699235.0,649128.0,50107.0,1142253.0
Thane,ulhasnagar,Ulhasnagar (M),73986.0,369077.0,193788.0,175289.0,57793.0,45812.0,3274.0,244354.0,111982.0,110933.0,1049.0,256046.0,1991,3,"1991,2001,2011",99152.0,473731.0,251888.0,221843.0,60743.0,53397.0,3533.0,352871.0,155791.0,145770.0,10021.0,317940.0,111799.0,506098.0,269048.0,237050.0,51267.0,86680.0,6576.0,397938.0,194024.0,175394.0,18630.0,312074.0
Thane,vada,Vada (Ct),2365.0,11418.0,5899.0,5519.0,1536.0,673.0,2794.0,7594.0,3528.0,3150.0,378.0,7512.0,1991,3,"1991,2001,2011",3106.0,14286.0,7479.0,6807.0,1855.0,566.0,4039.0,10163.0,5390.0,4416.0,974.0,8896.0,3959.0,16750.0,8596.0,8154.0,1871.0,825.0,4421.0,12949.0,6178.0,5030.0,1148.0,10572.0
Thane,vasai,Vasai (M),7563.0,39781.0,20253.0,19528.0,4881.0,599.0,2451.0,28061.0,13204.0,12791.0,413.0,26164.0,1991,2,"1991,2001",10226.0,49337.0,25011.0,24326.0,5748.0,546.0,1816.0,37368.0,16752.0,15469.0,1283.0,32585.0,,,,,,,,,,,,
Thane,virar,Virar (M),13520.0,57600.0,30498.0,27102.0,8450.0,1053.0,2111.0,41048.0,20488.0,20255.0,233.0,36879.0,1991,2,"1991,2001",27854.0,118928.0,63704.0,55224.0,15401.0,2024.0,2754.0,91573.0,43726.0,40329.0,3397.0,75202.0,,,,,,,,,,,,
Raigarh,alibag,Alibag (M),3409.0,16289.0,8417.0,7872.0,2079.0,1029.0,2435.0,11862.0,5399.0,5297.0,102.0,10788.0,1991,3,"1991,2001,2011",4345.0,19496.0,10137.0,9359.0,2157.0,880.0,2677.0,15223.0,7312.0,6635.0,677.0,12184.0,4985.0,20743.0,10646.0,10097.0,1833.0,1192.0,2735.0,17431.0,8591.0,7666.0,925.0,12152.0
Raigarh,goregaon,Goregaon (Ct),1324.0,6588.0,3339.0,3249.0,983.0,551.0,28.0,4673.0,1792.0,1687.0,105.0,4691.0,1991,3,"1991,2001,2011",1405.0,6868.0,3409.0,3459.0,839.0,538.0,68.0,5366.0,2114.0,1689.0,425.0,4754.0,1548.0,7155.0,3488.0,3667.0,740.0,619.0,69.0,5862.0,2181.0,1933.0,248.0,4974.0
Raigarh,karjat,Karjat (Ct),1511.0,7670.0,4022.0,3648.0,904.0,196.0,74.0,5952.0,2474.0,2441.0,33.0,5163.0,1991,3,"1991,2001,2011",5594.0,25531.0,13206.0,12325.0,3106.0,1104.0,877.0,19134.0,8333.0,7212.0,1121.0,17198.0,6820.0,29663.0,15248.0,14415.0,3039.0,3693.0,1418.0,23531.0,10350.0,9287.0,1063.0,19313.0
Raigarh,kegaon,Kegaon (Ct),1525.0,6403.0,3359.0,3044.0,1168.0,553.0,136.0,4566.0,2005.0,1837.0,168.0,4230.0,1991,3,"1991,2001,2011",1817.0,7923.0,4336.0,3587.0,985.0,547.0,174.0,6427.0,2668.0,2358.0,310.0,5255.0,1840.0,7485.0,4084.0,3401.0,833.0,646.0,85.0,6254.0,2810.0,2342.0,468.0,4675.0
Raigarh,khopoli,Khopoli (M),9279.0,45039.0,24090.0,20949.0,7214.0,2234.0,2553.0,28729.0,13475.0,13266.0,209.0,31355.0,1991,3,"1991,2001,2011",12641.0,58664.0,31294.0,27370.0,7740.0,2483.0,2617.0,43269.0,18651.0,16153.0,2498.0,40013.0,16266.0,71141.0,37305.0,33836.0,8278.0,6721.0,3065.0,55081.0,25530.0,23071.0,2459.0,45611.0
Raigarh,mahad,Mahad (M),3769.0,18662.0,9767.0,8895.0,2505.0,1270.0,276.0,13809.0,5852.0,5684.0,168.0,12642.0,1991,3,"1991,2001,2011",5287.0,24276.0,12764.0,11512.0,3041.0,1234.0,267.0,19590.0,8424.0,7768.0,656.0,15852.0,6430.0,27536.0,14025.0,13511.0,2817.0,1707.0,350.0,23316.0,9070.0,8603.0,467.0,18466.0
Raigarh,matheran,Matheran (M),919.0,4708.0,2698.0,2010.0,577.0,507.0,373.0,2802.0,2101.0,2070.0,31.0,2576.0,1991,3,"1991,2001,2011",1008.0,5139.0,2979.0,2160.0,588.0,485.0,308.0,3614.0,2345.0,2043.0,302.0,2794.0,977.0,4393.0,2248.0,2145.0,412.0,623.0,183.0,3525.0,1647.0,1557.0,90.0,2746.0
Raigarh,mhasla,Mhasla (Ct),1476.0,7318.0,3559.0,3759.0,1177.0,134.0,276.0,4840.0,2161.0,2086.0,75.0,5082.0,1991,3,"1991,2001,2011",1813.0,8763.0,4265.0,4498.0,1336.0,168.0,326.0,6346.0,2648.0,1966.0,682.0,6115.0,2062.0,9679.0,4756.0,4923.0,1313.0,357.0,454.0,7513.0,2920.0,2413.0,507.0,6759.0
Raigarh,murud,Murud (M),2379.0,12111.0,5857.0,6254.0,1461.0,267.0,1484.0,9024.0,2971.0,2518.0,453.0,8687.0,1991,2,"1991,2001",2600.0,12552.0,6063.0,6489.0,1432.0,184.0,1560.0,9891.0,4142.0,3471.0,671.0,8410.0,,,,,,,,,,,,
Raigarh,neral,Neral (Ct),2344.0,11578.0,5887.0,5691.0,1704.0,386.0,1691.0,7256.0,3790.0,3697.0,93.0,7695.0,1991,3,"1991,2001,2011",3065.0,14739.0,7551.0,7188.0,2006.0,473.0,2232.0,10264.0,4547.0,3948.0,599.0,10192.0,4075.0,18429.0,9242.0,9187.0,2073.0,1251.0,2881.0,14036.0,6517.0,5838.0,679.0,11912.0
Raigarh,"new bombay(panvel,raigarh)ct","New Bombay(Panvel,Raigarh)Ct",9878.0,42732.0,23754.0,18978.0,8405.0,1462.0,1764.0,24204.0,15229.0,14698.0,531.0,26972.0,1991,1,1991,,,,,,,,,,,,,,,,,,,,,,,,
Raigarh,pali,Pali (Ct),1310.0,6178.0,3241.0,2937.0,854.0,228.0,111.0,3690.0,1934.0,1914.0,20.0,4224.0,1991,3,"1991,2001,2011",1848.0,8172.0,4175.0,3997.0,1024.0,303.0,186.0,6317.0,2960.0,2351.0,609.0,5212.0,2167.0,9176.0,4703.0,4473.0,895.0,334.0,657.0,7458.0,3173.0,2951.0,222.0,6003.0
Raigarh,panvel,Panvel (M),12541.0,58986.0,30921.0,28065.0,8724.0,3021.0,1375.0,42145.0,19234.0,19052.0,182.0,39570.0,1991,3,"1991,2001,2011",23894.0,104058.0,54963.0,49095.0,13718.0,4924.0,2753.0,80493.0,36341.0,34121.0,2220.0,67717.0,43107.0,180020.0,92484.0,87536.0,18459.0,14464.0,4301.0,151693.0,67994.0,61532.0,6462.0,112026.0
Raigarh,pen,Pen (M),4624.0,21588.0,11204.0,10384.0,3084.0,1219.0,1205.0,15467.0,7041.0,6972.0,69.0,14478.0,1991,3,"1991,2001,2011",6863.0,30201.0,15844.0,14357.0,3566.0,1129.0,1484.0,23988.0,10136.0,9316.0,820.0,20065.0,9070.0,37852.0,19257.0,18595.0,3910.0,2050.0,945.0,31022.0,13725.0,12586.0,1139.0,24127.0
Raigarh,revdanda,Revdanda (Ct),1578.0,7952.0,4040.0,3912.0,882.0,102.0,2836.0,5408.0,2740.0,2376.0,364.0,4848.0,1991,1,1991,,,,,,,,,,,,,,,,,,,,,,,,
Raigarh,roha ashtami,Roha Ashtami (M),3135.0,14827.0,7851.0,6976.0,2198.0,354.0,83.0,10978.0,4716.0,4687.0,29.0,10082.0,1991,3,"1991,2001,2011",4100.0,19071.0,9871.0,9200.0,2366.0,343.0,170.0,15334.0,6210.0,5837.0,373.0,12861.0,4745.0,20849.0,10590.0,10259.0,2093.0,471.0,277.0,17567.0,6769.0,6521.0,248.0,14080.0
Raigarh,shrivardhan,Shrivardhan (M),2896.0,14774.0,7244.0,7530.0,2063.0,459.0,2164.0,9565.0,4627.0,4307.0,320.0,9827.0,1991,3,"1991,2001,2011",3205.0,15186.0,7400.0,7786.0,1817.0,458.0,2302.0,11142.0,4887.0,3658.0,1229.0,10299.0,3406.0,15123.0,7450.0,7673.0,1469.0,476.0,1148.0,11862.0,5007.0,4284.0,723.0,10116.0
Raigarh,taloje panchnad,Taloje Panchnad (Ct),1178.0,7462.0,3907.0,3555.0,1368.0,163.0,457.0,4012.0,2126.0,2103.0,23.0,5313.0,1991,2,"1991,2001",1736.0,10839.0,5905.0,4934.0,1992.0,95.0,76.0,7283.0,3595.0,3149.0,446.0,7244.0,,,,,,,,,,,,
Raigarh,uran,Uran (M),3610.0,17775.0,9362.0,8413.0,2179.0,1183.0,1870.0,12529.0,5818.0,5733.0,85.0,11872.0,1991,3,"1991,2001,2011",5189.0,23251.0,12250.0,11001.0,2723.0,980.0,256.0,18225.0,7881.0,6782.0,1099.0,15370.0,7229.0,30439.0,15549.0,14890.0,3178.0,2114.0,592.0,24911.0,11197.0,10186.0,1011.0,19242.0
