district,town_name,display_name,year,census_count,first_census,No_HH,TOT_P,TOT_M,TOT_F,P_06,P_SC,P_ST,P_LIT,TOT_WORK_P,MAINWORK_P,MARGWORK_P,NON_WORK_P,literacy_rate,workforce_rate,dependency_ratio,child_ratio,sc_st_share,household_size,sex_ratio
Dhule,akkalkuwa,Akkalkuwa (Ct),2019,1,1991,1183.0,7711.0,4464.0,3247.0,1360.0,612.0,955.0,4846.0,1932.0,1821.0,111.0,5668.0,0.6284528595512904,0.2505511606795487,2.9337474120082816,0.17637141745558294,0.20321618467124886,6.518174133558749,0.7273745519713262
Dhule,dhule,Dhule (M),2019,3,1991,80641.6,402602.2,205985.2,196617.0,42961.6,31249.0,16489.0,321737.0,127959.4,119868.0,8091.4,274642.8,0.7991436708492899,0.31783085139624173,2.146327663305705,0.10670979940000327,0.11857361931951688,4.992487748258963,0.9545200334781333
Dhule,dondaicha,Dondaicha (M),2019,1,1991,5949.0,33641.0,17380.0,16261.0,5903.0,2314.0,4450.0,18684.0,10479.0,10058.0,421.0,22741.0,0.5553937160013079,0.3114949020540412,2.1701498234564367,0.17547040813293302,0.2010641776403793,5.654899983190452,0.9356156501726122
Dhule,nandurbar,Nandurbar (M),2019,1,1991,12977.0,78378.0,40808.0,37570.0,12393.0,5869.0,7665.0,50298.0,20366.0,19675.0,691.0,57321.0,0.6417362014851106,0.25984332338156113,2.814543847589119,0.15811834953685983,0.17267600602209804,6.039762657008554,0.9206528131738875
Dhule,nawapur,Nawapur (M),2019,1,1991,4223.0,23958.0,12353.0,11605.0,4110.0,1217.0,6677.0,13676.0,6959.0,6777.0,182.0,16817.0,0.5708322898405543,0.2904666499707822,2.4165828423624083,0.17155021287252692,0.32949327990650307,5.673218091404215,0.9394479073909172
Dhule,shahade,Shahade (M),2019,1,1991,5293.0,31890.0,16460.0,15430.0,5842.0,2094.0,3243.0,18860.0,8699.0,8671.0,28.0,23163.0,0.5914079648792725,0.27278143618689243,2.6627198528566502,0.18319222326748197,0.1673565380997178,6.024938598148498,0.9374240583232077
Dhule,shirpur,Shirpur (M),2019,1,1991,7532.0,44246.0,22888.0,21358.0,7726.0,3282.0,2711.0,25703.0,13367.0,12937.0,430.0,30449.0,0.5809112688152601,0.302106405098766,2.2779232438093815,0.17461465443203905,0.13544727206979162,5.874402549123738,0.9331527437958755
Dhule,talode,Talode (M),2019,1,1991,3876.0,21700.0,11066.0,10634.0,3582.0,1161.0,5381.0,11650.0,7163.0,6868.0,295.0,14242.0,0.5368663594470046,0.3300921658986175,1.9882730699427613,0.16506912442396313,0.3014746543778802,5.598555211558308,0.9609615037050425
Jalgaon,amalner,Amalner (M),2019,3,1991,21812.4,99597.2,51222.4,48374.8,9355.6,7261.0,7192.799999999999,78827.6,37747.8,30317.6,7430.200000000001,61849.4,0.7914640170607207,0.37900463065226736,1.6384901901567772,0.09393436763282502,0.14512255364608642,4.566081678311419,0.9444071343787094
Jalgaon,bhusawal,Bhusawal (M),2019,3,1991,42996.8,199460.2,101698.2,97762.0,19217.6,38865.2,6837.8,160842.6,60841.4,51473.8,9367.599999999999,138618.8,0.8063894451123582,0.3050302767168588,2.2783630882918535,0.09634804336905306,0.22913343113062154,4.63895452684851,0.9612952834956765
Jalgaon,chalisgaon,Chalisgaon (M),2019,3,1991,22461.6,102703.8,53223.4,49480.4,10416.6,10901.4,4086.3999999999996,81075.2,34806.6,30357.4,4449.2,67897.2,0.7894079868515088,0.33890274751275024,1.9506990053610522,0.10142370584145864,0.14593228293402968,4.572416924885138,0.9296737900998433
Jalgaon,chopda,Chopda (M),2019,3,1991,16170.2,82317.4,42394.6,39922.8,9303.0,6915.799999999999,7357.6,64034.399999999994,27142.8,22334.4,4808.4,55174.6,0.7778962892413998,0.3297334463916499,2.032752700532001,0.11301377351568442,0.17339468933664087,5.09068533475158,0.9416954046034166
Jalgaon,dharangaon,Dharangaon (M),2019,3,1991,7373.0,36775.0,18959.8,17815.2,4166.4,2123.2,2004.1999999999998,27313.8,14274.0,12838.6,1435.4,22501.0,0.7427273963290278,0.388144119646499,1.576362617346224,0.11329435757987763,0.11223385452073419,4.987793299877933,0.9396301648751569
Jalgaon,erandol,Erandol (M),2019,2,1991,6759.799999999999,32407.4,16681.6,15725.8,3647.6000000000004,1821.4,1878.6,22951.800000000003,12360.6,10599.6,1761.0,20076.4,0.7082271333090591,0.3814128871800885,1.6242253612284194,0.1125545400124663,0.11417145466776106,4.794135921181101,0.9427033378093229
Jalgaon,faizpur,Faizpur (M),2019,3,1991,6458.0,28928.4,14763.4,14165.0,3631.4,2338.2,2804.2,21898.6,8899.4,7626.2,1273.2,20029.0,0.7569931278605107,0.30763540327152555,2.2506011641234243,0.12553062042836796,0.1777630287191825,4.479467327345928,0.9594673313735319
Jalgaon,fekari,Fekari (Ct),2019,1,1991,991.0,4531.0,2463.0,2068.0,669.0,595.0,105.0,2906.0,1228.0,1220.0,8.0,3295.0,0.6413595232840432,0.2710218494813507,2.683224755700326,0.14764952549106158,0.15449128227764292,4.5721493440968715,0.8396264717823793
Jalgaon,jalgaon,Jalgaon (M),2019,3,1991,119663.4,533516.0,278265.2,255250.8,55039.6,42136.8,30610.4,418650.4,180180.59999999998,165926.4,14254.2,353335.4,0.7847007399965512,0.33772295488795084,1.9610069008539215,0.10316391635864716,0.13635429865271148,4.458472682541195,0.9172932871232191
Jalgaon,kandari,Kandari (Ct),2019,3,1991,3899.4,17281.8,8998.0,8283.8,1944.2,4941.6,1554.4,13779.2,6564.4,5387.6,1176.8000000000002,10717.4,0.7973243527873255,0.37984469210383176,1.6326549265736396,0.11249985533914292,0.37588677105394114,4.43191260193876,0.9206268059568792
