district,town_name,display_name,year,census_count,first_census,No_HH,TOT_P,TOT_M,TOT_F,P_06,P_SC,P_ST,P_LIT,TOT_WORK_P,MAINWORK_P,MARGWORK_P,NON_WORK_P,literacy_rate,workforce_rate,dependency_ratio,child_ratio,sc_st_share,household_size,sex_ratio
Dhule,akkalkuwa,Akkalkuwa (Ct),2024,1,1991,1183.0,7711.0,4464.0,3247.0,1360.0,612.0,955.0,4846.0,1932.0,1821.0,111.0,5668.0,0.6284528595512904,0.2505511606795487,2.9337474120082816,0.17637141745558294,0.20321618467124886,6.518174133558749,0.7273745519713262
Dhule,dhule,Dhule (M),2024,3,1991,85995.1,419504.2,213822.2,205682.0,41790.1,32501.5,17271.5,341217.0,136730.9,128928.0,7802.9,282773.3,0.8133816061913086,0.3259345198450933,2.0681009193971516,0.09961783457710316,0.11864720305541637,4.8782337598305014,0.961930052164836
Dhule,dondaicha,Dondaicha (M),2024,1,1991,5949.0,33641.0,17380.0,16261.0,5903.0,2314.0,4450.0,18684.0,10479.0,10058.0,421.0,22741.0,0.5553937160013079,0.3114949020540412,2.1701498234564367,0.17547040813293302,0.2010641776403793,5.654899983190452,0.9356156501726122
Dhule,nandurbar,Nandurbar (M),2024,1,1991,12977.0,78378.0,40808.0,37570.0,12393.0,5869.0,7665.0,50298.0,20366.0,19675.0,691.0,57321.0,0.6417362014851106,0.25984332338156113,2.814543847589119,0.15811834953685983,0.17267600602209804,6.039762657008554,0.9206528131738875
Dhule,nawapur,Nawapur (M),2024,1,1991,4223.0,23958.0,12353.0,11605.0,4110.0,1217.0,6677.0,13676.0,6959.0,6777.0,182.0,16817.0,0.5708322898405543,0.2904666499707822,2.4165828423624083,0.17155021287252692,0.32949327990650307,5.673218091404215,0.9394479073909172
Dhule,shahade,Shahade (M),2024,1,1991,5293.0,31890.0,16460.0,15430.0,5842.0,2094.0,3243.0,18860.0,8699.0,8671.0,28.0,23163.0,0.5914079648792725,0.27278143618689243,2.6627198528566502,0.18319222326748197,0.1673565380997178,6.024938598148498,0.9374240583232077
Dhule,shirpur,Shirpur (M),2024,1,1991,7532.0,44246.0,22888.0,21358.0,7726.0,3282.0,2711.0,25703.0,13367.0,12937.0,430.0,30449.0,0.5809112688152601,0.302106405098766,2.2779232438093815,0.17461465443203905,0.13544727206979162,5.874402549123738,0.9331527437958755
Dhule,talode,Talode (M),2024,1,1991,3876.0,21700.0,11066.0,10634.0,3582.0,1161.0,5381.0,11650.0,7163.0,6868.0,295.0,14242.0,0.5368663594470046,0.3300921658986175,1.9882730699427613,0.16506912442396313,0.3014746543778802,5.598555211558308,0.9609615037050425
Jalgaon,amalner,Amalner (M),2024,3,1991,23106.4,101849.2,52258.9,49590.3,8841.6,7271.0,7853.299999999999,82398.6,40828.3,32428.6,8399.7,61020.9,0.8090255004457572,0.40087010992722577,1.494573616829503,0.08681069659850053,0.1484969935944514,4.407835058685039,0.9489350139402093
Jalgaon,bhusawal,Bhusawal (M),2024,3,1991,45702.3,206984.7,105167.7,101817.0,18853.6,45317.2,7283.299999999999,168783.6,65045.399999999994,54094.3,10951.099999999999,141939.3,0.8154399817957559,0.31425221284471744,2.182157385456927,0.09108692574861812,0.2541274789875773,4.528977753854838,0.9681394572668225
Jalgaon,chalisgaon,Chalisgaon (M),2024,3,1991,24037.6,105924.3,54777.4,51146.9,9997.6,11357.9,4472.9,85339.7,36975.1,32378.9,4596.2,68949.2,0.8056668771943737,0.3490709874882345,1.864746816100565,0.09438438583025803,0.1494539024567545,4.4066088128598535,0.9337226666471939
Jalgaon,chopda,Chopda (M),2024,3,1991,17642.2,88276.4,45390.6,42885.8,9523.0,7838.8,8301.099999999999,70703.4,29273.300000000003,24095.9,5177.4,59003.100000000006,0.8009320724451835,0.33160958081661696,2.015594415388767,0.10787707699906204,0.18283369054469822,5.003707020666356,0.9448167682295454
Jalgaon,dharangaon,Dharangaon (M),2024,3,1991,7760.5,37650.0,19427.8,18222.2,4012.9,2215.2,2166.2,28826.8,15039.0,13632.1,1406.9,22611.0,0.7656520584329349,0.3994422310756972,1.5034909235986436,0.10658432934926959,0.11637184594953519,4.851491527607757,0.9379445948589136
Jalgaon,erandol,Erandol (M),2024,2,1991,7087.799999999999,33242.65,17107.6,16135.05,3479.8500000000004,1869.15,1950.85,24284.800000000003,12770.35,10708.1,2062.25,20520.4,0.730531410702817,0.3841555952970055,1.6068784332457609,0.10468028270911015,0.11491261978211724,4.690122463952144,0.943150997217611
