district,district_code,level,tru,entity_name,entity_code,No_HH,TOT_P,TOT_M,TOT_F,P_06,P_SC,P_ST,P_LIT,TOT_WORK_P,MAINWORK_P,MARGWORK_P,NON_WORK_P
Aurangabad,19,DISTRICT,Total,Aurangabad,,751915,3701282,1924469,1776813,532659,539368,143366,2503837,1575079,1446636,128443,2126203
Aurangabad,19,DISTRICT,Urban,Aurangabad,,330965,1620170,842644,777526,226295,292709,25296,1210507,530395,483835,46560,1089775
Aurangabad,19,DISTRICT,Rural,Aurangabad,,420950,2081112,1081825,999287,306364,246659,118070,1293330,1044684,962801,81883,1036428
Aurangabad,19,TOWN,Urban,Kannad (M Cl),802763,7707,40759,21144,19615,5550,2932,1539,29735,13285,12246,1039,27474
Aurangabad,19,TOWN,Urban,Sillod (M Cl),802764,10973,58230,30074,28156,9250,5498,1548,40811,17421,16642,779,40809
Aurangabad,19,TOWN,Urban,Aurangabad (M Corp.),802765,236659,1175116,609206,565910,158779,229223,15240,889224,377822,342649,35173,797294
Aurangabad,19,TOWN,Urban,Aurangabad (Cb),802766,3263,18051,9639,8412,2318,1468,934,14163,6478,6022,456,11573
Aurangabad,19,TOWN,Urban,Wadgaon Kolhati (Ct),548933,16906,65620,35634,29986,11057,8729,735,50121,22326,21750,576,43294
Aurangabad,19,TOWN,Urban,Satara (Ct),548934,8194,39973,21044,18929,5531,7445,676,30454,12773,11996,777,27200
Aurangabad,19,TOWN,Urban,Pandharpur (Ct),548935,2320,10346,5529,4817,1656,3065,339,6843,3976,3604,372,6370
Aurangabad,19,TOWN,Urban,Khuldabad (M Cl),802767,2861,15749,8112,7637,2447,1203,510,10904,4599,4284,315,11150
Aurangabad,19,TOWN,Urban,Vaijapur (M Cl),802768,8135,41296,21243,20053,5501,6279,1061,30032,14368,13464,904,26928
Aurangabad,19,TOWN,Urban,Gangapur (M Cl),802769,5398,27745,14371,13374,3939,3053,457,19496,9982,9289,693,17763
Aurangabad,19,TOWN,Urban,Anantpur (Ct),549399,1276,6166,3157,3009,894,1581,140,4296,2085,1794,291,4081
Aurangabad,19,TOWN,Urban,Harsul (Ct),549400,967,4979,2504,2475,692,1331,70,3642,1715,1427,288,3264
Aurangabad,19,TOWN,Urban,Ranjangaon (S) (Ct),549401,11023,42877,23019,19858,7799,8532,774,30228,17188,15188,2000,25689
Aurangabad,19,TOWN,Urban,Waluj Bk. (Ct),549402,4387,20220,10592,9628,3315,3956,576,13776,6833,6174,659,13387
Aurangabad,19,TOWN,Urban,Paithan (M Cl),802770,8350,41536,21269,20267,5467,5891,519,29428,15346,13447,1899,26190
Aurangabad,19,TOWN,Urban,Chitegaon (Ct),549592,2546,11507,6107,5400,2100,2523,178,7354,4198,3859,339,7309
