district,district_code,level,tru,entity_name,entity_code,No_HH,TOT_P,TOT_M,TOT_F,P_06,P_SC,P_ST,P_LIT,TOT_WORK_P,MAINWORK_P,MARGWORK_P,NON_WORK_P
Buldana,04,DISTRICT,Total,Buldana,,561504,2586258,1337560,1248698,332125,470895,124837,1879874,1219641,1107542,112099,1366617
Buldana,04,DISTRICT,Urban,Buldana,,110220,548860,282318,266542,67155,75758,8661,429116,181044,162405,18639,367816
Buldana,04,DISTRICT,Rural,Buldana,,451284,2037398,1055242,982156,264970,395137,116176,1450758,1038597,945137,93460,998801
Buldana,04,TOWN,Urban,Jalgaon (Jamod) (M Cl),802662,5395,28276,14550,13726,3633,2537,545,21408,9777,8971,806,18499
Buldana,04,TOWN,Urban,Shegaon (M Cl),802663,12031,59672,30547,29125,7252,9015,1318,47020,20998,19073,1925,38674
Buldana,04,TOWN,Urban,Nandura (M Cl + Og),802664,8775,44419,22848,21571,5604,4768,700,35039,14399,12809,1590,30020
Buldana,04,TOWN,Urban,Nandura (M Cl),802664,8261,42167,21668,20499,5364,4519,618,33136,13705,12228,1477,28462
Buldana,04,TOWN,Urban,Malkapur (M Cl),802665,12879,67740,34693,33047,8984,4551,504,51668,21268,17411,3857,46472
Buldana,04,TOWN,Urban,Khamgaon (M Cl),802666,19185,94191,48368,45823,10597,11149,1281,76870,29659,26806,2853,64532
Buldana,04,TOWN,Urban,Mehkar (M Cl),802667,9068,45248,23274,21974,5935,8202,499,33980,15653,14252,1401,29595
Buldana,04,TOWN,Urban,Chikhli (M Cl),802668,11864,57889,29977,27912,6785,9515,515,45627,18813,16941,1872,39076
Buldana,04,TOWN,Urban,Buldana (M Cl),802669,14098,67431,34502,32929,7730,12342,1568,53971,20729,18884,1845,46702
Buldana,04,TOWN,Urban,Sundarkhed (Ct),529327,2938,13317,6938,6379,1285,5135,353,10896,3921,3602,319,9396
Buldana,04,TOWN,Urban,Deulgaon Raja (M Cl),802670,5972,30827,15954,14873,3997,3460,196,23538,10086,9548,538,20741
Buldana,04,TOWN,Urban,Sindkhed Raja (M Cl),802671,3377,16434,8553,7881,2145,2482,192,11721,7226,6784,442,9208
Buldana,04,TOWN,Urban,Lonar (M Cl),802672,4638,23416,12114,11302,3208,2602,990,17378,8515,7324,1191,14901
