district,district_code,level,tru,entity_name,entity_code,No_HH,TOT_P,TOT_M,TOT_F,P_06,P_SC,P_ST,P_LIT,TOT_WORK_P,MAINWORK_P,MARGWORK_P,NON_WORK_P
Amravati,07,DISTRICT,Total,Amravati,,647451,2888445,1480768,1407677,311391,506374,404128,2251875,1236322,1061544,174778,1652123
Amravati,07,DISTRICT,Urban,Amravati,,217169,1037287,530135,507152,106839,160318,35498,851180,344221,307061,37160,693066
Amravati,07,DISTRICT,Rural,Amravati,,430282,1851158,950633,900525,204552,346056,368630,1400695,892101,754483,137618,959057
Amravati,07,TOWN,Urban,Dharni (Ct),531532,3234,15761,8075,7686,2066,1537,3493,11747,4873,3504,1369,10888
Amravati,07,TOWN,Urban,Chikhaldara (M Cl),802683,948,5158,2789,2369,503,882,1844,4277,1329,910,419,3829
Amravati,07,TOWN,Urban,Anjangaon (M Cl),802684,11168,56380,29017,27363,6526,5555,328,44333,19185,16409,2776,37195
Amravati,07,TOWN,Urban,Achalpur (M Cl),802685,21756,112311,58108,54203,12236,13773,4069,91547,37701,32741,4960,74610
Amravati,07,TOWN,Urban,Chandurbazar (M Cl),802686,3598,18759,9529,9230,2006,2902,318,15304,6168,5023,1145,12591
Amravati,07,TOWN,Urban,Morshi (M Cl),802687,8268,37333,19031,18302,3806,3609,1957,30375,13286,11336,1950,24047
Amravati,07,TOWN,Urban,Warud (M Cl),802688,9957,45482,23182,22300,4413,4952,3409,37422,16970,15137,1833,28512
Amravati,07,TOWN,Urban,Shendurjana (M Cl),802689,4703,21748,11227,10521,2239,2738,1210,17420,9426,8981,445,12322
Amravati,07,TOWN,Urban,Amravati (M Corp.),802690,136796,647057,329992,317065,65355,111435,15955,535594,208536,189628,18908,438521
Amravati,07,TOWN,Urban,Daryapur Banosa (M Cl),802691,7625,36463,18590,17873,3769,7086,1272,29339,12456,10685,1771,24007
Amravati,07,TOWN,Urban,Chandur Railway (M Cl),802692,4337,19776,9982,9794,2011,2788,734,16187,7117,6303,814,12659
Amravati,07,TOWN,Urban,Dattapur Dhamangaon (M Cl),802693,4779,21059,10613,10446,1909,3061,909,17635,7174,6404,770,13885
