district,district_code,level,tru,entity_name,entity_code,No_HH,TOT_P,TOT_M,TOT_F,P_06,P_SC,P_ST,P_LIT,TOT_WORK_P,MAINWORK_P,MARGWORK_P,NON_WORK_P
Kolhapur,34,DISTRICT,Total,Kolhapur,,840240,3876001,1980658,1895343,408942,504461,30206,2825845,1704054,1508563,195491,2171947
Kolhapur,34,DISTRICT,Urban,Kolhapur,,271721,1230009,631843,598166,128986,148820,7888,971976,436797,406585,30212,793212
Kolhapur,34,DISTRICT,Rural,Kolhapur,,568519,2645992,1348815,1297177,279956,355641,22318,1853869,1267257,1101978,165279,1378735
Kolhapur,34,TOWN,Urban,Malkapur (M Cl),802881,1138,5339,2699,2640,509,1112,26,4338,1840,1544,296,3499
Kolhapur,34,TOWN,Urban,Panhala (M Cl),802882,695,3121,1590,1531,280,427,39,2618,1058,943,115,2063
Kolhapur,34,TOWN,Urban,Wadi Ratnagiri (Ct),567260,934,4693,2387,2306,479,375,3,3393,1747,1579,168,2946
Kolhapur,34,TOWN,Urban,Vadgaon Kasba (M Cl),802883,5328,25651,13257,12394,2816,3764,142,19306,9230,8051,1179,16421
Kolhapur,34,TOWN,Urban,Ichalkaranji (M Cl),802884,61421,287353,149164,138189,33716,26104,1760,218070,103223,99152,4071,184130
Kolhapur,34,TOWN,Urban,Korochi (Ct),567319,4359,20420,10699,9721,2447,4010,159,15385,7372,6573,799,13048
Kolhapur,34,TOWN,Urban,Kabnur (Ct),567320,8519,38146,19946,18200,4486,5851,186,29137,14029,13060,969,24117
Kolhapur,34,TOWN,Urban,Hupari (Ct),567321,6059,28953,14653,14300,3057,4168,186,21978,11715,10536,1179,17238
Kolhapur,34,TOWN,Urban,Jaysingpur (M Cl),802885,10700,48510,24273,24237,5076,4865,554,37085,17813,16387,1426,30697
Kolhapur,34,TOWN,Urban,Kurundvad (M Cl),802886,4572,22372,11325,11047,2267,1991,104,17471,7504,6816,688,14868
Kolhapur,34,TOWN,Urban,Kolhapur (M Corp.),802887,124194,549236,280366,268870,52307,72005,2989,450265,191556,178211,13345,357680
Kolhapur,34,TOWN,Urban,Ujalaiwadi (Ct),567497,2149,9075,4714,4361,993,789,71,7275,3002,2899,103,6073
Kolhapur,34,TOWN,Urban,Gandhinagar (Ct),567498,2565,12601,6572,6029,1245,1389,38,10437,4672,4323,349,7929
Kolhapur,34,TOWN,Urban,Uchgaon (Ct),567499,7121,31238,16260,14978,3884,3876,901,23654,11158,10041,1117,20080
Kolhapur,34,TOWN,Urban,Pachgaon (Ct),567500,5052,22353,11740,10613,2301,3357,164,18198,8137,7368,769,14216
Kolhapur,34,TOWN,Urban,Morewadi (Ct),567501,1674,7222,3692,3530,722,641,11,5957,2517,2343,174,4705
Kolhapur,34,TOWN,Urban,Gokul Shirgaon (Ct),567502,2051,8623,4576,4047,1106,1521,36,6384,3196,2862,334,5427
Kolhapur,34,TOWN,Urban,Tamgaon (Ct),567503,1242,5223,2736,2487,697,928,1,3737,2337,1975,362,2886
Kolhapur,34,TOWN,Urban,Kalambe T. Thane (Ct),567504,2253,10138,5351,4787,1114,1522,14,7692,3910,3662,248,6228
Kolhapur,34,TOWN,Urban,Kagal (M Cl),802888,7390,34106,17634,16472,3757,5278,122,25830,11801,11131,670,22305
Kolhapur,34,TOWN,Urban,Murgud (M Cl),802889,2419,11194,5753,5441,1079,1403,53,8570,4125,3523,602,7069
Kolhapur,34,TOWN,Urban,Ajra (Ct),567964,3651,17257,8838,8419,1967,918,97,13299,5779,5075,704,11478
Kolhapur,34,TOWN,Urban,Gadhinglaj (M Cl),802890,6235,27185,13618,13567,2681,2526,232,21897,9076,8531,545,18109
