district,district_code,level,tru,entity_name,entity_code,No_HH,TOT_P,TOT_M,TOT_F,P_06,P_SC,P_ST,P_LIT,TOT_WORK_P,MAINWORK_P,MARGWORK_P,NON_WORK_P
Satara,31,DISTRICT,Total,Satara,,653735,3003741,1510842,1492899,317885,323236,29635,2225694,1354947,1184407,170540,1648794
Satara,31,DISTRICT,Urban,Satara,,125148,570378,291093,279285,59318,75661,7172,454944,200246,183068,17178,370132
Satara,31,DISTRICT,Rural,Satara,,528587,2433363,1219749,1213614,258567,247575,22463,1770750,1154701,1001339,153362,1278662
Satara,31,TOWN,Urban,Mahabaleshwar (M Cl),802863,2438,13393,6974,6419,1368,1288,368,10789,4870,4601,269,8523
Satara,31,TOWN,Urban,Panchgani (M Cl),802864,2567,14894,8335,6559,1315,3331,321,12559,4309,3883,426,10585
Satara,31,TOWN,Urban,Wai (M Cl),802865,8117,36025,18134,17891,3700,3697,926,28720,12739,12045,694,23286
Satara,31,TOWN,Urban,Songirwadi (Rural) (Ct),563165,183,791,418,373,77,102,75,667,279,269,10,512
Satara,31,TOWN,Urban,Lonand (Ct),563232,4039,18723,9560,9163,2109,2462,599,14862,6871,6517,354,11852
Satara,31,TOWN,Urban,Phaltan (M Cl),802866,11177,52118,26242,25876,5395,9047,388,41339,17783,16058,1725,34335
Satara,31,TOWN,Urban,Kolki (Ct),563358,1757,8054,4153,3901,778,1003,103,6591,2977,2651,326,5077
Satara,31,TOWN,Urban,Mhaswad (M Cl),802867,4812,24120,12185,11935,3008,3324,77,15646,10959,9593,1366,13161
Satara,31,TOWN,Urban,Rahimatpur (M Cl),802868,3607,17633,8914,8719,1699,1451,125,13544,6713,6089,624,10920
Satara,31,TOWN,Urban,Koregaon (Ct),563744,5479,24690,12538,12152,2687,2496,393,19483,8684,7694,990,16006
Satara,31,TOWN,Urban,Satara (M Cl),802869,27297,120195,61129,59066,11469,15642,1031,100208,40386,36746,3640,79809
Satara,31,TOWN,Urban,Khed (Ct),563956,3162,14266,7395,6871,1684,4254,325,10766,5542,4480,1062,8724
Satara,31,TOWN,Urban,Karanje Tarf Satara (Ct),563957,6715,29140,14972,14168,3016,3507,494,23643,9958,9328,630,19182
Satara,31,TOWN,Urban,Godoli (Ct),563958,5399,22517,11585,10932,2035,2060,246,18981,7422,7103,319,15095
Satara,31,TOWN,Urban,Kodoli (Ct),563959,6207,26106,13493,12613,3023,2518,103,21156,8850,8076,774,17256
Satara,31,TOWN,Urban,Medha (Ct),564121,1037,4678,2323,2355,600,460,275,3544,1633,1419,214,3045
Satara,31,TOWN,Urban,Patan (Ct),564465,3052,13779,6962,6817,1501,2165,422,10849,4332,3911,421,9447
Satara,31,TOWN,Urban,Karad (M Cl),802870,11395,53879,27134,26745,5444,6279,214,43131,19019,17921,1098,34860
Satara,31,TOWN,Urban,Malkapur (Np),802871,7125,31671,16352,15319,3576,4040,173,24762,10887,10181,706,20784
Satara,31,TOWN,Urban,Hajarmachi (Ct),564683,2027,9317,4772,4545,1011,1706,113,7407,3490,3076,414,5827
Satara,31,TOWN,Urban,Saidapur (Ct),564684,3135,13913,6986,6927,1319,1895,145,11205,4870,4275,595,9043
Satara,31,TOWN,Urban,Karad (Rural) (Ct),564685,4421,20476,10537,9939,2504,2934,256,15092,7673,7152,521,12803
