district,district_code,level,tru,entity_name,entity_code,No_HH,TOT_P,TOT_M,TOT_F,P_06,P_SC,P_ST,P_LIT,TOT_WORK_P,MAINWORK_P,MARGWORK_P,NON_WORK_P
Thane,21,DISTRICT,Total,Thane,,2529165,11060148,5865078,5195070,1327146,730089,1542451,8227161,4492767,3930511,562256,6567381
Thane,21,DISTRICT,Urban,Thane,,1987566,8514678,4564942,3949736,962940,645107,277289,6687276,3323038,3045058,277980,5191640
Thane,21,DISTRICT,Rural,Thane,,541599,2545470,1300136,1245334,364206,84982,1265162,1539885,1169729,885453,284276,1375741
Thane,21,TOWN,Urban,Dahanu (M Cl),802782,11397,50287,25790,24497,5242,2471,9323,38137,19901,17921,1980,30386
Thane,21,TOWN,Urban,Chinchani (Ct),551750,3129,13646,6793,6853,1133,117,2820,11166,5604,4661,943,8042
Thane,21,TOWN,Urban,Vikramgad (Ct),551844,1263,5991,3080,2911,808,158,3259,4290,2278,1673,605,3713
Thane,21,TOWN,Urban,Jawhar (M Cl),802783,2724,12040,6127,5913,1443,929,4203,9421,4137,3525,612,7903
Thane,21,TOWN,Urban,Kudus (Ct),552181,1627,7204,3899,3305,1161,485,765,5114,2652,2421,231,4552
Thane,21,TOWN,Urban,Vada (Ct),552182,3959,16750,8596,8154,1871,825,4421,12949,6178,5030,1148,10572
Thane,21,TOWN,Urban,Palghar (M Cl),802784,16273,68930,36523,32407,8139,3419,9720,53435,27786,25176,2610,41144
Thane,21,TOWN,Urban,Katkar (Ct),552386,2852,11398,6426,4972,1818,584,1234,8100,4513,4019,494,6885
Thane,21,TOWN,Urban,Boisar (Ct),552387,8711,36151,20319,15832,4896,1741,636,27658,14372,12837,1535,21779
Thane,21,TOWN,Urban,Salwad (Ct),552388,2696,10397,6237,4160,1273,301,374,8024,4693,4329,364,5704
Thane,21,TOWN,Urban,Dandi (Ct),552389,2367,8942,5136,3806,1358,243,1712,5957,3658,3337,321,5284
Thane,21,TOWN,Urban,Khaira (Ct),552390,7651,31699,18332,13367,4210,549,845,24303,12948,11759,1189,18751
Thane,21,TOWN,Urban,Saravali (Ct),552391,2209,8710,5008,3702,1124,231,184,7039,3736,3417,319,4974
Thane,21,TOWN,Urban,Manor (Ct),552392,2206,10421,5322,5099,1367,389,3916,7759,3908,2912,996,6513
Thane,21,TOWN,Urban,Shirgaon (Ct),552393,1378,5971,3097,2874,642,361,1193,4699,2816,2219,597,3155
Thane,21,TOWN,Urban,Umbar Pada Nandade (Ct),552394,1789,7605,3868,3737,921,284,1432,5552,2972,2513,459,4633
Thane,21,TOWN,Urban,Tarapur (Ct),552395,1558,6962,3462,3500,652,644,809,5747,2673,2191,482,4289
Thane,21,TOWN,Urban,Pasthal (Ct),552396,4804,18194,9635,8559,2037,1641,965,15216,7165,6789,376,11029
Thane,21,TOWN,Urban,Vasai-Virar City (M Corp),802785,291229,1222390,648172,574218,147102,50983,57490,952411,490018,445274,44744,732372
Thane,21,TOWN,Urban,Chandrapada (Ct),552447,1897,7750,4037,3713,1164,634,961,5603,3274,2763,511,4476
Thane,21,TOWN,Urban,Mira-Bhayandar (M Corp.),802786,187059,809378,429260,380118,88015,30243,12596,656293,316363,281675,34688,493015
Thane,21,TOWN,Urban,Thane (M Corp.),802787,435341,1841488,975399,866089,209879,126003,42698,1458796,699235,649128,50107,1142253
Thane,21,TOWN,Urban,Navi Mumbai (M Corp.),802788,273626,1120547,610060,510487,129591,100067,18913,888117,455485,419469,36016,665062
Thane,21,TOWN,Urban,Bhiwandi Nizampur (M Corp.),802789,140035,709665,415339,294326,91825,21820,8178,491071,289828,269087,20741,419837
Thane,21,TOWN,Urban,Padagha (Ct),552675,1458,6633,3404,3229,847,575,412,5150,2476,2022,454,4157
Thane,21,TOWN,Urban,Shelar (Ct),552676,3538,14899,9183,5716,1880,1728,951,10474,7240,6642,598,7659
Thane,21,TOWN,Urban,Khoni (Ct),552677,4752,26016,16365,9651,3303,611,674,17729,12571,11311,1260,13445
Thane,21,TOWN,Urban,Mahapoli (Ct),552678,1128,5666,2965,2701,894,345,1218,3857,1749,1492,257,3917
Thane,21,TOWN,Urban,Borivali Tarf Rahur (Ct),552679,1130,5780,2929,2851,867,368,500,4213,1642,1519,123,4138
Thane,21,TOWN,Urban,Kambe (Ct),552680,1559,6642,3752,2890,929,800,1417,4500,3003,2616,387,3639
Thane,21,TOWN,Urban,Katai (Ct),552681,3024,12898,9403,3495,1244,1417,1102,8986,8289,7659,630,4609
Thane,21,TOWN,Urban,Karivali (Ct),552682,3190,12907,9017,3890,1369,825,210,8931,7896,7181,715,5011
Thane,21,TOWN,Urban,Kharbav (Ct),552683,1109,5250,2630,2620,642,222,412,3887,1907,1417,490,3343
Thane,21,TOWN,Urban,Rahanal (Ct),552684,2590,10928,6233,4695,1542,978,521,7912,4747,4254,493,6181
Thane,21,TOWN,Urban,Purne (Ct),552685,1486,6588,3808,2780,849,328,54,4658,2816,2639,177,3772
Thane,21,TOWN,Urban,Kalher (Ct),552686,3587,15573,8701,6872,1955,564,650,12310,6472,5902,570,9101
Thane,21,TOWN,Urban,Kon (Ct),552687,5452,24295,13083,11212,3134,1864,1032,18867,8555,7850,705,15740
Thane,21,TOWN,Urban,Kasara Bk. (Ct),552913,3196,15611,7896,7715,2000,3648,5536,10855,4504,3640,864,11107
Thane,21,TOWN,Urban,Shahapur (Ct),552914,2713,11623,5930,5693,1224,684,1498,9387,4048,3336,712,7575
