district,district_code,level,tru,entity_name,entity_code,No_HH,TOT_P,TOT_M,TOT_F,P_06,P_SC,P_ST,P_LIT,TOT_WORK_P,MAINWORK_P,MARGWORK_P,NON_WORK_P
Akola,05,DISTRICT,Total,Akola,,395690,1813906,932334,881572,211080,364059,100280,1411281,768154,691025,77129,1045752
Akola,05,DISTRICT,Urban,Akola,,145530,719741,368401,351340,81893,110484,14619,581926,238800,221508,17292,480941
Akola,05,DISTRICT,Rural,Akola,,250160,1094165,563933,530232,129187,253575,85661,829355,529354,469517,59837,564811
Akola,05,TOWN,Urban,Telhara (M Cl),802673,4518,20986,10759,10227,2352,3725,641,16805,8034,7668,366,12952
Akola,05,TOWN,Urban,Akot (M Cl),802674,18441,92637,47733,44904,11055,10461,1328,72182,30838,28104,2734,61799
Akola,05,TOWN,Urban,Balapur (M Cl),802675,7761,44594,22909,21685,6152,3139,528,34309,14470,12967,1503,30124
Akola,05,TOWN,Urban,Akola (M Corp.),802676,86016,425817,217393,208424,47319,66078,8715,347893,139283,132005,7278,286534
Akola,05,TOWN,Urban,Umari Pr. Akola (Ct),530164,1472,6756,3527,3229,770,3008,301,5430,2575,2185,390,4181
Akola,05,TOWN,Urban,Umri Pragane Balapur (Ct),530165,4702,20262,10469,9793,2044,3100,480,17044,7156,6330,826,13106
Akola,05,TOWN,Urban,Shivar (Ct),530166,1382,6047,3161,2886,692,523,188,4995,2409,2274,135,3638
Akola,05,TOWN,Urban,Shivani (Ct),530167,2907,13699,7022,6677,1869,4940,210,10399,4577,4193,384,9122
Akola,05,TOWN,Urban,Malkapur (Ct),530168,3476,15420,7955,7465,1516,3754,433,12796,5307,4893,414,10113
Akola,05,TOWN,Urban,Khadki Bk (Ct),530169,2712,12133,6284,5849,1241,2827,550,10208,3976,3654,322,8157
Akola,05,TOWN,Urban,Murtijapur (M Cl),802677,8230,40295,20309,19986,4348,6448,950,33088,13446,12109,1337,26849
Akola,05,TOWN,Urban,Patur (M Cl),802678,3913,21095,10880,10215,2535,2481,295,16777,6729,5126,1603,14366
