district,district_code,level,tru,entity_name,entity_code,No_HH,TOT_P,TOT_M,TOT_F,P_06,P_SC,P_ST,P_LIT,TOT_WORK_P,MAINWORK_P,MARGWORK_P,NON_WORK_P
Dhule,02,DISTRICT,Total,Dhule,,408874,2050862,1054031,996831,273507,127571,647315,1293916,936370,825875,110495,1114492
Dhule,02,DISTRICT,Urban,Dhule,,112157,571036,295115,275921,67471,45272,39491,436476,178284,162798,15486,392752
Dhule,02,DISTRICT,Rural,Dhule,,296717,1479826,758916,720910,206036,82299,607824,857440,758086,663077,95009,721740
Dhule,02,TOWN,Urban,Shirpur-Warwade (M Cl),802644,15187,76905,40235,36670,8977,5615,7280,57600,24551,22265,2286,52354
Dhule,02,TOWN,Urban,Dondaicha-Warwade(M Cl),802645,9479,46767,24011,22756,5435,2724,7373,33837,15290,13018,2272,31477
Dhule,02,TOWN,Urban,Nijampur (Ct),526463,1529,7696,3963,3733,1025,262,1185,5561,3028,2886,142,4668
Dhule,02,TOWN,Urban,Sakri (Ct),526464,4638,21764,11202,10562,2667,1577,3161,15507,8306,7784,522,13458
Dhule,02,TOWN,Urban,Dhule (M Corp.),802646,72076,375559,193446,182113,44836,29245,15237,290569,113925,105372,8553,261634
Dhule,02,TOWN,Urban,Walwadi (Ct),526630,6492,29636,15516,14120,2884,4233,3365,23881,8927,7706,1221,20709
Dhule,02,TOWN,Urban,Mahindale (Ct),526631,1717,7977,4196,3781,977,1139,1367,6175,2583,2218,365,5394
Dhule,02,TOWN,Urban,Awadhan (Ct),526632,1039,4732,2546,2186,670,477,523,3346,1674,1549,125,3058
