district,district_code,level,tru,entity_name,entity_code,No_HH,TOT_P,TOT_M,TOT_F,P_06,P_SC,P_ST,P_LIT,TOT_WORK_P,MAINWORK_P,MARGWORK_P,NON_WORK_P
Nanded,15,DISTRICT,Total,Nanded,,665434,3361292,1730075,1631217,459572,640483,281695,2189425,1493953,1317791,176162,1867339
Nanded,15,DISTRICT,Urban,Nanded,,171093,913898,471915,441983,118549,167049,39983,660108,293229,255652,37577,620669
Nanded,15,DISTRICT,Rural,Nanded,,494341,2447394,1258160,1189234,341023,473434,241712,1529317,1200724,1062139,138585,1246670
Nanded,15,TOWN,Urban,Kinwat (M Cl),802735,5871,28454,14481,13973,3614,3590,1844,20356,9560,8343,1217,18894
Nanded,15,TOWN,Urban,Gokunda (Ct),544383,2300,11600,6039,5561,1440,2579,1681,8640,3763,2837,926,7837
Nanded,15,TOWN,Urban,Hadgaon (M Cl),802736,5217,27433,14066,13367,3859,4804,540,18937,9418,8100,1318,18015
Nanded,15,TOWN,Urban,Nanded Waghala (M Corp.),802737,102997,550439,285433,265006,71133,102677,12738,411866,167802,146348,21454,382637
Nanded,15,TOWN,Urban,Wajegaon (Ct),544752,1660,9772,4977,4795,1713,564,68,6202,3058,2460,598,6714
Nanded,15,TOWN,Urban,Dhanegaon (Ct),544753,1864,9809,5049,4760,1348,3591,128,6631,3524,3315,209,6285
Nanded,15,TOWN,Urban,Balirampur (Ct),544754,2193,11939,6177,5762,1721,6846,82,7833,4015,3518,497,7924
Nanded,15,TOWN,Urban,Mudkhed (M Cl),802738,3902,23517,12647,10870,3221,3651,624,15859,9135,8198,937,14382
Nanded,15,TOWN,Urban,Bhokar (M Cl),802739,6250,32899,17104,15795,4343,4862,2210,23070,11173,9402,1771,21726
Nanded,15,TOWN,Urban,Peth Umri (M Cl),802740,2580,13501,6868,6633,1739,3099,833,8983,4482,3842,640,9019
Nanded,15,TOWN,Urban,Dharmabad (M Cl),802741,6596,33741,16919,16822,4170,5571,4587,22290,13771,12589,1182,19970
Nanded,15,TOWN,Urban,Kundalwadi (M Cl),802742,2888,14760,7413,7347,1714,1225,3798,8547,6613,5678,935,8147
Nanded,15,TOWN,Urban,Biloli (M Cl),802743,2707,14923,7569,7354,1936,2863,3299,9875,5143,4299,844,9780
Nanded,15,TOWN,Urban,Loha (M Cl),802744,4426,24125,12334,11791,3258,3878,44,16410,7947,7312,635,16178
Nanded,15,TOWN,Urban,Kandhar (M Cl),802745,4411,24843,13048,11795,3205,5600,82,17092,7058,6513,545,17785
Nanded,15,TOWN,Urban,Mukhed (M Cl),802746,5081,27650,14184,13466,3588,4241,2416,19504,9593,7891,1702,18057
Nanded,15,TOWN,Urban,Deglur (M Cl),802747,10150,54493,27607,26886,6547,7408,5009,38013,17174,15007,2167,37319
