district,district_code,level,tru,entity_name,entity_code,No_HH,TOT_P,TOT_M,TOT_F,P_06,P_SC,P_ST,P_LIT,TOT_WORK_P,MAINWORK_P,MARGWORK_P,NON_WORK_P
Bid,27,DISTRICT,Total,Bid,,535835,2585049,1349106,1235943,352890,351254,32722,1718507,1255548,1154708,100840,1329501
Bid,27,DISTRICT,Urban,Bid,,100247,514298,266128,248170,69262,72385,6041,382918,169159,149980,19179,345139
Bid,27,DISTRICT,Rural,Bid,,435588,2070751,1082978,987773,283628,278869,26681,1335589,1086389,1004728,81661,984362
Bid,27,TOWN,Urban,Ashti (Ct),558895,2538,11972,6102,5870,1503,1376,134,8944,4265,3859,406,7707
Bid,27,TOWN,Urban,Georai (M Cl),802833,6396,33562,17263,16299,4838,4279,365,23913,11508,10178,1330,22054
Bid,27,TOWN,Urban,Manjlegaon (M Cl),802834,9468,49453,25539,23914,7046,6403,723,35030,16520,14882,1638,32933
Bid,27,TOWN,Urban,Bid (M Cl),802835,28940,146709,75566,71143,19954,13946,1326,113249,47386,41658,5728,99323
Bid,27,TOWN,Urban,Bid (Rural) (Ct),559688,11120,56531,29876,26655,7453,11189,555,42019,17862,16482,1380,38669
Bid,27,TOWN,Urban,Kaij (Np),802836,6148,30704,16208,14496,4097,5718,370,22672,10179,8734,1445,20525
Bid,27,TOWN,Urban,Dharur (M Cl),802837,3959,20417,10573,9844,2792,2820,327,14535,7614,6683,931,12803
Bid,27,TOWN,Urban,Parli (M Cl),802838,17382,90975,46975,44000,12206,14695,1384,66483,29775,26485,3290,61200
Bid,27,TOWN,Urban,Ambejogai (M Cl),802839,14296,73975,38026,35949,9373,11959,857,56073,24050,21019,3031,49925
