district,district_code,level,tru,entity_name,entity_code,No_HH,TOT_P,TOT_M,TOT_F,P_06,P_SC,P_ST,P_LIT,TOT_WORK_P,MAINWORK_P,MARGWORK_P,NON_WORK_P
Nagpur,09,DISTRICT,Total,Nagpur,,1041544,4653570,2384975,2268595,497087,867713,437571,3673808,1868560,1654778,213782,2785010
Nagpur,09,DISTRICT,Urban,Nagpur,,701547,3178759,1626618,1552141,332124,633651,237417,2600829,1120561,1022448,98113,2058198
Nagpur,09,DISTRICT,Rural,Nagpur,,339997,1474811,758357,716454,164963,234062,200154,1072979,747999,632330,115669,726812
Nagpur,09,TOWN,Urban,Mowad (M Cl),802700,2021,8777,4444,4333,923,620,1031,6928,3744,3458,286,5033
Nagpur,09,TOWN,Urban,Narkhed (M Cl),802701,4739,21127,10807,10320,2029,3210,1627,16792,8572,7280,1292,12555
Nagpur,09,TOWN,Urban,Katol (M Cl),802702,9866,43267,22064,21203,4174,6086,3425,35231,14919,14012,907,28348
Nagpur,09,TOWN,Urban,Kalameshwar (M Cl),802703,4536,19578,10047,9531,1975,2016,848,16154,7109,6485,624,12469
Nagpur,09,TOWN,Urban,Mohpa (M Cl),802704,1637,6987,3520,3467,615,744,142,5625,2769,2365,404,4218
Nagpur,09,TOWN,Urban,Bamhni (Ct),535202,2450,10341,5407,4934,1171,1241,594,8276,3855,3559,296,6486
Nagpur,09,TOWN,Urban,Savner (M Cl),802705,7423,32498,16570,15928,3343,4342,1555,26102,11326,10243,1083,21172
Nagpur,09,TOWN,Urban,Khapa (M Cl),802706,3202,14659,7449,7210,1551,1762,3158,11133,5826,4741,1085,8833
Nagpur,09,TOWN,Urban,Waghoda (Ct),535332,1639,7628,4009,3619,596,1859,575,6219,2216,1974,242,5412
Nagpur,09,TOWN,Urban,Walani (Ct),535333,1762,9393,4939,4454,1039,2419,422,7269,2840,2590,250,6553
Nagpur,09,TOWN,Urban,Sillewada (Ct),535334,1457,7290,3867,3423,783,1828,392,5473,2420,2011,409,4870
Nagpur,09,TOWN,Urban,Chandkapur (Ct),535335,2447,12077,6389,5688,1326,3966,851,9652,3638,3152,486,8439
Nagpur,09,TOWN,Urban,Chicholi (Ct),535336,4122,18469,9499,8970,1786,6698,1391,15038,6356,5536,820,12113
Nagpur,09,TOWN,Urban,Tekadi (Ct),535451,2498,13741,7077,6664,1536,1859,862,10239,4075,3182,893,9666
Nagpur,09,TOWN,Urban,Kanhan (Pipri) (Ct),535452,4778,22945,11669,11276,2568,7765,901,17144,7853,6586,1267,15092
Nagpur,09,TOWN,Urban,Kandri (Ct),535453,2115,10624,5529,5095,1192,2326,552,8107,3645,2964,681,6979
Nagpur,09,TOWN,Urban,Ramtek (M Cl),802707,4929,22310,11321,10989,2193,3040,1387,18010,8433,7196,1237,13877
Nagpur,09,TOWN,Urban,Kandri (Ct),535610,1152,5099,2516,2583,486,817,2313,3678,2082,1150,932,3017
Nagpur,09,TOWN,Urban,Mouda (Ct),535734,3476,14606,7564,7042,1719,1627,1633,11643,5225,4678,547,9381
Nagpur,09,TOWN,Urban,Kamptee (M Cl),802708,16541,86793,43470,43323,9815,24352,1961,68947,28736,24764,3972,58057
Nagpur,09,TOWN,Urban,Kamptee (Cb),802709,2276,12457,8039,4418,1259,1588,170,10579,6272,5852,420,6185
Nagpur,09,TOWN,Urban,Mahadula (Ct),535809,5026,21481,11145,10336,2264,7143,985,16718,7976,6886,1090,13505
Nagpur,09,TOWN,Urban,Koradi (Ct),535810,1419,6321,3265,3056,662,1049,197,5097,2086,1799,287,4235
Nagpur,09,TOWN,Urban,Yerkheda (Ct),535811,3285,15727,8002,7725,1656,3903,696,13001,5357,4778,579,10370
Nagpur,09,TOWN,Urban,Bhokara (Ct),535965,1977,8602,4556,4046,908,1652,561,7010,2974,2677,297,5628
Nagpur,09,TOWN,Urban,Narsala (Ct),535966,3982,17330,8854,8476,1828,2581,1085,14105,5983,4581,1402,11347
Nagpur,09,TOWN,Urban,Hudkeshwar Bk. (Ct),535967,5602,24499,12543,11956,2247,2753,2078,20903,8092,7288,804,16407
Nagpur,09,TOWN,Urban,Borkhedi (Ct),535968,3519,13294,7008,6286,2088,2279,1093,10253,5131,4738,393,8163
Nagpur,09,TOWN,Urban,Bori (Ct),535969,2896,12072,6307,5765,1656,1860,1004,9504,4454,3525,929,7618
Nagpur,09,TOWN,Urban,Wadi (Ct),535970,12842,54048,28143,25905,6398,14658,2232,44188,18728,16574,2154,35320
Nagpur,09,TOWN,Urban,Davlameti (Ct),535971,3404,14545,7529,7016,1572,6201,553,11901,5109,4633,476,9436
Nagpur,09,TOWN,Urban,Sonegaon (Nipani) (Ct),535972,2293,9387,4937,4450,1000,2100,566,7596,3535,2761,774,5852
Nagpur,09,TOWN,Urban,Nagpur (M Corp.),802710,527634,2405665,1225405,1180260,247078,475425,185281,1984123,843771,779259,64512,1561894
Nagpur,09,TOWN,Urban,Nildoh (Ct),536123,5483,20888,11566,9322,2534,4972,1297,16417,8634,8092,542,12254
Nagpur,09,TOWN,Urban,Digdoh (Ct),536124,9640,38157,20590,17567,4646,7479,2434,30881,13595,13036,559,24562
Nagpur,09,TOWN,Urban,Wanadongri (Ct),536125,9169,37667,20171,17496,4863,5423,1897,29296,13099,12259,840,24568
Nagpur,09,TOWN,Urban,Waddhamana (Ct),536126,1348,6148,3133,3015,775,771,526,4674,2347,2166,181,3801
Nagpur,09,TOWN,Urban,Nagalwadi (Ct),536127,643,2562,1345,1217,305,669,120,2078,952,910,42,1610
Nagpur,09,TOWN,Urban,Isasani (Ct),536128,1095,4366,2257,2109,629,2028,655,3253,1795,1408,387,2571
Nagpur,09,TOWN,Urban,Takalghat (Ct),536129,2947,11363,6210,5153,1398,2506,644,8913,5089,4064,1025,6274
Nagpur,09,TOWN,Urban,Umred (M Cl),802711,12277,53971,27456,26515,5538,8034,7723,42679,19943,17236,2707,34028
