district,district_code,level,tru,entity_name,entity_code,No_HH,TOT_P,TOT_M,TOT_F,P_06,P_SC,P_ST,P_LIT,TOT_WORK_P,MAINWORK_P,MARGWORK_P,NON_WORK_P
Osmanabad,29,DISTRICT,Total,Osmanabad,,351281,1657576,861535,796041,207096,265184,36039,1137810,773916,701894,72022,883660
Osmanabad,29,DISTRICT,Urban,Osmanabad,,54787,281057,145298,135759,35536,43859,6032,211788,90528,78748,11780,190529
Osmanabad,29,DISTRICT,Rural,Osmanabad,,296494,1376519,716237,660282,171560,221325,30007,926022,683388,623146,60242,693131
Osmanabad,29,TOWN,Urban,Paranda (M Cl),802845,3577,18758,9665,9093,2577,2541,196,13584,6807,6247,560,11951
Osmanabad,29,TOWN,Urban,Bhum (M Cl),802846,3931,18561,9672,8889,2302,2812,471,13778,5999,4686,1313,12562
Osmanabad,29,TOWN,Urban,Kalamb (M Cl),802847,5135,25713,13524,12189,3535,4021,1118,18968,8703,7690,1013,17010
Osmanabad,29,TOWN,Urban,Osmanabad (M Cl),802848,21866,111825,57824,54001,13650,18715,2627,86999,34502,30914,3588,77323
Osmanabad,29,TOWN,Urban,Tuljapur (M Cl),802849,6563,34011,17580,16431,4170,5205,500,26012,11592,9143,2449,22419
Osmanabad,29,TOWN,Urban,Naldurg (M Cl),802850,3457,18341,9516,8825,2597,2130,175,13241,5493,4285,1208,12848
Osmanabad,29,TOWN,Urban,Murum (M Cl),802851,3459,18371,9376,8995,2275,2921,122,12998,6382,5448,934,11989
Osmanabad,29,TOWN,Urban,Umarga (M Cl),802852,6799,35477,18141,17336,4430,5514,823,26208,11050,10335,715,24427
