district,district_code,level,tru,entity_name,entity_code,No_HH,TOT_P,TOT_M,TOT_F,P_06,P_SC,P_ST,P_LIT,TOT_WORK_P,MAINWORK_P,MARGWORK_P,NON_WORK_P
Sangli,35,DISTRICT,Total,Sangli,,506593,2583524,1320088,1263436,341643,313474,17855,1717836,1218655,952241,266414,1364869
Sangli,35,DISTRICT,Urban,Sangli,,126564,633218,325933,307285,78033,82179,4001,467342,215268,191665,23603,417950
Sangli,35,DISTRICT,Rural,Sangli,,380029,1950306,994155,956151,263610,231295,13854,1250494,1003387,760576,242811,946919
Sangli,35,TOWN,Urban,Manadur (Ct),43502000,858,3922,1897,2025,543,238,20,2339,1735,1360,375,2187
Sangli,35,TOWN,Urban,Uran Islampur (M Cl),43503000,11301,58330,30199,28131,7260,6958,270,42955,20659,19047,1612,37671
Sangli,35,TOWN,Urban,Ashta (M Cl),43504000,6605,33203,17080,16123,4206,4986,558,22776,15127,12246,2881,18076
Sangli,35,TOWN,Urban,Vita (M Cl),43501000,8130,41804,21607,20197,5680,5546,172,30127,16402,14586,1816,25402
Sangli,35,TOWN,Urban,Tasgaon (M Cl),43505000,6382,33457,17387,16070,4359,2179,312,24372,12318,10265,2053,21139
Sangli,35,TOWN,Urban,Budhgaon (Ct),43506000,2933,14728,7805,6923,1691,1294,216,11140,5358,4252,1106,9370
Sangli,35,TOWN,Urban,Madhavnagar (Ct),43507000,2240,10993,5658,5335,1353,1975,14,8095,3671,3152,519,7322
Sangli,35,TOWN,Urban,Sangli-Miraj Kupwad (M Corp.),43508000,88115,436781,224300,212481,52941,59003,2439,325538,139998,126757,13241,296783
