district,district_code,level,tru,entity_name,entity_code,No_HH,TOT_P,TOT_M,TOT_F,P_06,P_SC,P_ST,P_LIT,TOT_WORK_P,MAINWORK_P,MARGWORK_P,NON_WORK_P
Kolhapur,34,DISTRICT,Total,Kolhapur,,712349,3523162,1807470,1715692,449883,449641,21387,2364307,1652970,1394882,258088,1870192
Kolhapur,34,DISTRICT,Urban,Kolhapur,,215308,1050353,547231,503122,124005,118867,5003,795480,349103,327964,21139,701250
Kolhapur,34,DISTRICT,Rural,Kolhapur,,497041,2472809,1260239,1212570,325878,330774,16384,1568827,1303867,1066918,236949,1168942
Kolhapur,34,TOWN,Urban,Malkapur (M Cl),43401000,1072,5504,2782,2722,679,1002,16,4302,1676,1349,327,3828
Kolhapur,34,TOWN,Urban,Panhala (M Cl),43402000,661,3452,1978,1474,365,449,22,2856,1002,894,108,2450
Kolhapur,34,TOWN,Urban,Vadgaon Kasba (M Cl),43403000,4350,22758,11810,10948,2848,3013,54,16501,8107,7206,901,14651
Kolhapur,34,TOWN,Urban,Korochi (Ct),43404000,3913,18120,9642,8478,2507,3314,61,12248,6558,6311,247,11562
Kolhapur,34,TOWN,Urban,Kabnur (Ct),43405000,6102,28250,14914,13336,3732,4861,67,20229,9479,9052,427,18771
Kolhapur,34,TOWN,Urban,Ichalkaranji (M Cl),43406000,51952,257610,136063,121547,32984,21771,1213,188097,85692,83593,2099,171918
Kolhapur,34,TOWN,Urban,Hupari (Ct),43407000,5622,28265,14522,13743,3753,3752,287,19472,12153,10490,1663,16112
Kolhapur,34,TOWN,Urban,Jaysingpur (M Cl),43408000,8725,43067,22017,21050,5371,3788,507,31227,15141,14297,844,27926
Kolhapur,34,TOWN,Urban,Kurundvad (M Cl),43409000,4061,21327,10854,10473,2529,1919,142,15901,8246,6771,1475,13081
Kolhapur,34,TOWN,Urban,Uchgaon (Ct),43410000,4906,22548,11964,10584,3142,2556,821,15958,7828,7198,630,14720
Kolhapur,34,TOWN,Urban,Gandhinagar (Ct),43411000,2200,12374,6480,5894,1534,1329,9,9739,4196,3865,331,8178
Kolhapur,34,TOWN,Urban,Kolhapur (M Corp.),43412000,102300,493167,255778,237389,53332,60640,1511,389572,156084,147090,8994,337083
Kolhapur,34,TOWN,Urban,Pachgaon (Ct),43413000,2620,11991,6334,5657,1428,1551,56,9208,3961,3604,357,8030
Kolhapur,34,TOWN,Urban,Kalambe Turf Thane (Ct),43414000,1823,8734,4615,4119,1062,1345,24,6094,3428,3078,350,5306
Kolhapur,34,TOWN,Urban,Kagal (M Cl),43415000,4776,23776,12109,11667,2962,3511,38,16804,8146,7894,252,15630
Kolhapur,34,TOWN,Urban,Murgud (M Cl),43416000,1896,9204,4720,4484,1095,1129,10,6628,4231,3507,724,4973
Kolhapur,34,TOWN,Urban,Ajra (Ct),43418000,2924,14849,7610,7239,1873,566,72,11033,4586,3819,767,10263
Kolhapur,34,TOWN,Urban,Gadhinglaj (M Cl),43417000,5405,25357,13039,12318,2809,2371,93,19611,8589,7946,643,16768
