district,district_code,level,tru,entity_name,entity_code,No_HH,TOT_P,TOT_M,TOT_F,P_06,P_SC,P_ST,P_LIT,TOT_WORK_P,MAINWORK_P,MARGWORK_P,NON_WORK_P
Solapur,30,DISTRICT,Total,Solapur,,735092,3849543,1989623,1859920,569609,578123,68989,2336825,1743041,1485967,257074,2106502
Solapur,30,DISTRICT,Urban,Solapur,,228533,1225284,626233,599051,166766,166254,25956,820503,414858,382733,32125,810426
Solapur,30,DISTRICT,Rural,Solapur,,506559,2624259,1363390,1260869,402843,411869,43033,1516322,1328183,1103234,224949,1296076
Solapur,30,TOWN,Urban,Karmala (M Cl),43001000,4045,21928,11338,10590,3138,3532,308,15471,6963,6230,733,14965
Solapur,30,TOWN,Urban,Kurduvadi (M Cl),43002000,4445,22777,11763,11014,2945,5639,233,16622,6869,5968,901,15908
Solapur,30,TOWN,Urban,Barshi (M Cl),43003000,20569,104785,53848,50937,13123,15162,1037,74697,32353,29527,2826,72432
Solapur,30,TOWN,Urban,Solapur (M Corp.),43007000,161349,872478,444734,427744,119428,117393,18038,578060,303590,283052,20538,568888
Solapur,30,TOWN,Urban,Pandharpur (M Cl),43004000,17302,91379,47285,44094,11952,10757,4602,64324,26058,23617,2441,65321
Solapur,30,TOWN,Urban,Sangole (M Cl),43005000,5397,28116,14570,13546,4220,3927,153,18763,10305,8778,1527,17811
Solapur,30,TOWN,Urban,Mangalvedhe (M Cl),43006000,4069,21706,11252,10454,2980,2578,219,14505,7686,6987,699,14020
Solapur,30,TOWN,Urban,Akkalkot (M Cl),43008000,7024,38213,19392,18821,5587,5025,783,23933,12019,10922,1097,26194
Solapur,30,TOWN,Urban,Maindargi (M Cl),43009000,2300,12148,6029,6119,1614,1086,236,7273,4607,3901,706,7541
Solapur,30,TOWN,Urban,Dudhani (M Cl),43010000,2033,11754,6022,5732,1779,1155,347,6855,4408,3751,657,7346
