district,district_code,level,tru,entity_name,entity_code,No_HH,TOT_P,TOT_M,TOT_F,P_06,P_SC,P_ST,P_LIT,TOT_WORK_P,MAINWORK_P,MARGWORK_P,NON_WORK_P
Wardha,08,DISTRICT,Total,Wardha,,270502,1236736,638990,597746,155612,158630,154415,865556,550351,431330,119021,686385
Wardha,08,DISTRICT,Urban,Wardha,,67539,325041,168380,156661,37173,46485,21649,255163,100438,84293,16145,224603
Wardha,08,DISTRICT,Rural,Wardha,,202963,911695,470610,441085,118439,112145,132766,610393,449913,347037,102876,461782
Wardha,08,TOWN,Urban,Arvi (M Cl),40801000,8049,40575,21015,19560,4840,5415,2668,31114,13785,11965,1820,26790
Wardha,08,TOWN,Urban,Sindi (M Cl),40802000,2690,13052,6724,6328,1611,1462,1831,9544,5059,3443,1616,7993
Wardha,08,TOWN,Urban,Wardha (M Cl),40803000,23441,111118,57499,53619,12766,13929,6356,88525,32919,29261,3658,78199
Wardha,08,TOWN,Urban,Sindi Turf Hindnagar (Ct),40804000,3444,15554,8068,7486,1812,2242,804,12127,4910,4033,877,10644
Wardha,08,TOWN,Urban,Pulgaon (M Cl),40805000,7569,36522,18978,17544,3821,9630,1871,29102,11231,8621,2610,25291
Wardha,08,TOWN,Urban,Deoli (M Cl),40806000,3370,15878,8151,7727,1968,1960,995,11459,6226,3616,2610,9652
Wardha,08,TOWN,Urban,Hinganghat (M Cl),40807000,18976,92342,47945,44397,10355,11847,7124,73292,26308,23354,2954,66034
