district,district_code,level,tru,entity_name,entity_code,No_HH,TOT_P,TOT_M,TOT_F,P_06,P_SC,P_ST,P_LIT,TOT_WORK_P,MAINWORK_P,MARGWORK_P,NON_WORK_P
Ahmadnagar,26,DISTRICT,Total,Ahmadnagar,,776787,4040642,2083053,1957589,589706,484685,303255,2598597,1857046,1611061,245985,2183596
Ahmadnagar,26,DISTRICT,Urban,Ahmadnagar,,156263,803697,421242,382455,105394,105423,14623,591318,271663,246022,25641,532034
Ahmadnagar,26,DISTRICT,Rural,Ahmadnagar,,620524,3236945,1661811,1575134,484312,379262,288632,2007279,1585383,1365039,220344,1651562
Ahmadnagar,26,TOWN,Urban,Ghulewadi (Ct),42601000,3576,19367,10638,8729,2719,2530,510,14083,6303,5583,720,13064
Ahmadnagar,26,TOWN,Urban,Sangamner (M Cl),42602000,11449,61958,31699,30259,8258,3238,720,46674,19886,18812,1074,42072
Ahmadnagar,26,TOWN,Urban,Kopargaon (M Cl),42603000,11120,59970,30760,29210,8380,8202,1564,41210,18953,16979,1974,41017
Ahmadnagar,26,TOWN,Urban,Singnapur (Ct),42604000,1982,10860,6018,4842,1592,967,536,7188,3791,3035,756,7069
Ahmadnagar,26,TOWN,Urban,Shirdi (M Cl),42605000,5211,26184,13880,12304,4184,4545,957,17825,9349,8532,817,16835
Ahmadnagar,26,TOWN,Urban,Rahta Pimplas (M Cl),42606000,3516,19019,9697,9322,2589,3065,852,13417,7193,6262,931,11826
Ahmadnagar,26,TOWN,Urban,Shrirampur (M Cl),42607000,15407,81255,41355,39900,10794,14147,1320,58662,25643,23279,2364,55612
Ahmadnagar,26,TOWN,Urban,Shrirampur (Rural) (Ct),42608000,1464,7506,3853,3653,981,4476,103,5137,2540,2017,523,4966
Ahmadnagar,26,TOWN,Urban,Pathardi (M Cl),42616000,4356,22827,11977,10850,3081,2388,198,16208,7755,6706,1049,15072
Ahmadnagar,26,TOWN,Urban,Nagapur (Ct),42611000,1635,7064,3994,3070,1025,793,124,5228,2649,2421,228,4415
Ahmadnagar,26,TOWN,Urban,Ahmadnagar (M Cl),42612000,62868,307615,159564,148051,38707,35046,2495,236115,96964,90423,6541,210651
Ahmadnagar,26,TOWN,Urban,Ahmadnagar (Cb),42613000,6642,39934,25201,14733,4099,5929,662,32778,18315,17169,1146,21619
Ahmadnagar,26,TOWN,Urban,Nagardeole (Ct),42614000,2620,13724,7142,6582,1823,3105,215,10605,4217,3360,857,9507
Ahmadnagar,26,TOWN,Urban,Bhingar (Ct),42615000,1507,7620,3939,3681,987,1819,67,5498,2432,2049,383,5188
Ahmadnagar,26,TOWN,Urban,Rahuri (M Cl),42609000,6394,34476,17876,16600,4573,4572,2112,23912,12884,11687,1197,21592
Ahmadnagar,26,TOWN,Urban,Deolali Pravara (M Cl),42610000,5992,30340,15771,14569,3907,3790,1152,19688,13466,12026,1440,16874
Ahmadnagar,26,TOWN,Urban,Shrigonda (M Cl),42617000,4946,26324,13620,12704,3457,3526,324,18274,10202,7896,2306,16122
Ahmadnagar,26,TOWN,Urban,Jamkhed (Ct),42618000,5578,27654,14258,13396,4238,3285,712,18816,9121,7786,1335,18533
