district,district_code,level,tru,entity_name,entity_code,No_HH,TOT_P,TOT_M,TOT_F,P_06,P_SC,P_ST,P_LIT,TOT_WORK_P,MAINWORK_P,MARGWORK_P,NON_WORK_P
Ratnagiri,32,DISTRICT,Total,Ratnagiri,,377366,1696777,794498,902279,236601,24515,20102,1095833,763387,557613,205774,933390
Ratnagiri,32,DISTRICT,Urban,Ratnagiri,,41326,192209,98863,93346,23180,4615,1263,149177,65068,58791,6277,127141
Ratnagiri,32,DISTRICT,Rural,Ratnagiri,,336040,1504568,695635,808933,213421,19900,18839,946656,698319,498822,199497,806249
Ratnagiri,32,TOWN,Urban,Dapoli Camp (Ct),43201000,2263,10414,5353,5061,1214,411,134,8404,3116,2873,243,7298
Ratnagiri,32,TOWN,Urban,Jalgaon (Ct),43202000,1258,5449,2769,2680,632,153,65,4324,1904,1492,412,3545
Ratnagiri,32,TOWN,Urban,Khed (M Cl),43203000,2914,13813,6808,7005,1728,640,63,10962,4015,3701,314,9798
Ratnagiri,32,TOWN,Urban,Chiplun (M Cl),43204000,9973,46229,23343,22886,5650,1024,197,36496,14461,13111,1350,31768
Ratnagiri,32,TOWN,Urban,Kherdi (Ct),43205000,2503,10702,5659,5043,1578,223,22,7953,4007,3682,325,6695
Ratnagiri,32,TOWN,Urban,Guhagar (Ct),43206000,756,3207,1646,1561,341,58,56,2629,1155,1056,99,2052
Ratnagiri,32,TOWN,Urban,Ratnagiri (M Cl),43207000,14658,70383,37005,33378,7763,1174,574,53986,24757,22796,1961,45626
Ratnagiri,32,TOWN,Urban,Nachane (Ct),43208000,2158,9237,4779,4458,1197,373,38,7283,3243,2854,389,5994
Ratnagiri,32,TOWN,Urban,Lanja (Ct),43209000,2641,12276,6279,5997,1774,388,76,8963,4565,3963,602,7711
Ratnagiri,32,TOWN,Urban,Rajapur (M Cl),43210000,2202,10499,5222,5277,1303,171,38,8177,3845,3263,582,6654
