district,district_code,level,tru,entity_name,entity_code,No_HH,TOT_P,TOT_M,TOT_F,P_06,P_SC,P_ST,P_LIT,TOT_WORK_P,MAINWORK_P,MARGWORK_P,NON_WORK_P
Pune,25,DISTRICT,Total,Pune,,1517041,7232555,3769128,3463427,968851,761857,261722,5039290,2954482,2645429,309053,4278073
Pune,25,DISTRICT,Urban,Pune,,920536,4200837,2211665,1989172,528090,518167,57884,3162470,1438597,1346674,91923,2762240
Pune,25,DISTRICT,Rural,Pune,,596505,3031718,1557463,1474255,440761,243690,203838,1876820,1515885,1298755,217130,1515833
Pune,25,TOWN,Urban,Junnar (M Cl),42501000,4502,24741,12886,11855,3171,1575,1766,18817,7414,6727,687,17327
Pune,25,TOWN,Urban,Manchar (Ct),42502000,2782,13799,7111,6688,1914,477,340,9764,5716,5167,549,8083
Pune,25,TOWN,Urban,Shirur (M Cl),42506000,5673,26999,14048,12951,3774,3474,906,19212,9182,8604,578,17817
Pune,25,TOWN,Urban,Rajgurunagar (Khed) (Ct),42503000,3869,17636,9097,8539,2177,840,692,13715,6063,5391,672,11573
Pune,25,TOWN,Urban,Chakan (Ct),42504000,4711,21680,11743,9937,3339,2025,279,15497,8690,7905,785,12990
Pune,25,TOWN,Urban,Alandi (M Cl),42505000,4383,17565,9825,7740,2281,1451,177,12745,6154,5552,602,11411
Pune,25,TOWN,Urban,Talegaon Dabhade (M Cl),42514000,9545,42578,22534,20044,5042,2892,1009,33533,14723,14196,527,27855
Pune,25,TOWN,Urban,Vadgaon (Ct),42515000,2530,11364,5941,5423,1528,533,322,8443,3586,3176,410,7778
Pune,25,TOWN,Urban,Khadkale (Ct),42516000,2061,9804,5066,4738,1511,439,252,6818,3188,2763,425,6616
Pune,25,TOWN,Urban,Kusgaon Budruk (Ct),42517000,1765,8567,4560,4007,1240,332,259,5576,3038,2620,418,5529
Pune,25,TOWN,Urban,Lonavala (M Cl),42518000,11290,55652,30189,25463,6611,3777,2103,41149,19610,18760,850,36042
Pune,25,TOWN,Urban,Tathavade (Ct),42519000,1774,7976,4285,3691,1416,2326,504,4288,3640,3362,278,4336
Pune,25,TOWN,Urban,Pimpri Chinchwad (M Corp.),42511000,231562,1012472,547050,465422,143034,140567,19401,745317,350260,327799,22461,662212
Pune,25,TOWN,Urban,Dehu Road (Cb),42512000,9773,46921,24855,22066,5983,7812,1246,34267,15773,14799,974,31148
Pune,25,TOWN,Urban,Dehu (Ct),42513000,1116,5332,2751,2581,621,541,96,4065,1810,1529,281,3522
Pune,25,TOWN,Urban,Pune (Cb),42508000,15983,79965,41241,38724,8282,7719,342,65924,27164,26294,870,52801
Pune,25,TOWN,Urban,Pune (M Corp.),42509000,555771,2538473,1321338,1217135,302960,298841,24442,1930063,865150,811291,53859,1673323
Pune,25,TOWN,Urban,Kirkee (Cb),42510000,14685,77473,43386,34087,8776,13235,1345,60746,29599,28065,1534,47874
Pune,25,TOWN,Urban,Daund (M Cl),42507000,8248,42204,21595,20609,6040,8858,779,30625,11998,10522,1476,30206
Pune,25,TOWN,Urban,Sasvad (M Cl),42521000,5557,26689,13794,12895,3365,2486,388,19817,9511,8262,1249,17178
Pune,25,TOWN,Urban,Jejuri (M Cl),42522000,2639,12000,6269,5731,1743,1431,173,8712,4030,3862,168,7970
Pune,25,TOWN,Urban,Shivatkar (Nira) (Ct),42523000,2093,10135,5152,4983,1366,1308,182,7297,3538,3211,327,6597
Pune,25,TOWN,Urban,Bhor (M Cl),42520000,3674,17886,9136,8750,2196,1201,265,13720,5378,4621,757,12508
Pune,25,TOWN,Urban,Baramati (M Cl),42524000,10413,51334,26583,24751,6700,10699,174,37583,17161,16263,898,34173
Pune,25,TOWN,Urban,Indapur (M Cl),42525000,4137,21592,11230,10362,3020,3328,442,14777,6221,5933,288,15371
