district,district_code,level,tru,entity_name,entity_code,No_HH,TOT_P,TOT_M,TOT_F,P_06,P_SC,P_ST,P_LIT,TOT_WORK_P,MAINWORK_P,MARGWORK_P,NON_WORK_P
Parbhani,17,DISTRICT,Total,Parbhani,,278702,1527715,780191,747524,252435,152463,35210,842536,644752,559917,84835,882963
Parbhani,17,DISTRICT,Urban,Parbhani,,82532,485186,250462,234724,76031,43563,8249,310375,133794,121775,12019,351392
Parbhani,17,DISTRICT,Rural,Parbhani,,196170,1042529,529729,512800,176404,108900,26961,532161,510958,438142,72816,531571
Parbhani,17,TOWN,Urban,Sailu (M Cl),41702000,6810,39851,20718,19133,5849,3565,832,25484,11564,10460,1104,28287
Parbhani,17,TOWN,Urban,Jintur (M Cl),41701000,5965,38112,19931,18181,6567,1871,708,23311,10140,9094,1046,27972
Parbhani,17,TOWN,Urban,Parbhani (M Cl),41705000,44693,259329,133959,125370,40165,23047,3419,170438,68312,62858,5454,191017
Parbhani,17,TOWN,Urban,Manwath (M Cl),41703000,4901,29218,14879,14339,4472,1879,454,18038,9540,8303,1237,19678
Parbhani,17,TOWN,Urban,Pathri (M Cl),41704000,5343,32001,16459,15542,5271,2412,949,19138,9734,9148,586,22267
Parbhani,17,TOWN,Urban,Sonpeth (M Cl),41707000,2356,13022,6726,6296,2162,1387,168,7671,4690,4394,296,8332
Parbhani,17,TOWN,Urban,Gangakhed (M Cl),41708000,7078,40428,20727,19701,6720,5641,816,23971,10972,9882,1090,29456
Parbhani,17,TOWN,Urban,Purna (M Cl),41706000,5386,33225,17063,16162,4825,3761,903,22324,8842,7636,1206,24383
