name,monument_type,place,taluka,district,notification_status,lat,lon,geocode_status
Inayat Manzil,Other,Balapur,Balapur,Akola,Final,20.670733,76.769314,fallback
Darur Sharar Masjid,Other,Balapur,Balapur,Akola,Final,20.670733,76.769314,fallback
Darwaza Gate (Balapur),Other,Balapur,Balapur,Akola,Final,20.670733,76.769314,fallback
Badi Roja Masjid,Other,Balapur,Balapur,Akola,Final,20.670733,76.769314,fallback
Jede Aala Dargah and Masjid,Other,Balapur,Balapur,Akola,First,20.670733,76.769314,fallback
