name,monument_type,place,taluka,district,notification_status,lat,lon,geocode_status
Shirgaon Fort,Fort,Shirgaon,Palghar,Palghar,Final,19.696226,72.713518,ok
Pangadhi Fort,Fort,Mauje-Kelve,Palghar,Palghar,First,,,failed
