name,monument_type,place,taluka,district,notification_status,lat,lon,geocode_status
Kalammadevi Temple,Temple,Mahuli,Khanapur,Sangli,Final,17.041808,73.995745,fallback
Yashwantrao Chavan Birthplace,Other,Devrashtre,Khanapur,Sangli,Final,17.16441,74.387291,fallback
