name,monument_type,place,taluka,district,notification_status,lat,lon,geocode_status
Khandeshwari Caves,Caves,Lonad,Thane,Thane,Final,19.2516269,73.6329645,photon
Ghodbandar Fort,Fort,Ghodbandar,Thane,Thane,Final,19.296648,72.888341,ok
