district,mean_radiance,median_radiance,pixel_count,min_radiance,max_radiance,std_radiance,year
Solapur,0.9979000176895382,0.6237544417381287,48051,0.08505377918481827,48.39574432373047,1.9184498286617613,2013
Satara,0.695951283857121,0.41145697236061096,22918,0.10207896679639816,39.877349853515625,1.3592233991383265,2013
Ratnagiri,1.1314188073553948,0.3995078206062317,4495,0.03929588943719864,145.6162872314453,4.2837049174396675,2013
Sangli,0.8087684355105724,0.42060089111328125,17593,0.0905078649520874,38.67511749267578,1.7449165152711696,2013
Kolhapur,1.0968090681718239,0.47858646512031555,12507,0.08457456529140472,35.737640380859375,2.2632976609535245,2013
Sindhudurg,0.5130198896337824,0.32655203342437744,2199,0.08401206135749817,8.624856948852539,0.6131621174051888,2013
Thane,4.869616624078577,1.198857069015503,13159,0.12649354338645935,65.87759399414062,9.463741436802541,2013
Palghar,1.6931152523994093,0.7102566957473755,13545,0.1165151447057724,61.084930419921875,3.3636184154524433,2013
Nandurbar,0.6171839405042144,0.3963984251022339,13169,0.07732612639665604,24.59375,1.0176671432919315,2013
Amravati,0.8167582580798479,0.4418884515762329,26300,0.07069677859544754,51.525691986083984,1.916856267744273,2013
Dhule,0.7749121248771638,0.3593560457229614,13229,0.08310653269290924,34.05805206298828,1.8326312904130844,2013
Nagpur,2.1100639462038813,0.5860064029693604,23445,0.10025979578495026,81.3995132446289,5.571755257654542,2013
Aurangabad,1.1102846910492954,0.4006073474884033,21219,0.08823128044605255,48.944000244140625,3.0188173584374565,2013
Raigarh,2.6594681906584023,0.8642609119415283,15811,0.1093963086605072,820.111083984375,12.046872956210843,2013
Mumbai Suburban,18.927749700305142,15.736492156982422,2294,0.7799862623214722,165.12030029296875,16.843944582468605,2013
Gondiya,0.6716140709542548,0.33767879009246826,10165,0.01964092068374157,88.64962768554688,2.6335939553097134,2014
Bhandara,0.574035765216854,0.34457114338874817,9609,0.04826951026916504,17.561365127563477,0.9140790155486438,2014
Jalgaon,0.7026563533779313,0.3664529025554657,27206,0.03583987057209015,40.057960510253906,1.3688809954279542,2014
Wardha,0.7461196247329059,0.41602832078933716,14040,0.06990035623311996,103.29864501953125,2.0178380980404915,2014
Buldana,0.5291288445245192,0.3575761318206787,24491,0.058413006365299225,15.46334457397461,0.6805758782627311,2014
Akola,0.738655886140813,0.43433427810668945,16039,0.08532258123159409,20.038005828857422,1.2651672424010483,2014
Nashik,1.1637249813564892,0.4862634539604187,39558,0.05888007581233978,55.77389907836914,3.248898085927424,2014
Gadchiroli,0.38870966098471127,0.24386438727378845,13801,-0.009305860847234726,12.181230545043945,0.5693961897963147,2014
Washim,0.49373544254658386,0.3493154048919678,13685,0.06839180737733841,14.381078720092773,0.6262829995361658,2014
Chandrapur,1.024729682684535,0.4103328287601471,19793,0.02773699164390564,59.43269348144531,2.402878464254752,2014
Yavatmal,0.6005579798765912,0.39147859811782837,35978,0.05949185788631439,20.046222686767578,0.8745550975490652,2014
Jalna,0.5690787421809109,0.301200807094574,17785,0.03164459764957428,31.340145111083984,1.342656943320651,2014
Ahmadnagar,0.769189117751682,0.5182406306266785,56927,0.07894139736890793,39.4271240234375,1.199705305989516,2014
Hingoli,0.4950447738103027,0.31603217124938965,11463,0.018648851662874222,22.639636993408203,0.9212074843626082,2014
Nanded,0.5915984910354782,0.3073241710662842,26326,0.057595428079366684,55.58491516113281,1.6425919000344313,2014
Parbhani,0.6738624215498179,0.3542347252368927,15376,0.018648851662874222,28.636123657226562,1.5522658936287275,2014
Pune,1.9917055126865533,0.7655094265937805,54073,0.0853411853313446,50.887855529785156,4.14938239687678,2014
Bid,0.6041372832003905,0.3590128421783447,27142,0.06324206292629242,29.05854606628418,1.1931369531213813,2014
Mumbai,19.2886279296875,13.018508911132812,800,0.9113331437110901,66.43192291259766,16.274573846573595,2014
Latur,0.5419336568779862,0.28704318404197693,14232,0.07021671533584595,16.249244689941406,1.0538246425536508,2014
Osmanabad,0.4637592628007054,0.29454585909843445,16586,0.05510711669921875,13.32730484008789,0.6398849394051745,2014
Solapur,0.9654723202857802,0.5961252450942993,47659,0.07070803642272949,57.0706901550293,2.0657054706286524,2014
Satara,0.6390848025994494,0.38645052909851074,22524,0.049951255321502686,35.071990966796875,1.219459496851586,2014
Ratnagiri,0.8935308900088613,0.35307586193084717,4514,0.017998941242694855,50.959320068359375,2.2544478225268896,2014
Sangli,0.7476899482834507,0.3943368196487427,17040,0.05897265672683716,34.520267486572266,1.6270590797053994,2014
Kolhapur,1.0087937331855321,0.45217838883399963,12545,0.038068559020757675,33.028480529785156,2.04967990960596,2014
Sindhudurg,0.4370881471621905,0.2847781181335449,2383,0.021884141489863396,8.408140182495117,0.5429754792869216,2014
Thane,4.629320696384177,1.1242105960845947,13676,0.055355504155159,61.942691802978516,8.969262078360696,2014
Palghar,1.6332993226814867,0.6943120956420898,14395,0.06335735321044922,50.73638153076172,3.250204660209744,2014
Nandurbar,0.6058587759715365,0.38399946689605713,13368,0.039677008986473083,25.543237686157227,1.0232743606259873,2014
Amravati,0.8100973742781521,0.43073174357414246,25975,0.04992617294192314,54.96118927001953,1.9630742424126166,2014
Dhule,0.7650618862326534,0.360525518655777,13187,0.06272758543491364,28.895320892333984,1.742980762360608,2014
Nagpur,2.042957522933974,0.5668944716453552,25399,0.04321669787168503,92.5001220703125,5.629987830991423,2014
Aurangabad,1.0673110468468885,0.37761378288269043,21677,0.04238087311387062,49.26002502441406,2.9532675261449026,2014
Raigarh,2.963494739069964,0.8707239031791687,16537,0.050619352608919144,1635.5440673828125,21.804933603473177,2014
Mumbai Suburban,19.352163722826088,15.713632583618164,2300,0.9084190130233765,477.01422119140625,20.41872081111206,2014
Gondiya,0.7979758222990082,0.4409276843070984,9478,0.11216132342815399,89.47108459472656,2.5878237689607446,2015
Bhandara,0.6909715950144508,0.43831339478492737,9515,0.12038614600896835,18.006473541259766,0.9835287047639734,2015
Jalgaon,0.7464272547128433,0.42000725865364075,27929,0.10550058633089066,36.84766387939453,1.2859769923469806,2015
Wardha,0.848213676837347,0.4874874949455261,12831,0.14567625522613525,82.69367980957031,2.0256284075990467,2015
Buldana,0.5869487515102698,0.4100406765937805,24830,0.11799129843711853,14.884298324584961,0.6802616340514431,2015
Akola,0.8035060629422451,0.496962308883667,15687,0.1349916309118271,19.168519973754883,1.276550845848707,2015
Nashik,1.2474532663238755,0.5723247528076172,40355,0.11037979274988174,76.98782348632812,3.361143149520173,2015
Gadchiroli,0.47939781805726844,0.32727983593940735,12568,0.08383028209209442,11.953636169433594,0.5910920679141527,2015
Washim,0.5549314045297739,0.40962541103363037,13443,0.12729305028915405,13.499576568603516,0.6251323756418372,2015
Chandrapur,1.1223681130079768,0.4803737998008728,18554,0.12221404910087585,64.69479370117188,2.4451065144350173,2015
Yavatmal,0.6638518626524526,0.446226567029953,33863,0.09997336566448212,21.628406524658203,0.9408619485474274,2015
Jalna,0.649564696352218,0.3741494417190552,18710,0.11335910111665726,31.075565338134766,1.3639063959268272,2015
Ahmadnagar,0.869281344548991,0.626144289970398,60154,0.12700170278549194,41.26443099975586,1.1393527229637705,2015
Hingoli,0.5985043821882874,0.4155213236808777,12303,0.11595290154218674,24.177045822143555,0.9587389384946085,2015
Nanded,0.6809572839648799,0.3822677433490753,27050,0.10386420041322708,49.0561408996582,1.634311250047142,2015
Parbhani,0.7905565485244904,0.44354861974716187,16435,0.10651694983243942,33.70398712158203,1.7327796409034102,2015
Pune,2.1317430367963786,0.9063921570777893,54788,0.13978712260723114,46.400672912597656,4.1141605583333,2015
Bid,0.7021832395454393,0.4421303868293762,29688,0.12800800800323486,28.561433792114258,1.2506657412904036,2015
Mumbai,19.031823014201,12.620828628540039,801,0.960261881351471,55.07836151123047,16.047700737197854,2015
Latur,0.6252868783115698,0.3674056828022003,17269,0.12197649478912354,16.87621307373047,1.0630214445860133,2015
Osmanabad,0.5841505283211225,0.39614224433898926,18085,0.14259997010231018,16.63447380065918,0.7173307936412068,2015
Solapur,1.1869607610782238,0.7896438837051392,52874,0.14259997010231018,62.18335723876953,2.369597299815804,2015
Satara,0.732610194192587,0.47656071186065674,23823,0.11123275756835938,34.57945251464844,1.2168827212374254,2015
Ratnagiri,1.0189015482887431,0.4443640112876892,4233,0.08709568530321121,50.81239318847656,2.4474403683154895,2015
Sangli,0.8287723214285714,0.5004279613494873,19950,0.12418556213378906,35.54160690307617,1.5812948220411842,2015
Kolhapur,1.1134080654309808,0.5325027108192444,12837,0.06854669004678726,31.554412841796875,2.1570452039218386,2015
Sindhudurg,0.4973604976989311,0.34860432147979736,2105,0.09102214872837067,5.868700981140137,0.5326111319538371,2015
Thane,4.706170022775502,1.1854832172393799,13666,0.15113678574562073,58.68323516845703,8.813765352608371,2015
Palghar,1.8009777157288185,0.7706320285797119,14057,0.1156167984008789,43.578102111816406,3.5196611708882695,2015
Nandurbar,0.6585806094898897,0.4380617141723633,13600,0.09970477223396301,24.12604522705078,0.9924018372277083,2015
Amravati,0.9126471988944135,0.49396124482154846,24738,0.08515588194131851,77.43108367919922,2.174936842092372,2015
Dhule,0.790146884416027,0.4134364128112793,13939,0.10349636524915695,25.41135597229004,1.6062592196826737,2015
Nagpur,2.2118291961872387,0.6732392311096191,24418,0.13510289788246155,111.76207733154297,5.5636053922576485,2015
Aurangabad,1.1374416525555902,0.4582216739654541,22441,0.11954911053180695,48.34067153930664,2.8577302209317623,2015
Raigarh,2.8051634031454378,0.972214937210083,16055,0.10693103075027466,980.65966796875,13.70298648383763,2015
Mumbai Suburban,19.24519492170509,16.143178939819336,2299,1.0705221891403198,176.49752807617188,17.123925028292362,2015
Gondiya,0.6837920370806171,0.3295345604419708,8897,-0.01489632111042738,75.31803894042969,2.4833791274311126,2016
Bhandara,0.5695480520267039,0.34105566143989563,9933,0.02379743754863739,22.583330154418945,0.9239751335715212,2016
Jalgaon,0.7207483015180344,0.36955031752586365,30220,0.045818645507097244,30.884389877319336,1.3535940111794582,2016
Wardha,0.7506973145336632,0.39725959300994873,13338,0.030664928257465363,65.71476745605469,1.7790540029034867,2016
Buldana,0.5375354534168918,0.35637062788009644,26658,0.0321858711540699,14.634124755859375,0.698268845505076,2016
Akola,0.763185920283651,0.4517134130001068,16790,0.0308602936565876,37.455204010009766,1.3980376024966539,2016
Nashik,1.2502829232017307,0.5379595160484314,46225,0.01353833544999361,86.42231750488281,3.710310107473874,2016
Gadchiroli,0.35931923811104655,0.21998795866966248,12049,-0.03563365340232849,19.796438217163086,0.589603681417584,2016
Washim,0.5050494384351463,0.3503173589706421,14737,0.03807717561721802,14.373196601867676,0.6644018226306774,2016
Chandrapur,0.9862425235428862,0.3701767921447754,19645,-0.023195607587695122,61.85568618774414,2.364732746595606,2016
Yavatmal,0.6122596202673058,0.3990824222564697,36924,0.008480696007609367,25.5400390625,0.991624657325357,2016
Jalna,0.5945747733586781,0.3108260929584503,20517,0.04344634711742401,34.733306884765625,1.4147132022098021,2016
Ahmadnagar,0.8611802545230139,0.5913105010986328,66438,0.022853367030620575,47.126712799072266,1.2405915722393808,2016
Hingoli,0.5175556505630032,0.33172860741615295,13166,0.010867219418287277,24.49626922607422,0.9489836184142901,2016
Nanded,0.6132643595573095,0.31537044048309326,29140,0.004597371909767389,51.98027420043945,1.6497820386522994,2016
Parbhani,0.7454142855276517,0.369728684425354,16744,0.023539690300822258,40.06517791748047,1.972318713923577,2016
Pune,2.1207815218503736,0.8600140810012817,58626,0.005049123428761959,49.71588897705078,4.2973622695263485,2016
Bid,0.6484414695101297,0.377025306224823,30998,0.03393729403614998,33.83147430419922,1.3182551347305818,2016
Mumbai,19.541818630710264,13.067386627197266,799,0.5821985602378845,59.03311538696289,16.976831590088466,2016
Latur,0.5862817038268983,0.31084734201431274,20124,0.021035704761743546,18.74205207824707,1.12332810536023,2016
Osmanabad,0.5033502485678654,0.31172841787338257,18242,0.044362396001815796,16.873777389526367,0.7070315062099051,2016
Solapur,1.145222270760526,0.7377660870552063,54081,0.05061417073011398,70.2592544555664,2.450895497104816,2016
Satara,0.6746391917705118,0.4096224308013916,26241,0.015328210778534412,27.45719337463379,1.1781733349713517,2016
Ratnagiri,0.8292351110324996,0.30685073137283325,5477,-0.01696908287703991,52.25458526611328,2.283762578011603,2016
Sangli,0.7610170148511533,0.4235895276069641,22372,0.00748050631955266,40.86216735839844,1.7259877740995786,2016
Kolhapur,1.0127633548047676,0.4308657944202423,14137,-0.023689309135079384,35.518924713134766,2.271108127442061,2016
Sindhudurg,0.4242176173888531,0.26113438606262207,2716,-0.010177325457334518,9.102571487426758,0.6033000723667621,2016
Thane,4.739926354324213,1.0370783805847168,14546,-0.021284250542521477,69.78093719482422,9.712053748890215,2016
Palghar,1.7693030727864754,0.6995115280151367,15202,0.04838474094867706,48.7510986328125,3.759772192466352,2016
Nandurbar,0.6800292570586437,0.4097992181777954,14716,-0.000996563583612442,30.484691619873047,1.1945172396750987,2016
Amravati,0.822017929554885,0.4255962073802948,26510,0.006668334826827049,57.677101135253906,2.0782581550303374,2016
Dhule,0.7539038884513809,0.36651232838630676,15714,0.03519834578037262,28.91396713256836,1.653312072201846,2016
Nagpur,2.077840332785935,0.5610964894294739,25880,0.0038009583950042725,96.5776596069336,5.4486606644388225,2016
Aurangabad,1.1078802185357493,0.3988635540008545,25525,0.05172112211585045,58.282962799072266,3.215373694287633,2016
Raigarh,2.1771924037593138,0.7498238682746887,17716,-0.022817125543951988,113.89417266845703,5.160995654620089,2016
Mumbai Suburban,20.220666466608467,16.693435668945312,2291,0.9417755603790283,161.13327026367188,18.039158627988453,2016
Gondiya,0.8645074100117771,0.5335421562194824,9977,0.20176644623279572,62.77508544921875,2.17467257692431,2017
Bhandara,0.8084852225127792,0.558605432510376,10564,0.2321735918521881,20.41176986694336,1.0585084538598126,2017
Jalgaon,0.9429288145221815,0.5773980617523193,29980,0.23937569558620453,30.256206512451172,1.4437405414606457,2017
Wardha,0.9530486124424846,0.6145029067993164,14344,0.2728131115436554,39.86680221557617,1.5608142364476671,2017
Buldana,0.7452247283736372,0.5499720573425293,26507,0.22111740708351135,21.402801513671875,0.7716546508587787,2017
Akola,0.9972335423050348,0.6533706188201904,16644,0.2505985498428345,42.429203033447266,1.6358867103917871,2017
Nashik,1.4463877619870362,0.7352571487426758,44277,0.21265681087970734,65.77371215820312,3.5072466157274222,2017
Gadchiroli,0.5938832589572794,0.4388306140899658,11663,0.1693316400051117,15.86166000366211,0.6935793109858371,2017
Washim,0.7431791866790826,0.5713497400283813,15303,0.24903838336467743,16.58844757080078,0.7531091840547697,2017
Chandrapur,1.184264656971635,0.5691927075386047,20483,0.18909229338169098,50.090396881103516,2.3881803576027862,2017
Yavatmal,0.8418606612965273,0.6099375486373901,37693,0.24875624477863312,26.75359535217285,1.0975780464586113,2017
Jalna,0.7985201662025757,0.5170594453811646,20111,0.2321229875087738,33.04664611816406,1.3932862989074595,2017
Ahmadnagar,1.0854711662494818,0.8094334602355957,65119,0.24960225820541382,44.40521240234375,1.2890547763746234,2017
Hingoli,0.7361206899526948,0.55256187915802,13582,0.2297135591506958,23.441946029663086,0.9362157015899827,2017
Nanded,0.8511566885678173,0.5442858934402466,28680,0.23434218764305115,56.564029693603516,1.6954209164066123,2017
Parbhani,0.955452497153634,0.5747259855270386,16139,0.24232980608940125,39.12245178222656,1.9750996511618655,2017
Pune,2.378091077574795,1.0745625495910645,56655,0.24111489951610565,53.325225830078125,4.340056655732135,2017
Bid,0.8342097156814872,0.5723727941513062,30206,0.2488950788974762,37.19548416137695,1.330337699853622,2017
Mumbai,19.51456277412281,12.746439933776855,798,0.7735272645950317,59.96437072753906,16.18606863036913,2017
Latur,0.8476797415406256,0.5434857606887817,19372,0.26104024052619934,24.17490005493164,1.2852752327392636,2017
Osmanabad,0.6848189022851788,0.5014816522598267,17340,0.2284131944179535,16.54119873046875,0.7040181669582638,2017
Solapur,1.34204435849913,0.936877429485321,52876,0.26058101654052734,69.68307495117188,2.5329760773909658,2017
Satara,0.8767354383041389,0.6319724321365356,25804,0.20892782509326935,24.178613662719727,1.0747331961193576,2017
Ratnagiri,1.0986639588927554,0.5764456391334534,4562,0.19234345853328705,47.9512939453125,2.1650423217858425,2017
Sangli,0.9693099645592975,0.6278055310249329,21409,0.24999961256980896,39.740230560302734,1.7206410716979617,2017
Kolhapur,1.2099119786242933,0.639255940914154,13444,0.21839189529418945,33.96992874145508,2.163865414516281,2017
Sindhudurg,0.6095652345265813,0.474206805229187,2577,0.20319166779518127,6.232170104980469,0.4626656447991822,2017
Thane,4.7734776394818725,1.2682528495788574,13819,0.2715863585472107,65.76117706298828,8.698117724087233,2017
Palghar,2.0216541629061373,0.9277968406677246,13850,0.2544509172439575,70.69498443603516,3.7673285998406993,2017
Nandurbar,0.8898286908586449,0.6257957220077515,14552,0.24689218401908875,28.120861053466797,1.2360560695520273,2017
Amravati,1.1104209057158219,0.6501240730285645,26969,0.1827389895915985,62.786197662353516,2.4979779531810626,2017
Dhule,0.9830828569115942,0.5800926089286804,14671,0.24665774405002594,29.865497589111328,1.7236937317346843,2017
Nagpur,2.3117377573487086,0.7907440066337585,26059,0.23868326842784882,97.57182312011719,5.375333809475925,2017
Aurangabad,1.330784365574732,0.5950590372085571,23872,0.2304462343454361,55.908321380615234,3.2423796437465997,2017
Raigarh,2.444070616266707,1.016464114189148,16460,0.24989180266857147,133.31256103515625,4.9448248410525215,2017
Mumbai Suburban,19.80440350185024,16.26120376586914,2297,1.1664825677871704,186.9787139892578,17.710980909745444,2017
Gondiya,0.8781344460704347,0.5794863700866699,10421,0.22160564363002777,45.792091369628906,1.687156576208999,2018
Bhandara,0.8378755815595886,0.5815500020980835,10841,0.24367932975292206,25.694795608520508,1.091376286968489,2018
Jalgaon,0.9982556257082726,0.6190369725227356,30885,0.23711761832237244,28.238300323486328,1.4841861953005124,2018
Wardha,1.0208366251413745,0.6770035028457642,15031,0.2645643353462219,44.257484436035156,1.5684620584721851,2018
Buldana,0.7903340470735694,0.5841028690338135,27226,0.22361834347248077,22.153484344482422,0.8261793514495752,2018
Akola,1.0512941351481664,0.6705319881439209,16333,0.26363545656204224,32.591007232666016,1.8056007173318827,2018
Nashik,1.4910241682924326,0.7955106496810913,48695,0.25324517488479614,64.80258178710938,3.462263610928408,2018
Gadchiroli,0.6625950173595729,0.4649084508419037,11287,0.18984422087669373,45.389617919921875,1.086867587190461,2018
Washim,0.7276207529400129,0.5538279414176941,13903,0.24755272269248962,15.936346054077148,0.774461077031106,2018
Chandrapur,1.2454421219853897,0.6030272841453552,19986,0.20875254273414612,38.12137222290039,2.359412027733449,2018
Yavatmal,0.8306128960644741,0.6040807962417603,35332,0.2273765206336975,24.159360885620117,1.0502784459584675,2018
Jalna,0.8545886490217547,0.5624251365661621,21007,0.25718072056770325,33.95317840576172,1.4440378784113337,2018
Ahmadnagar,1.162136940259663,0.8830487728118896,67241,0.2534659802913666,47.03070831298828,1.3031714497414963,2018
Hingoli,0.7614569160375703,0.5842816829681396,14240,0.233062744140625,20.470211029052734,0.8945442392281888,2018
Nanded,0.8578069568647005,0.5633863210678101,30584,0.2496083527803421,47.49078369140625,1.5776066495340288,2018
Parbhani,0.9668599350192536,0.6177178621292114,16880,0.23988600075244904,35.66447067260742,1.8142366510899361,2018
Pune,2.541099756338604,1.151749849319458,58688,0.2510824203491211,47.930686950683594,4.64521792684428,2018
Bid,0.886933369539222,0.618011474609375,31360,0.2541947364807129,39.83812713623047,1.398530222075859,2018
Mumbai,21.060429393796994,13.831319808959961,798,0.8267202377319336,66.42417907714844,17.516066917946134,2018
Latur,0.8555155970663455,0.5603381991386414,20137,0.2888335585594177,22.878633499145508,1.2316399378013692,2018
Osmanabad,0.761125586461126,0.5453487634658813,18650,0.258353054523468,16.019201278686523,0.8306144328292285,2018
Solapur,1.4079618253645911,0.9895586371421814,52936,0.24095147848129272,69.35816955566406,2.6283324283128393,2018
Satara,0.9183162572979383,0.663375973701477,27405,0.21984116733074188,23.714767456054688,1.1122275238677266,2018
Ratnagiri,1.0479225784670665,0.5503849983215332,5253,0.20142614841461182,39.24654006958008,1.9828763439952217,2018
Sangli,1.0388324505898665,0.6649115085601807,21276,0.21824991703033447,40.66141891479492,1.8311494402237647,2018
Kolhapur,1.2494292295316893,0.6705197095870972,13869,0.17494656145572662,35.63155746459961,2.126089356297245,2018
Sindhudurg,0.6429490812480869,0.4915575385093689,3267,0.22023223340511322,7.872020244598389,0.5103750826826561,2018
Thane,4.904554384232223,1.283530592918396,14555,0.2508305013179779,64.96562194824219,9.04264441313005,2018
Palghar,2.0246847243776003,0.9377931952476501,15143,0.25356778502464294,45.74951934814453,3.762149326842941,2018
Nandurbar,0.9358578233370114,0.6524451971054077,15860,0.24809987843036652,28.82033920288086,1.299671883506345,2018
Amravati,1.1358880760904568,0.6763315796852112,27947,0.22902294993400574,62.08515930175781,2.440612311247214,2018
Dhule,1.0298715492316224,0.6040425896644592,15780,0.2659710645675659,33.413551330566406,1.8228728479924328,2018
Nagpur,2.3346923275093765,0.8351644277572632,26929,0.23999333381652832,78.75711059570312,5.068500034787844,2018
Aurangabad,1.3907026946467522,0.6557186841964722,27049,0.25687262415885925,56.590152740478516,3.355072007368736,2018
Raigarh,2.6009813748422324,1.043080449104309,18223,0.23504897952079773,249.10540771484375,5.723466724936481,2018
