district,district_code,level,tru,entity_name,entity_code,No_HH,TOT_P,TOT_M,TOT_F,P_06,P_SC,P_ST,P_LIT,TOT_WORK_P,MAINWORK_P,MARGWORK_P,NON_WORK_P
Ahmadnagar,26,DISTRICT,Total,Ahmadnagar,,626703,3372935,1730609,1642326,614906,418479,240141,1683165,1432411,1315048,117363,1823161
Ahmadnagar,26,DISTRICT,Urban,Ahmadnagar,,101531,533481,278603,254878,86606,71418,9676,347051,169467,165887,3580,360434
Ahmadnagar,26,DISTRICT,Rural,Ahmadnagar,,525172,2839454,1452006,1387448,528300,347061,230465,1336114,1262944,1149161,113783,1462727
Ahmadnagar,26,TOWN,Urban,Ahmadnagar (Cantt.),300200,7113,40749,23952,16797,6170,6480,859,29983,15802,15566,236,24711
Ahmadnagar,26,TOWN,Urban,Ahmadnagar (M),300100,34771,181339,94098,87241,27848,20671,1238,127291,55332,54527,805,125202
Ahmadnagar,26,TOWN,Urban,Deolali-Pravara (M),101000,4843,25320,13249,12071,4061,3216,932,14700,9068,8257,811,15441
Ahmadnagar,26,TOWN,Urban,Kopargaon (M),105000,9525,47629,24499,23130,8145,6557,1163,29041,13812,13768,44,33773
Ahmadnagar,26,TOWN,Urban,Pathardi (M),102000,3778,19532,10284,9248,3260,2228,161,11860,6185,5978,207,13140
Ahmadnagar,26,TOWN,Urban,Rahta Pimplas (M),107000,3468,17953,9115,8838,3029,2806,672,10717,6983,6628,355,10615
Ahmadnagar,26,TOWN,Urban,Rahuri (M),100000,5291,28408,14639,13769,4923,3799,1580,16969,9329,9097,232,18847
Ahmadnagar,26,TOWN,Urban,Sangamner (M),104000,8505,49061,25304,23757,7890,3072,645,33149,14893,14761,132,34036
Ahmadnagar,26,TOWN,Urban,Shirdi (M),106000,3242,15129,7881,7248,3029,2459,691,7961,5512,5339,173,9444
Ahmadnagar,26,TOWN,Urban,Shrigonda (M),103000,4214,21646,11189,10457,3839,2641,282,12712,7955,7869,86,13605
Ahmadnagar,26,TOWN,Urban,Shrirampur (M),200100,13627,71368,36465,34903,11858,12137,1159,43981,20248,20034,214,50906
Ahmadnagar,26,TOWN,Urban,Shrirampur (R) (Ct),200200,1477,7684,3950,3734,1346,3515,78,4100,1828,1690,138,5718
Ahmadnagar,26,TOWN,Urban,Wari (Ct),108000,1677,7663,3978,3685,1208,1837,216,4587,2520,2373,147,4996
