district,district_code,level,tru,entity_name,entity_code,No_HH,TOT_P,TOT_M,TOT_F,P_06,P_SC,P_ST,P_LIT,TOT_WORK_P,MAINWORK_P,MARGWORK_P,NON_WORK_P
Pune,25,DISTRICT,Total,Pune,,1079140,5532532,2861460,2671072,894657,631063,216336,3295228,2051679,1872603,179076,3301777
Pune,25,DISTRICT,Urban,Pune,,574736,2807029,1473999,1333030,421159,407012,38659,1927237,871952,849431,22521,1912556
Pune,25,DISTRICT,Rural,Pune,,504404,2725503,1387461,1338042,473498,224051,177677,1367991,1179727,1023172,156555,1389221
Pune,25,TOWN,Urban,Alandi (M),100000,2539,10249,5601,4648,1432,1082,89,7012,3267,2930,337,6645
Pune,25,TOWN,Urban,Baramati (M),107000,8211,44515,23148,21367,6633,9704,101,29468,13120,13024,96,31299
Pune,25,TOWN,Urban,Bhigwan (Ct),106000,1176,6683,3427,3256,1203,1166,89,3908,1971,1508,463,4249
Pune,25,TOWN,Urban,Bhor (M),111000,2912,15065,7722,7343,2043,927,214,10585,4094,3751,343,10628
Pune,25,TOWN,Urban,Bopkhel (Ct),301400,1478,7094,3800,3294,1309,1016,1267,4570,1980,1973,7,5107
Pune,25,TOWN,Urban,Daund (M),103000,6294,33353,17246,16107,5542,7785,576,22151,8875,8705,170,24308
Pune,25,TOWN,Urban,Dehu (Ct),300900,903,4639,2383,2256,704,959,87,3307,1354,1124,230,3055
Pune,25,TOWN,Urban,Dehu Road (Cantt.),300400,8135,40555,21627,18928,6712,6728,918,26127,11958,11603,355,28242
Pune,25,TOWN,Urban,Dhankawadi (Ct),301600,6014,27727,14590,13137,4583,1237,138,20893,8384,8338,46,19297
Pune,25,TOWN,Urban,Hadapsar (Ct),300600,8480,39530,20781,18749,6711,2433,211,28275,11417,10979,438,27675
Pune,25,TOWN,Urban,Indapur (M),104000,2295,12014,6222,5792,1940,2202,86,7552,3388,3171,217,8409
Pune,25,TOWN,Urban,Jejuri (M),109000,1486,7758,4052,3706,1212,900,151,5100,2683,2597,86,4989
Pune,25,TOWN,Urban,Junnar (M),101000,3642,21416,11252,10164,3211,1285,1415,14916,5521,5444,77,15818
Pune,25,TOWN,Urban,Kalamb (Ct),105000,4163,20833,10700,10133,2621,4695,192,14185,5774,5515,259,14800
Pune,25,TOWN,Urban,Kalas (Ct),301100,2500,11344,5966,5378,1614,1670,317,8588,3263,3165,98,7983
Pune,25,TOWN,Urban,Khadakvasla (Ct),300800,5634,18070,10334,7736,2627,2745,255,13035,5414,5250,164,12492
Pune,25,TOWN,Urban,Khadkale (Ct),114000,1179,6001,3136,2865,1076,341,149,3773,1870,1836,34,4097
Pune,25,TOWN,Urban,Kharadi (Ct),301500,2520,11679,6132,5547,2283,903,70,7759,3429,3328,101,8149
Pune,25,TOWN,Urban,Kirkee (Cantt.),300300,14036,78323,43758,34565,10907,12136,1327,56427,26952,26586,366,51005
Pune,25,TOWN,Urban,Kivale (Ct),301300,2071,10359,5431,4928,1826,2383,334,6377,3042,2975,67,7250
Pune,25,TOWN,Urban,Lohagaon (Ct),300700,2166,10329,5449,4880,1904,1147,228,6285,3338,3055,283,6708
Pune,25,TOWN,Urban,Lonavala (M),112000,9256,47987,25942,22045,7511,3502,1884,31940,15172,14975,197,32618
Pune,25,TOWN,Urban,Pimpri Chinchwad (M.Corp.),300500,113415,517083,278087,238996,89331,82996,8392,338279,166833,163205,3628,346622
Pune,25,TOWN,Urban,Pune (Cantt.),300200,15055,82139,43510,38629,9430,9803,314,64375,27090,26863,227,54822
Pune,25,TOWN,Urban,Pune (M.Corp.),300100,316347,1566651,812523,754128,221353,231983,16751,1086147,482972,470013,12959,1070720
Pune,25,TOWN,Urban,Sasvad (M),108000,3764,19536,10071,9465,2903,1548,171,13972,6759,6623,136,12641
Pune,25,TOWN,Urban,Shirur (M),102000,3750,18410,9425,8985,3128,2414,386,11890,5178,4987,191,13041
Pune,25,TOWN,Urban,Shivane (Ct),301700,1798,8756,4617,4139,1417,1232,224,5564,2733,2643,90,5933
Pune,25,TOWN,Urban,Shivatkar (Nira) (Ct),110000,1765,9172,4716,4456,1456,1233,245,5790,3020,2975,45,6107
Pune,25,TOWN,Urban,Talegaon Dabhade (M),113000,6507,31120,16136,14984,4605,2686,938,21863,9766,9571,195,21159
Pune,25,TOWN,Urban,Vadgaon (Ct),115000,1853,8930,4689,4241,1498,685,284,5992,2690,2584,106,6134
Pune,25,TOWN,Urban,Vadgaon Bk (Ct),301800,2250,9588,5062,4526,1672,730,107,6208,3424,3376,48,6116
Pune,25,TOWN,Urban,Vadgaon Sheri (Ct),301000,7061,32445,17115,15330,5395,2538,304,23526,9567,9143,424,22454
Pune,25,TOWN,Urban,Warje (Ct),301200,4081,17676,9349,8327,3367,2218,445,11398,5654,5616,38,11984
