district,district_code,level,tru,entity_name,entity_code,No_HH,TOT_P,TOT_M,TOT_F,P_06,P_SC,P_ST,P_LIT,TOT_WORK_P,MAINWORK_P,MARGWORK_P,NON_WORK_P
Nagpur,09,DISTRICT,Total,Nagpur,,654520,3287139,1710404,1576735,521379,619226,457715,2036736,1167907,1103045,64862,2054370
Nagpur,09,DISTRICT,Urban,Nagpur,,394219,2030914,1060504,970410,310152,398996,222099,1392230,579860,561344,18516,1432538
Nagpur,09,DISTRICT,Rural,Nagpur,,260301,1256225,649900,606325,211227,220230,235616,644506,588047,541701,46346,621832
Nagpur,09,TOWN,Urban,Chicholi (Ct),1020,3735,17268,9099,8169,3400,5578,1579,10136,5036,4908,128,12104
Nagpur,09,TOWN,Urban,Digdoh (Ct),3002,3921,17376,10016,7360,3336,3284,1369,11086,5902,5877,25,11449
Nagpur,09,TOWN,Urban,Kalameshwar (M),1130,2458,12451,6520,5931,2069,1083,2448,8235,3767,3048,719,7965
Nagpur,09,TOWN,Urban,Kamptee (Cantt.),3102,2282,12234,7230,5004,1674,2326,228,9064,4772,4750,22,7440
Nagpur,09,TOWN,Urban,Kamptee (M),3101,12210,78612,40153,38459,13059,22639,2165,51465,21746,20270,1476,55390
Nagpur,09,TOWN,Urban,Kandri (Ct),1150,1093,4763,2468,2295,775,540,2039,2630,1716,1678,38,3009
Nagpur,09,TOWN,Urban,Kanhan (Pipri) (Ct),3103,4109,18693,9679,9014,3615,6120,1412,11167,4880,4637,243,13570
Nagpur,09,TOWN,Urban,Katol (M),1100,5403,27332,14293,13039,3873,3886,3057,19073,8527,8287,240,18565
Nagpur,09,TOWN,Urban,Khapa (M),1010,2577,14278,7256,7022,2070,1684,4984,9113,4847,4286,561,8870
Nagpur,09,TOWN,Urban,Koradi (Ct),1080,699,2462,1271,1191,463,922,70,1237,1236,1231,5,1221
Nagpur,09,TOWN,Urban,Mahadula (Ct),1070,4118,17145,8888,8257,3316,4220,905,10468,5237,5175,62,11846
Nagpur,09,TOWN,Urban,Mohpa (M),1140,1388,6793,3450,3343,1018,777,227,4326,2313,1683,630,3850
Nagpur,09,TOWN,Urban,Mowad (M),1120,1640,7854,4011,3843,1120,566,1562,5060,3075,2537,538,4241
Nagpur,09,TOWN,Urban,Nagpur (M.Corp.),3001,314091,1624752,846992,777760,240980,315640,180885,1134481,454953,445514,9439,1160360
Nagpur,09,TOWN,Urban,Narkhed (M),1110,3767,19423,10021,9402,3144,3252,1260,12000,6867,6214,653,11903
Nagpur,09,TOWN,Urban,Ramtek (M),1050,4011,20072,10436,9636,3258,2824,1863,13054,6287,5555,732,13053
Nagpur,09,TOWN,Urban,Savner (M),1000,3845,19768,10383,9385,3117,2596,1493,13139,6768,6421,347,12653
Nagpur,09,TOWN,Urban,Sillewada (Ct),1040,1807,9682,5224,4458,1941,2685,665,5218,2578,2497,81,7023
Nagpur,09,TOWN,Urban,Tekadi (Ct),3104,3815,17612,9647,7965,3671,2629,1234,9319,4596,4048,548,12468
Nagpur,09,TOWN,Urban,Totaladoh (Ct),1060,1409,5658,2968,2690,1205,1146,868,3256,1674,1647,27,3957
Nagpur,09,TOWN,Urban,Umred (M),1090,8510,43578,22645,20933,6412,5702,9457,28335,13588,11795,1793,28197
Nagpur,09,TOWN,Urban,Wadi (Ct),3003,5167,21878,11759,10119,4161,6178,1728,14345,6605,6455,150,15123
Nagpur,09,TOWN,Urban,Walani (Ct),1030,2164,11230,6095,5135,2475,2719,601,6023,2890,2831,59,8281
