district,district_code,level,tru,entity_name,entity_code,No_HH,TOT_P,TOT_M,TOT_F,P_06,P_SC,P_ST,P_LIT,TOT_WORK_P,MAINWORK_P,MARGWORK_P,NON_WORK_P
Thane,21,DISTRICT,Total,Thane,,1096592,5249126,2792874,2456252,885306,271797,951205,3034674,1961704,1831849,129855,3157567
Thane,21,DISTRICT,Urban,Thane,,743059,3393207,1843255,1549952,545486,223045,103163,2273796,1147257,1123949,23308,2222642
Thane,21,DISTRICT,Rural,Thane,,353533,1855919,949619,906300,339820,48752,848042,760878,814447,707900,106547,934925
Thane,21,TOWN,Urban,Bhiwandi (M),300100,70080,379070,229894,149176,66289,11243,4317,196170,154411,153034,1377,223282
Thane,21,TOWN,Urban,Dahanu (M),106000,6559,33599,17455,16144,4846,1454,7771,19835,12401,12155,246,20952
Thane,21,TOWN,Urban,Gokhivare (Ct),102000,1464,6696,3608,3088,1182,253,1440,3511,2554,2529,25,4117
Thane,21,TOWN,Urban,Jawhar (M),107000,1916,9325,4895,4430,1425,663,2791,6122,2737,2580,157,6431
Thane,21,TOWN,Urban,Kalyan (M.Corp.),510200,229700,1014557,540817,473740,159955,73482,27091,709748,335530,328718,6812,672215
Thane,21,TOWN,Urban,Khoni (Ct),300200,2132,13144,8360,4784,2355,322,495,6329,5802,5724,78,7264
Thane,21,TOWN,Urban,Kon (Ct),109000,1918,9197,4873,4324,1746,393,273,5795,3035,2668,367,5795
Thane,21,TOWN,Urban,Manikpur (Ct),200200,2234,10032,5273,4759,1276,753,162,7723,3626,3602,24,6382
Thane,21,TOWN,Urban,Mira-Bhayandar (M),510400,38361,175605,94550,81055,29640,3767,5407,120899,59690,57659,2031,113884
Thane,21,TOWN,Urban,Murbad (Ct),111000,2703,11950,6571,5379,2053,977,946,7674,4258,4128,130,7562
Thane,21,TOWN,Urban,Nalasopara (M),101000,15102,67732,36112,31620,10629,2049,2513,48991,23319,23022,297,44116
Thane,21,TOWN,Urban,Navghar (Ct),200400,5702,25080,13202,11878,3737,486,219,19614,8553,8460,93,16434
Thane,21,TOWN,Urban,New Bombay (Thane) (Ct),510500,71573,307724,168993,138731,55605,28088,7483,196091,105880,103912,1968,199876
Thane,21,TOWN,Urban,Palghar (Ct),103000,2832,14700,7766,6934,2074,547,1100,10018,4798,4765,33,9869
Thane,21,TOWN,Urban,Pasthal (Ct),105000,2791,11021,6030,4991,1531,880,515,8304,3931,3833,98,6992
Thane,21,TOWN,Urban,Sandor (Ct),200300,1896,8841,4485,4356,1046,107,1235,6293,3602,3456,146,5093
Thane,21,TOWN,Urban,Shahapur (Ct),110000,1851,9207,4746,4461,1302,347,867,6613,2833,2500,333,6041
Thane,21,TOWN,Urban,Shirgaon (Ct),104000,845,4462,2258,2204,689,209,809,2988,1674,1669,5,2783
Thane,21,TOWN,Urban,Thane (M.Corp.),510100,185966,803389,432929,370460,125446,48888,27099,570021,259421,252406,7015,536953
Thane,21,TOWN,Urban,Ulhasnagar (M),510300,73986,369077,193788,175289,57793,45812,3274,244354,111982,110933,1049,256046
Thane,21,TOWN,Urban,Vada (Ct),108000,2365,11418,5899,5519,1536,673,2794,7594,3528,3150,378,7512
Thane,21,TOWN,Urban,Vasai (M),200100,7563,39781,20253,19528,4881,599,2451,28061,13204,12791,413,26164
Thane,21,TOWN,Urban,Virar (M),100000,13520,57600,30498,27102,8450,1053,2111,41048,20488,20255,233,36879
