district,district_code,level,tru,entity_name,entity_code,No_HH,TOT_P,TOT_M,TOT_F,P_06,P_SC,P_ST,P_LIT,TOT_WORK_P,MAINWORK_P,MARGWORK_P,NON_WORK_P
Osmanabad,29,DISTRICT,Total,Osmanabad,,233003,1276327,658896,617431,243816,208609,22463,560330,529425,480324,49101,697801
Osmanabad,29,DISTRICT,Urban,Osmanabad,,34608,193880,101832,92048,35769,29015,2855,112353,54631,52518,2113,137136
Osmanabad,29,DISTRICT,Rural,Osmanabad,,198395,1082447,557064,525383,208047,179594,19608,447977,474794,427806,46988,560665
Osmanabad,29,TOWN,Urban,Bhum (M),107000,2798,14845,7780,7065,2944,1966,294,8381,4567,3905,662,9616
Osmanabad,29,TOWN,Urban,Kalamb (M),101000,3760,19862,10331,9531,3767,3240,524,11985,5530,5091,439,13893
Osmanabad,29,TOWN,Urban,Murum (M),102000,2773,15865,8056,7809,2856,3066,85,7841,5566,5300,266,10033
Osmanabad,29,TOWN,Urban,Naldurg (M),105000,2100,12880,6743,6137,2714,1720,66,6491,3571,3494,77,9232
Osmanabad,29,TOWN,Urban,Osmanabad (M),100000,12103,68019,36381,31638,12040,10272,1209,43157,17349,17098,251,50419
Osmanabad,29,TOWN,Urban,Paranda (M),106000,2481,14267,7390,6877,2783,1817,128,7228,4445,4393,52,9770
Osmanabad,29,TOWN,Urban,Tuljapur (M),104000,4056,23012,11873,11139,3950,3180,206,13775,6382,6074,308,16322
Osmanabad,29,TOWN,Urban,Umarga (M),103000,4537,25130,13278,11852,4715,3754,343,13495,7221,7163,58,17851
