district,district_code,level,tru,entity_name,entity_code,No_HH,TOT_P,TOT_M,TOT_F,P_06,P_SC,P_ST,P_LIT,TOT_WORK_P,MAINWORK_P,MARGWORK_P,NON_WORK_P
Sangli,35,DISTRICT,Total,Sangli,,423305,2209488,1128521,1080967,350297,277458,10784,1164092,814726,654610,160116,1234646
Sangli,35,DISTRICT,Urban,Sangli,,100157,502447,260074,242373,76750,67029,1522,315650,155536,145887,9649,337262
Sangli,35,DISTRICT,Rural,Sangli,,323148,1707041,868447,838594,273547,210429,9262,848442,659190,508723,150467,897384
Sangli,35,TOWN,Urban,Ashta (M),103000,5676,27405,14027,13378,4183,4322,249,15355,11358,10466,892,15155
Sangli,35,TOWN,Urban,Ii)Kupwadi (Og),300102,7036,33313,17695,15618,5632,4893,67,19735,11140,10634,506,21667
Sangli,35,TOWN,Urban,Ii)Vanleswadi (Og),300202,855,3814,1941,1873,716,1032,0,2047,1182,1171,11,2621
Sangli,35,TOWN,Urban,Madhavnagar (C.T.),300300,2396,11834,6230,5604,1824,1809,6,7709,3574,3290,284,7976
Sangli,35,TOWN,Urban,Manadur (Ct),104000,2217,7422,3819,3603,1521,1301,28,3879,2201,2001,200,5021
Sangli,35,TOWN,Urban,Miraj (M),300201,24294,121593,62474,59119,18224,16749,325,77396,34136,32533,1603,85854
Sangli,35,TOWN,Urban,Sangli (M),300101,37726,193197,100128,93069,29144,25769,643,123346,58871,55418,3453,130873
Sangli,35,TOWN,Urban,Tasgaon (M),100000,5786,29392,15204,14188,4206,2361,16,18877,9480,8854,626,19286
Sangli,35,TOWN,Urban,Uran Islampur (M),102000,7688,42459,22095,20364,6151,4793,108,26962,12975,11815,1160,28324
Sangli,35,TOWN,Urban,Vita (M),101000,6483,32018,16461,15557,5149,4000,80,20344,10619,9705,914,20485
