district,district_code,level,tru,entity_name,entity_code,No_HH,TOT_P,TOT_M,TOT_F,P_06,P_SC,P_ST,P_LIT,TOT_WORK_P,MAINWORK_P,MARGWORK_P,NON_WORK_P
Satara,31,DISTRICT,Total,Satara,,465891,2451372,1208375,1242997,397183,233014,18342,1369479,896395,701553,194842,1360135
Satara,31,DISTRICT,Urban,Satara,,59974,315840,163954,151886,43569,35669,2352,219126,91269,87969,3300,221271
Satara,31,DISTRICT,Rural,Satara,,405917,2135532,1044421,1091111,353614,197345,15990,1150353,805126,613584,191542,1138864
Satara,31,TOWN,Urban,Karad (M),107000,10592,56819,29322,27497,7605,5748,276,39121,16528,16219,309,39982
Satara,31,TOWN,Urban,Koregaon (Ct),103000,3914,19733,10157,9576,3015,1828,175,13080,5852,4842,1010,12871
Satara,31,TOWN,Urban,Mahabaleshwar (M),109000,1681,10564,5887,4677,1490,963,274,7385,3584,3582,2,6978
Satara,31,TOWN,Urban,Mhaswad (M),106000,3351,18033,9116,8917,3052,2386,32,8792,6083,5855,228,11722
Satara,31,TOWN,Urban,Panchgani (M),110000,1569,10569,5910,4659,1295,755,11,7740,2605,2598,7,7957
Satara,31,TOWN,Urban,Patan (Ct),108000,2018,10179,5253,4926,1411,1019,115,7064,2874,2670,204,7101
Satara,31,TOWN,Urban,Phaltan (M),105000,8328,44367,22891,21476,6331,7519,398,29295,11828,11739,89,32450
Satara,31,TOWN,Urban,Rahimatpur (M),102000,2821,14585,7318,7267,2114,1152,100,9052,5580,5046,534,8471
Satara,31,TOWN,Urban,Satara (M),100000,18571,95180,49776,45404,12589,10502,668,72199,25768,25487,281,69131
Satara,31,TOWN,Urban,Satara Road (Ct),104000,1874,9522,4969,4553,1260,1470,8,6473,2664,2278,386,6472
Satara,31,TOWN,Urban,Wai (M),101000,5255,26289,13355,12934,3407,2327,295,18925,7903,7653,250,18136
