district,district_code,level,tru,entity_name,entity_code,No_HH,TOT_P,TOT_M,TOT_F,P_06,P_SC,P_ST,P_LIT,TOT_WORK_P,MAINWORK_P,MARGWORK_P,NON_WORK_P
Bhandara,10,DISTRICT,Total,Bhandara,,433635,2107629,1060275,1047354,339377,355484,309822,1143915,965020,873446,91574,1051035
Bhandara,10,DISTRICT,Urban,Bhandara,,56303,275894,141362,134532,39784,51311,21347,192320,83454,79887,3567,188873
Bhandara,10,DISTRICT,Rural,Bhandara,,377332,1831735,918913,912822,299593,304173,288475,951595,881566,793559,88007,862162
Bhandara,10,TOWN,Urban,Bhandara (M),100000,13931,71813,37034,34779,10656,11598,7425,51783,20124,19338,786,50903
Bhandara,10,TOWN,Urban,Chikhala (Ct),103000,1248,4168,2107,2061,565,794,869,2220,1551,1484,67,2550
Bhandara,10,TOWN,Urban,Gondiya (M),300000,20387,109470,56202,53268,15222,20712,5795,78436,31904,31302,602,76964
Bhandara,10,TOWN,Urban,Pauni (M),106000,4006,20182,10303,9879,2841,3897,2802,12691,6215,5479,736,13231
Bhandara,10,TOWN,Urban,Sitasawangi (Ct),104000,742,3322,1744,1578,555,460,1042,1471,921,582,339,2062
Bhandara,10,TOWN,Urban,Tirora (M),105000,3904,20509,10344,10165,3074,4718,1773,13533,7472,7170,302,12735
Bhandara,10,TOWN,Urban,Tumsar (M),102000,10358,38519,19516,19003,5488,6518,1405,27099,12430,11757,673,25416
Bhandara,10,TOWN,Urban,Warthi (Ct),101000,1727,7911,4112,3799,1383,2614,236,5087,2837,2775,62,5012
