district,district_code,level,tru,entity_name,entity_code,No_HH,TOT_P,TOT_M,TOT_F,P_06,P_SC,P_ST,P_LIT,TOT_WORK_P,MAINWORK_P,MARGWORK_P,NON_WORK_P
Chandrapur,13,DISTRICT,Total,Chandrapur,,403384,1840559,945677,894882,303584,310452,359252,919576,768160,693975,74185,998214
Chandrapur,13,DISTRICT,Urban,Chandrapur,,123647,565388,297443,267945,90890,116259,56207,356252,164102,157454,6648,394638
Chandrapur,13,DISTRICT,Rural,Chandrapur,,279737,1275171,648234,626937,212694,194193,303045,563324,604058,536521,67537,603576
Chandrapur,13,TOWN,Urban,Ballarpur (M),200100,16503,83511,43735,39776,13357,22535,6560,51854,21326,20515,811,61374
Chandrapur,13,TOWN,Urban,Bhadravati (Ct),102000,5922,27408,14217,13191,4115,4434,4504,18208,7660,7335,325,19423
Chandrapur,13,TOWN,Urban,Brahmapuri (M),108000,6224,26631,14222,12409,3819,5841,2438,18488,8361,7437,924,17346
Chandrapur,13,TOWN,Urban,Chandrapur (M),300000,50388,226105,119407,106698,37313,42249,22151,145154,64188,62988,1200,160717
Chandrapur,13,TOWN,Urban,Ghugus (Ct),100000,12121,54567,28961,25606,8988,13149,5262,31974,16742,16122,620,37205
Chandrapur,13,TOWN,Urban,Mul (M),105000,3971,18008,9109,8899,2493,2730,1796,10603,6780,6396,384,10844
Chandrapur,13,TOWN,Urban,Nakoda (Ct),101000,6017,26921,13804,13117,4420,6469,1844,15254,9152,8729,423,17346
Chandrapur,13,TOWN,Urban,Rajura (M),106000,4188,18969,10146,8823,3231,2530,1690,12202,5437,5346,91,13441
Chandrapur,13,TOWN,Urban,Sasti (Ct),107000,1300,6398,3368,3030,1025,2911,338,3315,1914,1782,132,4352
Chandrapur,13,TOWN,Urban,Shivajinagar (Ct),103000,5405,24224,12938,11286,4660,4676,3626,12943,6595,5690,905,16724
Chandrapur,13,TOWN,Urban,Visapur (Ct),200200,1955,8925,4560,4365,1647,2135,1670,4555,3559,3304,255,5111
Chandrapur,13,TOWN,Urban,Warora (M),104000,9653,43721,22976,20745,5822,6600,4328,31702,12388,11810,578,30755
