district,district_code,level,tru,entity_name,entity_code,No_HH,TOT_P,TOT_M,TOT_F,P_06,P_SC,P_ST,P_LIT,TOT_WORK_P,MAINWORK_P,MARGWORK_P,NON_WORK_P
Solapur,30,DISTRICT,Total,Solapur,,578788,3231057,1670516,1560541,580667,497913,48352,1494462,1248343,1105172,143171,1839543
Solapur,30,DISTRICT,Urban,Solapur,,164455,929483,477941,451542,151370,132219,17454,536797,279033,272798,6235,644215
Solapur,30,DISTRICT,Rural,Solapur,,414333,2301574,1192575,1108999,429297,365694,30898,957665,969310,832374,136936,1195328
Solapur,30,TOWN,Urban,Akkalkot (M),101000,6290,35237,17995,17242,5990,3793,702,18641,9650,9062,588,24999
Solapur,30,TOWN,Urban,Barshi (M),100000,16606,88810,45880,42930,13280,12985,834,55067,24708,24238,470,63632
Solapur,30,TOWN,Urban,Dudhani (M),103000,1815,10576,5385,5191,1989,976,71,4610,3327,2923,404,6845
Solapur,30,TOWN,Urban,Ii)Solapur Rural (Og),300102,945,5148,2664,2484,879,334,106,2434,2120,2114,6,3022
Solapur,30,TOWN,Urban,Iii)Majrewadi (Og),300103,1836,9717,5004,4713,1282,505,53,6633,2995,2989,6,6716
Solapur,30,TOWN,Urban,Iv)Nehru Nagar (Og),300104,357,1766,915,851,258,232,0,1374,456,454,2,1308
Solapur,30,TOWN,Urban,Karmala (M),107000,3642,19522,10136,9386,3157,3188,251,12498,5290,5224,66,14166
Solapur,30,TOWN,Urban,Kurduvadi (M),108000,3959,21593,11131,10462,3395,5200,219,14291,5383,5354,29,16181
Solapur,30,TOWN,Urban,Maindargi (M),102000,2219,12483,6204,6279,2337,1103,657,5149,4006,2582,1424,7053
Solapur,30,TOWN,Urban,Mangalvedhe (M),104000,3639,19658,10244,9414,3011,2258,143,10865,6145,5065,1080,12433
Solapur,30,TOWN,Urban,Pandharpur (M),105000,14072,79902,41074,38828,12373,9026,3898,50122,20594,20178,416,58892
Solapur,30,TOWN,Urban,Sangole (M),106000,3757,20856,10793,10063,3719,2901,60,11376,6728,5961,767,13361
Solapur,30,TOWN,Urban,Solapur (Mc),300101,105318,604215,310516,293699,99700,89718,10460,343737,187631,186654,977,415607
