district,district_code,level,tru,entity_name,entity_code,No_HH,TOT_P,TOT_M,TOT_F,P_06,P_SC,P_ST,P_LIT,TOT_WORK_P,MAINWORK_P,MARGWORK_P,NON_WORK_P
Latur,28,DISTRICT,Total,Latur,,283757,1676641,863203,813438,338676,319568,37527,743556,656243,577163,79080,941318
Latur,28,DISTRICT,Urban,Latur,,57742,341868,180137,161731,67810,56885,4245,194230,86992,83221,3771,251105
Latur,28,DISTRICT,Rural,Latur,,226015,1334773,683066,651707,270866,262683,33282,549326,569251,493942,75309,690213
Latur,28,TOWN,Urban,Ahmadpur (M),100000,4331,25878,13481,12397,5628,3546,274,13386,6775,6342,433,18670
Latur,28,TOWN,Urban,Ausa (M),103000,3788,23246,12157,11089,4663,2768,151,12453,6730,4711,2019,14497
Latur,28,TOWN,Urban,Latur (M),300000,34940,197408,104230,93178,38644,32668,2501,114087,50561,49758,803,146044
Latur,28,TOWN,Urban,Nilanga (M),102000,3896,24883,13068,11815,5235,4895,309,12759,7037,6883,154,17692
Latur,28,TOWN,Urban,Udgir (M),101000,10787,70453,37201,33252,13640,13008,1010,41545,15889,15527,362,54202
